,t,p,v,q,R,fa,pwm
3777,58.77274311859975,"[-0.0902224174800905, -1.8369655233970814, 1.6809818198566933]","[0.14059688660657554, -0.0021131674779619174, 0.6866651604508871]","[0.05983919697892628, -0.06810968957751168, -0.09661912107604743, -0.9911832967610672]","[[0.9720508729013677, -0.1996857761782313, 0.12345515207762119], [0.18338325965502233, 0.9741672735398922, 0.13178462176169728], [-0.1465815945496225, -0.10546182838673086, 0.983559923026218]]","[-0.1153578941984088, -0.4642613248643701, 1.350341519461379]","[1778.0, 1807.4244241870433, 1576.0, 1592.0305302338043]"
3778,58.78274384486891,"[-0.08884290478504787, -1.8370674858861116, 1.6871938211025779]","[0.15258864374921857, 0.009342096921784565, 0.6946572877326307]","[0.060097296020486385, -0.067640686021441, -0.0975928013148977, -0.9911043160669896]","[[0.9717998330416489, -0.2015793378622452, 0.12234782477498467], [0.18531924853880793, 0.9737269878746032, 0.1323278670031069], [-0.14580807865534434, -0.1059228908763314, 0.9836251728006791]]","[0.12657889728666016, 0.09891491161660415, 1.4892320666204597]","[1776.4261174736916, 1804.2130587368458, 1572.6554996315947, 1589.393470631577]"
3779,58.792744571138066,"[-0.08719643728842172, -1.8370347132985718, 1.694097833624987]","[0.1660229932914969, 0.024424986279580046, 0.7027627349694993]","[0.060211437167932036, -0.0669027943557179, -0.09861986968273187, -0.9910455660912606]","[[0.9715948686461324, -0.2035301959525555, 0.12073134723687637], [0.18741694235772194, 0.9732960020996838, 0.13254044538806617], [-0.14448352358452218, -0.10614866594498013, 0.9837957917069549]]","[0.2401588327589803, 0.2679078490562681, 1.404408198547424]","[1772.4562059202112, 1802.2281029601056, 1564.219437580449, 1590.385948519947]"
3780,58.80274529740722,"[-0.08529517666578194, -1.8369006064704239, 1.701582224432071]","[0.17894572833502362, 0.03764174768694485, 0.7080080301534915]","[0.06019631106744416, -0.06602886288131166, -0.09969334121715992, -0.9909975647344071]","[[0.9714011961592138, -0.20554110467174966, 0.11886654187660187], [0.18964232879401746, 0.9728736258937549, 0.13247407126247934], [-0.1428712273936459, -0.10614351943284867, 0.984031528993039]]","[0.11914289559577984, -0.20935970605691523, 0.8168236139911897]","[1768.283966431719, 1801.0, 1558.6186592070487, 1589.6653072246702]"
3781,58.812746023676375,"[-0.08298047741228219, -1.8366020702074957, 1.7100083627939304]","[0.19103829499370673, 0.04783044708609695, 0.7086123157180588]","[0.05997143019516619, -0.06493418717755987, -0.10084210858850591, -0.990967004563433]","[[0.9712265970440903, -0.20765079671082207, 0.11659998297031768], [0.1920740124164265, 0.9724663494936037, 0.13195561778870943], [-0.14079056487411348, -0.10576321637084599, 0.984371713893935]]","[0.22018785206226132, -0.3032926599231267, 0.5674233553446424]","[1763.783420659047, 1801.0, 1557.6185379242327, 1586.1648827348142]"
3782,58.82274674994553,"[-0.08032270049979934, -1.8361444716329505, 1.719080669720673]","[0.20509026873564032, 0.05999569492825338, 0.7104179993088684]","[0.059529752156576854, -0.06367634063519335, -0.10197935066019403, -0.9909587295343324]","[[0.9710885307143576, -0.20969592909042578, 0.1140596402947132], [0.19453338198542247, 0.972110300644089, 0.13097039887393885], [-0.13834286217427316, -0.10499571139236147, 0.9848005238528603]]","[0.772393119483137, 0.25546785798322835, 0.9653172785125506]","[1757.0974927805344, 1799.8292478341602, 1556.2194985561068, 1584.7805014438932]"
3783,58.832747476214685,"[-0.07710880252421298, -1.8354290366778658, 1.7292004011585658]","[0.2223183966853984, 0.07536488273157532, 0.7141711217085603]","[0.05873665085433271, -0.0621539978836978, -0.10309791048391148, -0.9909865782121114]","[[0.9710120937510577, -0.21163872640833142, 0.11107630342612748], [0.19703585571674864, 0.9718383443497436, 0.12923035991161072], [-0.1352988073137465, -0.10359857067148794, 0.9853704637361874]]","[0.7333238537949447, 0.21966407557771106, 1.0354303175525263]","[1746.869110334769, 1796.7607331004308, 1554.1738220669538, 1586.8261779330462]"
3784,58.84274820248384,"[-0.07467282795866195, -1.8348282583615037, 1.7367386045734434]","[0.23467238663227113, 0.08611023460752834, 0.7158260797678981]","[0.05813845930674324, -0.06109365001258894, -0.10386391950387165, -0.9910093359813067]","[[0.9709594366061048, -0.2129640091702101, 0.10901177854827084], [0.19875644642958082, 0.9716641438487026, 0.12792236379931415], [-0.13316573157832962, -0.10254066001089318, 0.9857747032543946]]","[-0.28367922743479657, -0.7604220556787957, 0.6426647100154561]","[1742.2198674881824, 1793.7801325118176, 1553.8132449921216, 1584.7470200315138]"
3785,58.852748928752995,"[-0.0732842113485778, -1.8343818481245233, 1.7408011651714494]","[0.24046407603964276, 0.09063028039186567, 0.7146561721844256]","[0.0578026847008504, -0.06065530940738304, -0.10415527139916107, -0.9910252396006757]","[[0.9709447887646643, -0.21345308503826899, 0.10818097645177537], [0.19942892613783902, 0.9716206211660232, 0.1272029793366973], [-0.1322627937022442, -0.10193269848419302, 0.9859591291678782]]","[-0.6173811533219973, -1.052965307079838, 0.3695206973691594]","[1745.0821047802315, 1790.9178952197685, 1555.7214031868211, 1577.114387252716]"
3786,58.86274965502215,"[-0.07101462047400552, -1.8336454221321834, 1.7470560678611367]","[0.2488254728954377, 0.09799383927393174, 0.7124107360663531]","[0.05705404881863719, -0.059764161260475304, -0.10465951229551579, -0.9910681307792882]","[[0.9709458358478485, -0.21426898918629766, 0.10651821332833618], [0.20062983968965742, 0.9715790168169859, 0.12559867497269783], [-0.13040320902370864, -0.10057912309161023, 0.9863427339025201]]","[0.20533785046016906, -0.16901320248377094, 0.11128704369655118]","[1747.1784039834965, 1787.5727681320284, 1553.0751123630782, 1573.962443818461]"
3787,58.872750381291304,"[-0.06695583013432833, -1.8323199936510337, 1.7577634698528801]","[0.26240577270620874, 0.11113238196489603, 0.7079809738488918]","[0.0554669194587693, -0.05795339145824131, -0.10559611643128251, -0.9911658318751818]","[[0.9709771500441857, -0.21575551736355497, 0.10316866033888607], [0.2028975329780478, 0.9715411828987188, 0.12219313687783384], [-0.12659702547989715, -0.09771452458978527, 0.9871250713464325]]","[0.3772380894179832, 0.07967908444952854, 0.08601658187786221]","[1747.7191344556445, 1783.246924354844, 1541.1790419758208, 1579.9104790120896]"
3788,58.88275110756046,"[-0.06406596254857322, -1.8313162660038425, 1.7652733147170703]","[0.27194065207153467, 0.12065633681238419, 0.7054398993710043]","[0.054387703333231084, -0.056652236587864814, -0.10619708594881053, -0.991238656504493]","[[0.9710247994482695, -0.21669568367459185, 0.10076014255578451], [0.20437094352777263, 0.9715277067213571, 0.1198549928410215], [-0.12386340497753472, -0.09578978308856617, 0.9876643970285804]]","[-0.40711830274871486, -0.6255356517998389, 0.4916017746246091]","[1746.1490890036591, 1781.9254554981703, 1535.6940916236279, 1582.7686361254573]"
3789,58.892751833829614,"[-0.06243948255566752, -1.830660236988463, 1.7693271963973598]","[0.277103186060328, 0.12627359601262808, 0.7049401442608321]","[0.05385744673161615, -0.05590188045921807, -0.10643529701117906, -0.9912845943107625]","[[0.9710922787975673, -0.2170368055342033, 0.09936467910616281], [0.20499387533808527, 0.9715410701384231, 0.11867598096824784], [-0.12229401246273608, -0.09487624796760664, 0.9879479745603854]]","[-0.5185095961971757, -0.7576531006138753, 0.531783395363151]","[1742.2976882569053, 1783.8511558715472, 1537.1383669036604, 1582.2872110321132]"
3790,58.90275256009877,"[-0.0597487836738813, -1.8295778449394977, 1.7756754151007255]","[0.2851018376966198, 0.13394490579697244, 0.7024454711835593]","[0.05289268608301219, -0.05475121938941163, -0.10675535642112878, -0.9913648591641786]","[[0.9712075180774581, -0.21745889588656062, 0.09726371468837652], [0.20587513964725548, 0.9716076376445609, 0.11656187245981708], [-0.1198500249078279, -0.09318192869818487, 0.9884056578445104]]","[0.21064836895941896, -0.21292012361170687, 0.08376437956869154]","[1738.7831530410162, 1784.3915765205081, 1537.1887686940108, 1583.2168469589838]"
3791,58.91275328636793,"[-0.05548427801655643, -1.8278649312580866, 1.7854165853763801]","[0.2972946463963646, 0.14465382256267642, 0.6970006386550034]","[0.051285364566249304, -0.05300857237079205, -0.10719645623482996, -0.9914958881413549]","[[0.9713932958458119, -0.21800681907866218, 0.09412034440734102], [0.20713256324197224, 0.9717527360980047, 0.11306311839496591], [-0.11611078176019399, -0.0903337939621002, 0.9891150790670373]]","[0.35228639994909905, -0.08192323402713786, -0.028266826271817536]","[1735.7667871965377, 1782.8833935982689, 1535.1778581310252, 1586.2332128034623]"
3792,58.922754012637085,"[-0.05220123355061886, -1.8264980971278537, 1.792842937381836]","[0.3061390877500541, 0.1530894755815927, 0.6930557097046619]","[0.05001592181298049, -0.051659566550835485, -0.10751664118028947, -0.9915992575183267]","[[0.9715421409987876, -0.21839444481347686, 0.09169608783331884], [0.20805924144748067, 0.9718763777616236, 0.11030002802844319], [-0.11320626350878937, -0.08808297570694135, 0.9896586123905654]]","[-0.3681365701301571, -0.5512878484282516, 0.3089541137205707]","[1734.2082531208503, 1782.2082531208503, 1532.1257219123477, 1587.7917468791497]"
3793,58.93275473890624,"[-0.05030588330440639, -1.8256205870757904, 1.796996353114866]","[0.31024925122050745, 0.15831094653298566, 0.6912315039616148]","[0.04922420799202505, -0.05086713252487739, -0.10766586382463068, -0.9916635188106784]","[[0.9716401537880115, -0.2185444073749741, 0.0902866255137687], [0.20852883012952422, 0.971969038825734, 0.10858101014322634], [-0.11148569301194736, -0.08667439508893478, 0.989977984949335]]","[-0.6498064328969347, -0.7640269968442667, 0.5863881296931766]","[1734.7109566535767, 1782.7109566535767, 1527.6013901178096, 1587.2890433464233]"
3794,58.942755465175395,"[-0.04809446895291495, -1.824605573704032, 1.8017245281899235]","[0.3152698424550458, 0.1636811686791107, 0.6909911586519711]","[0.04831937667322127, -0.04991915006672683, -0.10778777141478717, -0.9917426369625831]","[[0.9717780949216358, -0.2186195817410048, 0.0885974231886968], [0.20897133287987987, 0.9720924136842274, 0.10660211994980319], [-0.1094303748997295, -0.08507942420335195, 0.9903449779305914]]","[-0.3794571112990046, -0.6698125188563241, 0.9391446861987358]","[1734.7866211099229, 1781.2929688793824, 1522.2260744289963, 1590.4140622412353]"
3795,58.95275619144455,"[-0.04545547738989526, -1.8234045433660029, 1.8072302480499125]","[0.321522076758707, 0.1692526241193452, 0.6928934882498968]","[0.04726151796694382, -0.048760738889263966, -0.10787272670790647, -0.99184185374155]","[[0.9719697790895884, -0.21859438352644395, 0.08652942567657262], [0.20937635737805832, 0.9722576962425628, 0.10427181090250058], [-0.10692234092236841, -0.08323199546139194, 0.9907755272633062]]","[-0.2794364327747756, -0.59905359585568, 0.8139418253438127]","[1734.2845794160207, 1777.2766353281663, 1515.6995324082702, 1598.4467293436674]"
3796,58.962756917713705,"[-0.042502158842877, -1.8220532061335406, 1.813249170079879]","[0.3274249254967674, 0.17513253059620415, 0.6905045520497594]","[0.046029794907230186, -0.04747270830620834, -0.10794721453665554, -0.9919536590000951]","[[0.9721845444627296, -0.2185275869310585, 0.08424387712211709], [0.2097869508229564, 0.9724543764921789, 0.10156794021883453], [-0.1041190297058332, -0.08106975370616917, 0.9912522626767717]]","[-0.34845324285579626, -0.5096264735840835, -0.11346487387050885]","[1733.577583463242, 1775.422416536758, 1513.4784578786532, 1601.0991255845888]"
3797,58.97275764398286,"[-0.03913750003759683, -1.8205051715765659, 1.8199396880080196]","[0.33287055498193713, 0.1814160878428833, 0.682499902049963]","[0.04457054633527702, -0.04601505283414691, -0.10800800424301428, -0.9920819380222826]","[[0.972429991282785, -0.2184074124315862, 0.08167345407240827], [0.21020374825372792, 0.9726916942561935, 0.09837525601753326], [-0.10092935710318453, -0.07849527993052101, 0.9917883820426528]]","[-0.26981731416410804, -0.41149942833460496, -0.42197820876730496]","[1732.6023765643145, 1776.3976234356855, 1516.8916820248992, 1596.7106945394153]"
3798,58.982758370252014,"[-0.035358149212939456, -1.8187126458155913, 1.8273062481531024]","[0.33956077048429223, 0.18812492229502964, 0.6771728923534238]","[0.043138400018469164, -0.04456904428958853, -0.10802095160382946, -0.9922105628383506]","[[0.9726877968698658, -0.21820433290035002, 0.07912405099815663], [0.21051378385632946, 0.9729387531753335, 0.09523353347701156], [-0.0977634550808034, -0.07597597117207326, 0.9923030057283526]]","[0.07070751304169653, -0.2649599620573646, 0.23177970065228592]","[1730.8079267742985, 1776.0066056452486, 1518.8013211290497, 1595.589430967602]"
3799,58.99275909652117,"[-0.030908786507032004, -1.8165250991622754, 1.8357650799031657]","[0.3482618455638447, 0.19552087096007015, 0.6761721072598823]","[0.04175004242222389, -0.04314185351687637, -0.10795660078082812, -0.992339746348576]","[[0.972965391048391, -0.21786160010000885, 0.07660836662717171], [0.210656903241997, 0.9732016980136192, 0.09217534872875666], [-0.09463713727660636, -0.07354555730049112, 0.9927885142681782]]","[0.13418482908285, -0.25356677732947186, 0.4917343497394686]","[1727.6898381269841, 1773.4081984391535, 1518.2816396878306, 1599.7468824973546]"
3800,59.002759822790324,"[-0.026866022568747636, -1.8144868576909263, 1.8433378675753462]","[0.35513958617251096, 0.20170531411181197, 0.6739313538243704]","[0.040302864334540695, -0.041633463862852334, -0.10787158457641437, -0.9924729429005243]","[[0.97325723919095, -0.21747515369147663, 0.07394510512874505], [0.2107633623081105, 0.973475288070252, 0.08898114018342591], [-0.09133524048368569, -0.07101686931026284, 0.9932811549618662]]","[-0.20348759196377297, -0.45457682158859936, 0.23001100596654744]","[1726.2226624030327, 1773.781299224261, 1520.4492864333588, 1600.4413631787718]"
3801,59.01276054905948,"[-0.02330432696555852, -1.8126252670139946, 1.8498623300106842]","[0.35986004410332084, 0.20645636152640393, 0.6702235287857407]","[0.03878609263728771, -0.04002900355206597, -0.1077621180749958, -0.9926108874926884]","[[0.9735657397337102, -0.21703684060092443, 0.07110710649363411], [0.21082656604112943, 0.9737616600203163, 0.08562621608454789], [-0.08782579247142261, -0.06837177525573924, 0.9937823659535924]]","[-0.2781340293811033, -0.4592444460836028, -0.037857472948461535]","[1726.7087683775778, 1777.670147020622, 1525.7964521533552, 1597.038621356956]"
3802,59.022761275328634,"[-0.01903640375891972, -1.8104141158502622, 1.8574825192873599]","[0.3653126027576598, 0.21206375660378046, 0.6644312488853896]","[0.03723825708841693, -0.03836585292780364, -0.10757503686819875, -0.9927564237677481]","[[0.9739076774950394, -0.21644897276539718, 0.06816408013642362], [0.2107342627864294, 0.9740781792548291, 0.08219145395525831], [-0.08418770765319929, -0.06568262178250484, 0.994279079027462]]","[-0.03459719005658013, -0.19253997197530925, -0.5408691669028034]","[1727.0, 1780.1989883425802, 1524.6222564632392, 1598.1838134812806]"
3803,59.03276200159779,"[-0.013713052741943052, -1.8076805610628779, 1.866740226802111]","[0.3718592555252942, 0.2189509276828395, 0.6555238378011139]","[0.035643997903973886, -0.036614992068572584, -0.10727196370902331, -0.9929133054974684]","[[0.9742993949783159, -0.21563372954815405, 0.0650638223119408], [0.21041331074596917, 0.9744397210935221, 0.07863832376073128], [-0.08035822891033917, -0.0629272753591869, 0.9947729542011389]]","[-0.021066096270091816, -0.15256103761249196, -0.534242478656676]","[1727.0, 1780.6953564953885, 1513.7021571014504, 1606.1257039262177]"
3804,59.04276272786694,"[-0.009815888251749548, -1.8056659657863412, 1.8734832000687933]","[0.37670634800461356, 0.22423080695277126, 0.6508577081124858]","[0.03458580914924529, -0.03542874162542894, -0.10705653406677183, -0.9930194882445856]","[[0.9745675850084955, -0.21506911273695964, 0.06295758804524008], [0.2101677859519396, 0.9746856200858023, 0.07627452157334812], [-0.07776813546689228, -0.061103008434285754, 0.9950974315922592]]","[-0.39764561083381295, -0.48852582557006086, 0.4738796682993218]","[1729.2191872306275, 1779.3860456504528, 1509.8244201117077, 1608.3773241819858]"
3805,59.052763454136105,"[-0.0081848823688818, -1.8047937710676756, 1.8762303519233556]","[0.37885290089552337, 0.22695675789752612, 0.6529308205638907]","[0.03437941684302945, -0.035139636632879744, -0.106980366790644, -0.9930451121491876]","[[0.9746409461245077, -0.2148888211057813, 0.062434643554128054], [0.21005650024372388, 0.9747466456449558, 0.07579912614077054], [-0.07714633404979099, -0.060762121277268835, 0.9951666552768956]]","[-0.5105607015054292, -0.7010363064284717, 0.8277897939836389]","[1734.9645823937512, 1775.2075764409083, 1517.1367412284105, 1601.5873117164758]"
3806,59.06276418040526,"[-0.005452866478501879, -1.803306709653034, 1.8807872012520952]","[0.3822257416259346, 0.22936998092972236, 0.6521347978234249]","[0.03388492647309966, -0.03447082046141703, -0.10682217125378823, -0.9931019122002591]","[[0.9748003825232416, -0.21450668750864635, 0.06122675259342719], [0.20983452264143623, 0.9748804809656333, 0.07466686632357707], [-0.07570539826795308, -0.05993787477722475, 0.9953259585818142]]","[-0.22332344460579767, -0.7214313146662403, 0.24630202349945485]","[1734.9175140828008, 1775.1340287119071, 1523.1340287119071, 1598.2371143013231]"
3807,59.072764906674415,"[-0.001487620758233216, -1.8011309424630508, 1.887371073853105]","[0.3869721345796542, 0.2314329206876777, 0.6481250866691831]","[0.0330677404658179, -0.033376693757458574, -0.1065720967173472, -0.9931936323279376]","[[0.9750554512713664, -0.2139008393805701, 0.0592508425458404], [0.20948607199345523, 0.9750965077246954, 0.07279938700269672], [-0.07334723628642953, -0.058571290061796115, 0.9955837239498002]]","[-0.16884907936951876, -0.6470477988807699, 0.018626752544575353]","[1728.3823678288554, 1779.6583607338694, 1527.6583607338694, 1598.739817859319]"
3808,59.08276563294357,"[0.00281378403649559, -1.7987766771600828, 1.8943866661600515]","[0.3906652975035956, 0.23451112831769128, 0.6441503750207754]","[0.03219293512282066, -0.032150742341818875, -0.10627375686433552, -0.9932944155985353]","[[0.9753423994998679, -0.21319231196076333, 0.057027777330968185], [0.20905220491132054, 0.9753369698224837, 0.07078768570773214], [-0.07071283397093607, -0.05712056500916271, 0.9958578521523435]]","[-0.34444788302275386, -0.41826444211630365, 0.08040217347715739]","[1726.1854849818294, 1780.5774180218048, 1528.8145150181706, 1598.5258060072683]"
3809,59.092766359212725,"[0.0074758274443864955, -1.796230915280614, 1.9018654165604498]","[0.39322853282439274, 0.23867853693969093, 0.6402132115874967]","[0.03125631452953716, -0.030783366568447466, -0.10592363695195814, -0.9934049220018449]","[[0.9756628637330433, -0.2123744737843063, 0.054539130704399696], [0.20852577543334055, 0.9756041806516794, 0.06862172568367053], [-0.06778226075513133, -0.05557898110544943, 0.9961485830673651]]","[-0.37306609161143084, -0.3913655314509422, 0.09721446456105198]","[1728.6427834955646, 1777.6286598053225, 1526.3572165044354, 1597.5428866017742]"
3810,59.10276708548188,"[0.011801641811776058, -1.7938746024159629, 1.9087034909780656]","[0.3960699565616133, 0.2416331277626481, 0.6361865436336114]","[0.030341576561802006, -0.029601607354677272, -0.10556772189258143, -0.9935075858238044]","[[0.9759571352941299, -0.2115609839086434, 0.05241266068638161], [0.20796834616502605, 0.9758684230735795, 0.066539121465592], [-0.06522502515141673, -0.05403922445442415, 0.9964050005687973]]","[-0.26815334432354826, -0.6109965415479679, 0.087253282355924]","[1730.6617083357373, 1774.0148749927878, 1525.2205694452457, 1597.2205694452457]"
3811,59.112767811751034,"[0.01571263655737279, -1.791752020607257, 1.9147511370362709]","[0.3992545928111017, 0.24309141529201628, 0.6320494502645646]","[0.029453836090893037, -0.02864885093893266, -0.10520465712155902, -0.9936005739299938]","[[0.9762208524342962, -0.21075045251167399, 0.050733668017002666], [0.207375178272683, 0.9761273088336002, 0.0645586819686167], [-0.06312839092443068, -0.05250271180878844, 0.9966218352734875]]","[-0.26010398449696387, -0.6739691973718065, 0.13370625171397243]","[1732.1397935113769, 1769.5806194658696, 1525.7132645037923, 1597.7132645037923]"
3812,59.12276853802019,"[0.019370722959436017, -1.789747567380619, 1.9203724612661643]","[0.4018314386024804, 0.24487532817833443, 0.62856716022435]","[0.028647207285677486, -0.0277563634789642, -0.10484586901819648, -0.9936877848222321]","[[0.976473004226426, -0.20995840326106407, 0.04915523599464275], [0.2067778340687501, 0.9763725106830415, 0.0627530399975702], [-0.061169401365887804, -0.051112479798622476, 0.9968169917562505]]","[-0.36927163151431797, -0.5555258112490273, 0.29952443177599797]","[1732.1409042972707, 1766.7852260743177, 1524.0670346688592, 1599.5034174797763]"
3813,59.132769264289344,"[0.022676712092721343, -1.7879075719592459, 1.9254002631579974]","[0.4035621226686277, 0.2471125744629306, 0.6259964829069399]","[0.027953501587535692, -0.026947782047655765, -0.10449303486234504, -0.9937669527166597]","[[0.9767091772707289, -0.20919001940703608, 0.04771773806412119], [0.20617687993403722, 0.9765987466832962, 0.06119024323874845], [-0.05940152292776513, -0.04992682112287417, 0.9969839694382068]]","[-0.39714530264252795, -0.5417145742558289, 0.29006839848781674]","[1730.0857814238927, 1766.2714453559731, 1519.4430082037586, 1603.0998825081879]"
3814,59.1427699905585,"[0.026190891262238714, -1.78592212935981, 1.9307100555544034]","[0.40552170309924956, 0.24874133537645152, 0.6220640932873873]","[0.027172048984764104, -0.026115697215350897, -0.10416843138708244, -0.9938447617596466]","[[0.9769326389844301, -0.20847373375755565, 0.04624895831372327], [0.20563526574152854, 0.9768200577744569, 0.05945045952657486], [-0.057570837194986645, -0.04856873467256246, 0.9971581226876598]]","[-0.32073485451754297, -0.6366361944247393, 0.03490243486455036]","[1729.0, 1765.3464629701882, 1517.8713827064157, 1604.1286172935843]"
3815,59.15277071682765,"[0.029938268830628154, -1.7837737680652315, 1.9363357119342826]","[0.4077376755583719, 0.24968851797412223, 0.6166064187198556]","[0.026292309076624824, -0.025257285688552806, -0.10387544973979748, -0.9939210487222015]","[[0.9771422970706234, -0.20781613660725978, 0.044745244898820986], [0.20515984716021962, 0.9770355869981682, 0.057512182641744354], [-0.05566974661894964, -0.047017735001324466, 0.9973399441547522]]","[-0.2987576501851765, -0.645511263344287, -0.05763634647574278]","[1729.0, 1763.9608842360087, 1519.718821018655, 1602.281178981345]"
3816,59.16277144309681,"[0.03382843701710837, -1.781563693766828, 1.9421177562575764]","[0.4096464442269095, 0.2509033428182217, 0.61156204988235]","[0.025368283920132007, -0.024394462242315524, -0.10353701906720861, -0.9940022209039051]","[[0.9773689608855329, -0.20706974508563464, 0.04324318630135404], [0.20459436250866664, 0.9772720408036116, 0.05548372091889792], [-0.053749412285118314, -0.04538080130963023, 0.9975216898620751]]","[-0.374845653921682, -0.5355269489257425, 0.07029174242760483]","[1729.6336344387403, 1762.3663655612597, 1518.623870854724, 1602.4256774871656]"
3817,59.17277216936596,"[0.03804167332564887, -1.7792139919178267, 1.9482536330655769]","[0.41086015496348316, 0.2527237163958012, 0.6074527978460857]","[0.024344062040550177, -0.023521656693983876, -0.10309575859073808, -0.9940944460427098]","[[0.9776343972365669, -0.20611906739093516, 0.04174595747592437], [0.2038286167115157, 0.9775556671905578, 0.053250559817614534], [-0.05178503564892642, -0.043550627656905816, 0.997706601402098]]","[-0.3678081852362237, -0.44809405473401837, 0.21035140908900374]","[1731.700886092208, 1760.299113907792, 1510.8716771542195, 1607.0769937074683]"
3818,59.182772895635125,"[0.04319945826293795, -1.7763057833620075, 1.955684817740256]","[0.412713727935425, 0.25465526718848974, 0.6041087735134218]","[0.023141856658591076, -0.022486997885783816, -0.10254365104047963, -0.994203717602124]","[[0.9779557121808637, -0.2049393399253892, 0.03996721284426002], [0.20285777639836983, 0.9778959512694807, 0.05062723757266907], [-0.049459414738769476, -0.04140364211607779, 0.9979150218590735]]","[-0.1715584603941564, -0.37799766520483874, 0.41618821501056047]","[1732.240351373993, 1759.3798243130034, 1510.36797959954, 1606.2017568699653]"
3819,59.19277362190428,"[0.04995471223112735, -1.772452999650885, 1.9653066934386907]","[0.4156494687004642, 0.25677484658306327, 0.6020589414763116]","[0.021638636459178767, -0.021178604552626233, -0.10180407324024915, -0.9943418189413744]","[[0.978371280864351, -0.20337264697195445, 0.03771174168517816], [0.20153954247344652, 0.978331886270319, 0.04734453869046558], [-0.04652334700881561, -0.038720265854458244, 0.998162958345338]]","[-0.13307982777826033, -0.3941421889868868, 0.5397559797259053]","[1730.195946074287, 1760.4020269628566, 1522.1233100728507, 1595.9797303714342]"
3820,59.202774348173435,"[0.0549338263124597, -1.7695969226563588, 1.9723751379607597]","[0.4174198016420245, 0.2577421565192299, 0.5993987858971512]","[0.02047004214911628, -0.020229841228250677, -0.10127090938939108, -0.9944423319989305]","[[0.9786695307323833, -0.20224436999890133, 0.03608878140661908], [0.20058794718845246, 0.9786499784334506, 0.04480994173774307], [-0.044380860541339766, -0.036615164065791295, 0.9983430796583186]]","[-0.3675730602863777, -0.6037083733026707, 0.47865117891637965]","[1729.0, 1761.0, 1527.558014890975, 1590.4119957454357]"
3821,59.21277507444259,"[0.057409381635242285, -1.7681457540524972, 1.97584439244535]","[0.41754743347352974, 0.2570852845336063, 0.5958783485009138]","[0.01977311990853346, -0.019787994540895634, -0.10102869641163828, -0.9944898624774956]","[[0.9788027006148399, -0.2017265695789947, 0.03536261488266117], [0.20016148802376854, 0.9788038775289064, 0.04332664518331154], [-0.04335322499606176, -0.035330024011042335, 0.9984343430702753]]","[-0.4626202663271223, -0.6789434931037999, 0.1739857380124512]","[1729.0, 1761.0, 1524.0834790374329, 1591.4047202750191]"
3822,59.222775800711744,"[0.06129668201322384, -1.7659089689713559, 1.9812078027579607]","[0.41799622757145544, 0.2568699949261164, 0.5888169277688006]","[0.01887061569049662, -0.01906877173665562, -0.10064656858690285, -0.9945594920915396]","[[0.9790113336220568, -0.20091767919535727, 0.034131530433694136], [0.19947832134282836, 0.9790263694600694, 0.04137431279811252], [-0.04172858129917675, -0.0336974870282673, 0.9985585968856163]]","[-0.3585166961439508, -0.5329526580212205, -0.6437887822136545]","[1729.2002532112972, 1759.7984807322164, 1516.3929100836765, 1595.2040513807563]"
3823,59.2327765269809,"[0.06729844759107682, -1.762495513431525, 1.98940821722138]","[0.4189260479236308, 0.25731609284607104, 0.5764519389388492]","[0.017660197564458864, -0.017934104129355127, -0.10005488091720775, -0.9946622210621177]","[[0.9793322052999616, -0.19967505980656308, 0.03214277376355475], [0.19840818051829912, 0.9793517043257752, 0.03872065197375977], [-0.03921072962069992, -0.03154307336168204, 0.9987303985346433]]","[-0.28914620220784415, -0.47730760532246325, -0.7732369645745223]","[1729.70043908033, 1756.7973655180208, 1502.3877057507634, 1603.2070252852782]"
3824,59.242777253250054,"[0.07154522251366277, -1.7600775314678385, 1.995194529099267]","[0.4199457887666916, 0.2573105770613252, 0.5687471099248653]","[0.016684897115416313, -0.01709096784083204, -0.0996368369564793, -0.9947369951099516]","[[0.9795604747716995, -0.19879521767275113, 0.030677175239971433], [0.19765457351264246, 0.9795879055516682, 0.03659994879298667], [-0.0373268967340689, -0.029788388888245018, 0.9988587017455796]]","[-0.24750998076099406, -0.5440195363604539, 0.2912568414908243]","[1731.1708418924989, 1753.8291581075011, 1493.0242984229176, 1608.780561261666]"
3825,59.25277797951921,"[0.07317155258940994, -1.7591459298418153, 1.9973762504563937]","[0.4210997933941541, 0.25663073927851476, 0.5680005468928392]","[0.016060660020035356, -0.016683128309980946, -0.09947806717534949, -0.9947700285747069]","[[0.9796511419316517, -0.1984514835568725, 0.02999638521856344], [0.19737971534944357, 0.9796919058715079, 0.03527253717154897], [-0.03638711888397755, -0.02863411573668793, 0.99892702402898]]","[-0.2725649712784973, -0.6270955296877813, 0.744117041753352]","[1734.0899133806677, 1750.9100866193323, 1490.5917388494436, 1610.7266089204452]"
