,t,p,v,q,R,fa,pwm
12,29.92,"[0.5291692258533565, -1.5717031436611042, 2.3290438031856824]","[-0.18951433328746145, 0.01568735046430517, 0.06480266546953452]","[0.00859356438900842, -0.07693478067030703, -0.04497118751859542, -0.9959841855028095]","[[0.984116978936982, -0.0909034711264938, 0.15247872413432365], [0.0882588951607157, 0.9958072011927425, 0.02403780535355778], [-0.15402457531668853, -0.010198411560652227, 0.9880140956528314]]","[-2.396029138178348, 0.08412167543706356, 1.1481171257946823]","[1544.7866957686153, 1757.2299345206152, 1584.6066521156922, 1710.803326057846]"
13,29.93,"[0.5272451517483928, -1.5714709783864047, 2.329525613587257]","[-0.19170993166059785, 0.01888548045141559, 0.06496609548058893]","[0.008707270765992975, -0.07763673342953507, -0.0450006983454216, -0.9959273413872792]","[[0.9838945606577423, -0.0909868598461697, 0.15385742450663484], [0.08828284360873698, 0.9957978522845751, 0.024331032492601958], [-0.15542475756724425, -0.010356203606256293, 0.9877930532325089]]","[-2.437774529395612, 0.1047533596083805, 1.0759762749073811]","[1546.7549054427789, 1752.8014627537477, 1583.6225472786107, 1710.3112736393052]"
14,29.94,"[0.5249753498070082, -1.571185511093677, 2.330118267428705]","[-0.1945133743539705, 0.021149509488883667, 0.06593252552348222]","[0.008732077827520201, -0.07861573390308829, -0.044980782371109064, -0.9958508248795209]","[[0.9835914101965699, -0.09096125586980912, 0.15579353552698424], [0.08821534104217159, 0.9957997790644405, 0.024464088250176003], [-0.15736463829661332, -0.010319299379616665, 0.9874854533956323]]","[-2.6209793914179893, -0.13580168151765537, 1.309836270918387]","[1548.0, 1748.4905522239137, 1580.1697854198383, 1713.9623004122266]"
15,29.95,"[0.5221102569675077, -1.5708082658101699, 2.3309017768621016]","[-0.19836343277564042, 0.021805158365232585, 0.06828159983098053]","[0.00860381375110113, -0.08007176852115566, -0.044875760941749714, -0.9957404354960386]","[[0.9831477184586978, -0.09074706465286257, 0.15868918993822356], [0.08799137432055336, 0.9958226434647814, 0.024320893587573493], [-0.16023360069455056, -0.009947767418219485, 0.9870273350767725]]","[-2.670768690695999, -0.2190198626535973, 1.3084838355932984]","[1548.0, 1744.3820643138595, 1572.4663705884866, 1724.7470811761189]"
16,29.96,"[0.5201148519839311, -1.570543611379806, 2.331443324818379]","[-0.20119223155113147, 0.02305768159829313, 0.06881018207983965]","[0.008561873239832459, -0.08107124710913843, -0.04479571647261748, -0.9956643331988347]","[[0.982841566755529, -0.09059123782603264, 0.1606724278967845], [0.08781475086145833, 0.9958400496244412, 0.024312792819706414], [-0.1622065688812886, -0.009786214421376513, 0.9867082678373694]]","[-2.4810387715338384, -0.07588219052395073, 0.8994937792748114]","[1546.3630494174063, 1743.6369505825937, 1572.2969952793085, 1726.4983858978674]"
17,29.970000000000002,"[0.5193194146156952, -1.570434306224053, 2.3316510220318585]","[-0.2026119287806806, 0.025133753066046854, 0.06682690734521823]","[0.008639039235473833, -0.08144078422219046, -0.04475013441801482, -0.9956355391316797]","[[0.9827295839157867, -0.09051678867551716, 0.16139748187867486], [0.08770250815446412, 0.9958455205874134, 0.024491641055684573], [-0.1629438745467947, -0.009913696891478318, 0.9865854669788234]]","[-2.364357761038013, -0.023974235837745717, 0.8011759875338811]","[1542.4674865365682, 1747.5325134634318, 1582.5228478415083, 1715.7855879755627]"
18,29.98,"[0.5178968294918236, -1.5702201989106725, 2.3320327934017793]","[-0.20369829332560596, 0.027078693683987548, 0.06660162670970025]","[0.008670603286096746, -0.08218557898973217, -0.04460282458805055, -0.995580135160905]","[[0.9825111035332409, -0.0902365693663753, 0.1628711928828649], [0.08738617516134274, 0.9958696835983062, 0.024595978709690366], [-0.16441812647263426, -0.009933142856304778, 0.986339568733016]]","[-2.326564554068421, -0.0715094383283783, 1.2461186095864]","[1539.4423626446505, 1749.2564835262006, 1586.9553296970519, 1711.7881867767476]"
19,29.990000000000002,"[0.515390633782507, -1.5698250103028732, 2.332715336953179]","[-0.20420871253343015, 0.028797061256489627, 0.06941387749770453]","[0.008623374500590168, -0.0835787587080609, -0.044279745502396654, -0.995478753550921]","[[0.9821062065901355, -0.08960055359382378, 0.16563807542755132], [0.0867176298472875, 0.9959282992289411, 0.024570464528498905], [-0.16716543874058326, -0.009767079868502282, 0.9858788731380946]]","[-2.3052937223867143, -0.0600794081921196, 1.4785365958628276]","[1537.9212175103676, 1747.2282900138234, 1581.3777975380146, 1719.393912448162]"
20,30.0,"[0.512643327846683, -1.5693556350972213, 2.3334676218059274]","[-0.2045636009337217, 0.030940329332936705, 0.0717576783283251]","[0.008494725859492864, -0.08508228676773158, -0.04396902739849796, -0.9953662442088744]","[[0.9816538495859122, -0.08897607272950128, 0.16862906278928125], [0.08608506992313875, 0.9959875198943093, 0.02439269754472933], [-0.17012308212551636, -0.00942875595266033, 0.9853760795917961]]","[-2.3028328127309545, 0.04267112900957576, 1.347700270959324]","[1536.7911284147997, 1746.4177431704006, 1578.0, 1724.2088715852003]"
21,30.01,"[0.5095257856461245, -1.5687723428284899, 2.334326997756732]","[-0.20467966435315044, 0.03373605242028187, 0.07338215188300584]","[0.008241053142703859, -0.08675525997417131, -0.04367729017226539, -0.9952366477029466]","[[0.9811297190779217, -0.08836838911930099, 0.17196413447570588], [0.08550857028787605, 0.996046839430492, 0.023982065534297246], [-0.17340392195346163, -0.008825126878848438, 0.9848093005177044]]","[-2.409658225860367, 0.07030872881827466, 1.3940961471982494]","[1536.261524537845, 1747.47695092431, 1578.0, 1724.738475462155]"
22,30.02,"[0.507572870889245, -1.5684054558510208, 2.334870583396907]","[-0.2059076717938363, 0.036139881779778386, 0.0761474547428085]","[0.008199593511717465, -0.08775577362313038, -0.043462306674385574, -0.9951596265445447]","[[0.9808198677323826, -0.08794298910172398, 0.17394925931622093], [0.08506474241366012, 0.9960875526732561, 0.023947945525188544], [-0.1753747523074672, -0.00869167214256275, 0.9844633452677846]]","[-2.6212569552046685, 0.021625610373784854, 1.6577106695322161]","[1543.393209707556, 1742.8247532047108, 1573.5640741754664, 1727.2179629122668]"
23,30.03,"[0.5067561072993343, -1.5682496828444106, 2.3351061001074966]","[-0.20822043514012503, 0.038161399595237185, 0.0800256925187213]","[0.008365158149641765, -0.08810027000655284, -0.043322200201352135, -0.9951338952151517]","[[0.9807229746714355, -0.08769672505458627, 0.17461833561010554], [0.08474883428806244, 0.9961063380801536, 0.024282299897121683], [-0.17606792383440456, -0.009015509757053439, 0.9843366489902706]]","[-2.7268925728702804, -0.15409064914503245, 1.529150851900786]","[1557.9988579356811, 1732.600799445023, 1564.8006852385913, 1731.5996573807045]"
24,30.04,"[0.5051590135901612, -1.5679345498050712, 2.3355588656047717]","[-0.21083139283921962, 0.03815549135258388, 0.08060408488604753]","[0.008168920532663802, -0.08892406605639297, -0.04310570678490309, -0.9950708345771456]","[[0.9804671056072983, -0.08723929050909453, 0.176267235062996], [0.08433363599287046, 0.9961486221299638, 0.02392357857916076], [-0.17767574343591672, -0.008591039708967841, 0.9840498469968124]]","[-2.807086056215777, -0.55184953270468, 0.901271454885098]","[1564.8805505138064, 1726.5522202055226, 1562.462788869626, 1732.432770719329]"
25,30.05,"[0.5026165755983963, -1.5674263573257647, 2.336274820864075]","[-0.21380360319224734, 0.03569342310136446, 0.07718482303827157]","[0.007534371379763399, -0.09032851789294608, -0.042796673098073446, -0.994962550709125]","[[0.9800164476926966, -0.0865233112550256, 0.1791020930712025], [0.08380103685506937, 0.9962213964779928, 0.022724354835394225], [-0.18039187718695937, -0.007261314628602661, 0.9835660246450469]]","[-2.7992733736224924, -0.5929941103777401, 0.5059724135340513]","[1562.4049247820728, 1725.5619699128292, 1567.9091654794397, 1728.966894694902]"
26,30.060000000000002,"[0.5004737895042677, -1.5669924799239356, 2.3368704178299553]","[-0.21563073716385703, 0.0350865059534031, 0.07284149902897537]","[0.007028907546491289, -0.09149578220772463, -0.04249498559555955, -0.9948732285671197]","[[0.9796448444982913, -0.08584047782279916, 0.18145602184066473], [0.08326801624667116, 0.9962889897393038, 0.021761967782098584], [-0.18265079514042737, -0.0062095199942117365, 0.9831576810172307]]","[-2.602667989553291, -0.1773742133383246, 0.32665135894323605]","[1557.52497511577, 1724.795586771516, 1571.8176529139364, 1728.6353058278728]"
27,30.07,"[0.4988554083388638, -1.5666561153655043, 2.337308086151789]","[-0.2159553543158724, 0.03691383317618095, 0.0672856629440104]","[0.006692823561630824, -0.0923518199120799, -0.04220293741988313, -0.9948087871341473]","[[0.9793793702786006, -0.08520389484887864, 0.18317989028486717], [0.08273151710381041, 0.9963474997862928, 0.02111119553242126], [-0.18430971754060246, -0.005521123226973958, 0.9828519583578795]]","[-2.5408715702187634, -0.010507539460805293, 0.24455441535093492]","[1549.490181624144, 1724.3229518602438, 1573.7081925590248, 1732.41638511805]"
28,30.080000000000002,"[0.4968701635197696, -1.5662350096917306, 2.3378449186207835]","[-0.21663480748200917, 0.03828618000802605, 0.06261303483181764]","[0.006286033409589853, -0.09345352573633935, -0.04186814130050943, -0.9947223908942342]","[[0.979025646433856, -0.08446925920352592, 0.18539426004586979], [0.08211945126343555, 0.9964137409469084, 0.020331167205976206], [-0.18644699818591953, -0.0046802655237368086, 0.9824525005137219]]","[-2.6976231274113003, -0.1669640269158283, 0.412350635923902]","[1545.0230400559926, 1725.7050667599876, 1572.953919888015, 1735.8525333799937]"
29,30.09,"[0.4940933841975991, -1.5656310690165933, 2.3385957048111576]","[-0.21807984466086122, 0.0386768741903777, 0.059845990924581885]","[0.005726689658028564, -0.0950852780540414, -0.041441113443182014, -0.9945886255921991]","[[0.9784807531457939, -0.08352276788185531, 0.18866683123609773], [0.08134467236800391, 0.9964975834021439, 0.01927228038157145], [-0.18961611281918678, -0.00351052120311531, 0.9818498949637365]]","[-2.7831227077335883, -0.15462133494206276, 0.8422610406100475]","[1548.2533620114139, 1731.0889366856898, 1566.493275977172, 1738.544468342845]"
30,30.1,"[0.4918267232903251, -1.5651329432303922, 2.3391944454478346]","[-0.21916009709093243, 0.040147683469733, 0.0612535914269805]","[0.0053615441924267215, -0.09651893341727588, -0.04106910755862742, -0.9944685256584764]","[[0.9779938185778005, -0.08271885074172045, 0.1915296951569758], [0.08064888863402997, 0.9965681352815629, 0.01859166681250694], [-0.19241047049745222, -0.002735880980674534, 0.98130966945687]]","[-2.7604630627088538, 0.07991866889740196, 1.6249538618835881]","[1550.2219043128177, 1735.331425876906, 1568.547607820442, 1736.0057223692818]"
31,30.11,"[0.49016058932952633, -1.5647593859566948, 2.3396141934243366]","[-0.21981091379606468, 0.04289003716328917, 0.06757571057195215]","[0.005225014868238562, -0.09771938300769631, -0.040761875217496184, -0.994364513012853]","[[0.97757747723301, -0.08208549485853317, 0.1939114105845914], [0.08004315394201192, 0.9966210313030731, 0.018357589322862775], [-0.1947633362008662, -0.0024246881369010403, 0.9808459366147568]]","[-2.6638214042637367, 0.11736436210346779, 1.957835852439434]","[1550.7050411463483, 1738.2302468780904, 1580.62602865871, 1727.3092593657288]"
32,30.12,"[0.4877869269240984, -1.5642049882788827, 2.3402319371791327]","[-0.21912910314225206, 0.04469566878516052, 0.07261731349190005]","[0.0049639968588930435, -0.09933136864766513, -0.04027776891955445, -0.9942247179667748]","[[0.9770184116143726, -0.08107646809266301, 0.19711552652115744], [0.0791041456848368, 0.9967025706795791, 0.01787234857974925], [-0.197915281394757, -0.0018689649283343199, 0.9802137264230165]]","[-2.4025842743510273, -0.08928476839780994, 1.6928839668202311]","[1550.0039580619734, 1740.0, 1587.8007916123947, 1722.3984167752105]"
33,30.13,"[0.48430425176868147, -1.5633671330024412, 2.341160028658093]","[-0.21635847083996, 0.0450330389843519, 0.07565177616059]","[0.004507849536914252, -0.10158841489190173, -0.03951642221561502, -0.9940288359341861]","[[0.9762318937111486, -0.07947681692859584, 0.2016073594276221], [0.0776450357724906, 0.9968316643767521, 0.01699068624565759], [-0.2023198957699628, -0.0009330434653237445, 0.9793143475456992]]","[-2.3516138949939074, -0.2362731801047994, 1.3822281136574226]","[1547.4466740040266, 1740.0, 1587.2893348008054, 1723.4213303983895]"
34,30.14,"[0.4819795187214008, -1.5628046258183192, 2.3417872722449546]","[-0.21438733450859968, 0.044725815802319525, 0.07594573487494341]","[0.0041474475521450895, -0.103063848007297, -0.03900961108544422, -0.9939007732321975]","[[0.975712041829649, -0.07839826905088566, 0.20454689582146343], [0.0766884614343556, 0.9969219527193959, 0.016285263913501963], [-0.20519405708548924, -0.0002033414025659954, 0.9787211387013286]]","[-2.567327449957701, -0.3453802093399461, 0.8674652983821041]","[1543.6780136575285, 1739.1556413300104, 1587.6332690024922, 1726.3219863424715]"
35,30.150000000000002,"[0.4811631141284644, -1.5626007854100028, 2.3420226331695533]","[-0.21345761684024234, 0.04357894914282026, 0.07266992955314928]","[0.0039117628701403895, -0.10352115654268382, -0.038834356469075265, -0.9938610515840318]","[[0.9755503546501677, -0.07800180914876391, 0.20546746941797078], [0.07638200828301327, 0.996953010576533, 0.01581585250986925], [-0.20607511259285688, 0.00026485747120885694, 0.9785359653573977]]","[-2.7029719877816225, -0.3530364934539024, 0.6184863394333586]","[1538.3314218133353, 1737.21142611394, 1589.091430414545, 1731.6685781866647]"
36,30.16,"[0.4796767637316186, -1.5622193766611285, 2.3424656568558]","[-0.2131095489133608, 0.0432030637407635, 0.07011802600745747]","[0.0036751163111342893, -0.10436616983325638, -0.038510497108140154, -0.9937855548989851]","[[0.975247879812604, -0.07730946710226728, 0.20715212288870477], [0.07577523584992803, 0.9970054616641314, 0.01534294116826037], [-0.20771824511299286, 0.0007338311579447657, 0.9781869836278353]]","[-2.85616955067369, -0.1671236993849383, 0.7896902173095288]","[1536.1769680401735, 1735.2153546398843, 1589.2153546398843, 1734.0191932998553]"
37,30.17,"[0.47708287797511356, -1.5615444169790649, 2.3432519827167426]","[-0.21372304780555773, 0.04410174263818888, 0.06876285630093935]","[0.003436879604410829, -0.105852125604505, -0.037940968607612355, -0.9936509159398803]","[[0.9747097652957026, -0.07612775844034783, 0.21009932603984113], [0.07467255439405321, 0.997095486002856, 0.014862381483014955], [-0.2106209202045575, 0.0012021472154233005, 0.9775651752106398]]","[-2.9403770195219594, -0.026928421530024976, 0.9902462845427831]","[1539.2996661887732, 1733.1335558741512, 1587.1335558741512, 1731.416944842689]"
38,30.18,"[0.4747226961176319, -1.560919837300636, 2.3439811023511923]","[-0.21384912838812273, 0.04547905540340566, 0.06901073151066656]","[0.0032204770405029593, -0.10729667640673514, -0.03739391590288807, -0.9935176353356364]","[[0.9741767814807991, -0.07499412277333434, 0.21296142795074544], [0.07361193684177367, 0.9971811920719256, 0.014423687256292114], [-0.21344313294122444, 0.0016252843205592782, 0.9769526484291668]]","[-2.9033491644464773, 0.06041624224821235, 1.2803899134202155]","[1545.3950809281262, 1725.523038632235, 1589.2384806838825, 1730.6939601465463]"
39,30.19,"[0.47264189038825016, -1.5603554832770117, 2.3446418360745485]","[-0.21339253559347865, 0.04742854038021582, 0.07117493111098147]","[0.0030301756169940864, -0.10869173055967254, -0.03687373138835546, -0.9933859785464987]","[[0.9736513199784975, -0.07391840553918608, 0.2157222144803442], [0.07260098541234283, 0.9972607406340708, 0.014036007294496566], [-0.21616915000738654, 0.0019954714126749215, 0.976352300182959]]","[-2.734447220494598, 0.06805507304789987, 1.4620977214738744]","[1555.0441635974555, 1711.3033378563814, 1596.3483310718093, 1732.2174995153878]"
40,30.2,"[0.47063959391690596, -1.559785355374594, 2.3452610740586257]","[-0.2107420414630677, 0.048814427787786434, 0.07355830992464885]","[0.003000558079003781, -0.10989506181336699, -0.03649256185175811, -0.9932681809030811]","[[0.9731820508618332, -0.07315329408511134, 0.2180915401726137], [0.07183430802284446, 0.9973178933861898, 0.013981422410506409], [-0.21852953237776504, 0.002059986951201893, 0.9758274583052711]]","[-2.3451919388776465, -0.051349158738807715, 1.5299329052042712]","[1557.1871310550353, 1711.2665781078256, 1598.8279712729313, 1730.6559425458627]"
41,30.21,"[0.4687201993468888, -1.5592091305411646, 2.3458364945902237]","[-0.20577489581143799, 0.049605183981001756, 0.07617313116909374]","[0.003140614792882896, -0.11089594314876274, -0.03625818527018326, -0.9931650178334667]","[[0.9727740499034869, -0.07271728531998882, 0.22004819672395484], [0.07132415956189399, 0.9973501433946396, 0.014280068798362279], [-0.22050368869604534, 0.0018034738112359177, 0.9753836349791062]]","[-2.402819525794837, -0.020835706343994176, 1.4367922936199715]","[1551.4040113453239, 1726.20630402458, 1596.4183380605516, 1725.8366761211032]"
42,30.220000000000002,"[0.46681583960227496, -1.5586478744023857, 2.3464222862906325]","[-0.20386927077845354, 0.051543829377676494, 0.07668615544621399]","[0.003234892821317906, -0.11204936021257118, -0.03591133185016975, -0.9930475668968932]","[[0.9723092517721055, -0.07204825677764579, 0.22230835044368258], [0.07059838609370614, 0.9973984409570678, 0.014472488407149648], [-0.22277302768210688, 0.0016228786256217553, 0.9748675702194807]]","[-3.1283818839020325, 0.25592925919309867, 1.00301402565532]","[1548.3928662117225, 1736.1785986351674, 1597.7500634820576, 1718.2856054593299]"
43,30.23,"[0.46493299157903345, -1.5581080353655674, 2.3470229169856935]","[-0.20634404769596687, 0.05512486649144872, 0.07419194355476245]","[0.0032636710318554346, -0.11342102431289766, -0.03540354736881324, -0.9929096729817831]","[[0.971762530326913, -0.07104538710363359, 0.22500257325561115], [0.06956471145782009, 0.9974698847420784, 0.014512074287681377], [-0.22546475538350122, 0.001549952139842584, 0.9742480495622962]]","[-3.367372885036903, 0.22299621137994044, 0.772101193306252]","[1549.3478426080483, 1739.0435278241446, 1604.4348982563374, 1706.8258887034215]"
44,30.240000000000002,"[0.4630173440672439, -1.5575307293024887, 2.3476338489785906]","[-0.20642411605936783, 0.05603186136436952, 0.07204663744895999]","[0.0032604914794318526, -0.11473949138783557, -0.034903770586565526, -0.9927764916494553]","[[0.9712323690913895, -0.0700515000845847, 0.22759373253412146], [0.06855507154848718, 0.997541409249893, 0.01448356035324704], [-0.22804894632051165, 0.001535803185233853, 0.9736476538843338]]","[-2.694662296114982, -0.5626657668008792, 0.8617355659671819]","[1549.4973876013973, 1739.15708787179, 1606.9895504055892, 1701.8481369254155]"
45,30.25,"[0.46103105888542945, -1.556872733461763, 2.3482669660636812]","[-0.20134688959458683, 0.05117998249234012, 0.0706527421988821]","[0.0031884870149509956, -0.11594339222737768, -0.034421239353940085, -0.9926534594347598]","[[0.970743365057388, -0.06907609264661378, 0.22996371543677827], [0.06759735664426832, 0.9976087725608821, 0.01431195584224048], [-0.23040272213565252, 0.0016517051792248145, 0.9730926755958215]]","[-2.3789997381739316, -0.7815033890276583, 1.0950440584707195]","[1547.9123385449218, 1733.34524133138, 1600.6493541796874, 1710.8300815787761]"
46,30.26,"[0.45911962344209795, -1.5562532873990114, 2.3488886533335624]","[-0.1971996048720799, 0.04979847728278128, 0.07169295632453714]","[0.0030865006112000535, -0.11701013899910886, -0.033969022796948696, -0.9925444849608144]","[[0.9703088139737808, -0.06815383620431392, 0.23206584547687834], [0.0667092287421645, 0.9976725062589165, 0.01407641847721932], [-0.23248522711537692, 0.0018224618393201377, 0.9725975500212942]]","[-2.6384381086430766, 0.005922167468770667, 1.66472532431208]","[1545.5677816429927, 1731.6368209794368, 1596.5907947551407, 1717.8414236018666]"
47,30.27,"[0.4573097001653278, -1.555686123035059, 2.349494839342801]","[-0.19431351895862792, 0.053123536937564705, 0.07603434051947779]","[0.0029438523203851588, -0.11789087568104933, -0.03355791938830714, -0.9924545757735274]","[[0.9699503587177796, -0.06730352795658097, 0.2338050989054938], [0.06591531464487739, 0.9977295433225004, 0.01375562441697872], [-0.2342002571409281, 0.0020690655939076515, 0.9721852940921554]]","[-2.8385593695982703, 0.3085796063008026, 1.6136321765975499]","[1542.1931705488437, 1735.4935193727501, 1595.6266201568126, 1722.180209294344]"
48,30.28,"[0.45548612920674053, -1.5550864389588572, 2.350097346497408]","[-0.19282525492031619, 0.05544426635933421, 0.07490188268828579]","[0.0027397164419337046, -0.1189635366643609, -0.03309077456601225, -0.992342614946386]","[[0.969504049067742, -0.06632662424165578, 0.23592385543525465], [0.06502291881209604, 0.9977936830867631, 0.013310665903071998], [-0.23628649279187394, 0.0024357163902715964, 0.971679035698135]]","[-3.2197382949541398, 0.010864038448268526, 0.17219775954171368]","[1541.4514844606363, 1734.915595521148, 1596.2700489030567, 1725.3628711151591]"
49,30.29,"[0.45363722333482404, -1.55442638682144, 2.3506930243996558]","[-0.1939318415338358, 0.05590060446906309, 0.06360804249348133]","[0.002421437903608746, -0.12039247687564154, -0.03251959710455684, -0.9921897184942791]","[[0.9688944281631832, -0.06511426560706729, 0.23874686711006546], [0.06394817397980321, 0.9978713984166449, 0.012635281268696955], [-0.2390618438502217, 0.0030251781009652005, 0.9709977498318265]]","[-3.353887126655099, -0.12870962766523028, -0.3825049482095011]","[1545.597436267781, 1726.1054479309653, 1599.8977567343084, 1726.3993590669452]"
