,t,p,v,q,R,fa,pwm
4474,74.54,"[0.3313102721812293, -1.5181533978626556, 2.268996570799088]","[-0.8264865822301627, -0.3016728360638953, 0.14542643001787042]","[0.016422066369446823, -0.1496490718425189, 0.004782416739162284, -0.9885906616978296]","[[0.9551634644468007, 0.004540611077518515, 0.29604042424071736], [-0.01437079903721436, 0.9994137853257704, 0.031038034464874697], [-0.2957262755803299, -0.03390077136959374, 0.9546698389388497]]","[-2.1330802783254033, 0.1837187665529476, 1.1100153460986064]","[1557.4564987888596, 1722.4130381820446, 1616.260844849541, 1733.5000406043255]"
4475,74.55,"[0.32287960580717645, -1.5212657641471694, 2.2706769127515285]","[-0.8127461389616715, -0.29766691751243873, 0.14382548419001673]","[0.016607317705574404, -0.15102575952098876, 0.005088074978462486, -0.9883765300210461]","[[0.9543292995519397, 0.0050416022432178435, 0.29870963083364993], [-0.015074133323580798, 0.999395253626975, 0.03129170531734135], [-0.29837163372294145, -0.03436542686982949, 0.9538294705631649]]","[-2.115441489604998, 0.1585320505516663, 1.1705041299383385]","[1550.5201489757249, 1720.8123420713212, 1608.790929666165, 1745.7720441198715]"
4476,74.56,"[0.31509421541411364, -1.524148395452432, 2.2722729671771007]","[-0.7995815590464417, -0.2935773467285538, 0.14461396635432727]","[0.016810417607501744, -0.15224750369099616, 0.005335572755893444, -0.9881845626287461]","[[0.9535835492411315, 0.005426373026822216, 0.30107665210481444], [-0.01566374949380345, 0.9993769737211341, 0.03159893507645844], [-0.3007178792800073, -0.034848245607844296, 0.9530753056341212]]","[-2.2198634854119206, 0.17315743827788416, 1.6836250149436989]","[1549.5376312365288, 1720.2306937487754, 1608.6910999804056, 1744.1564125416382]"
4477,74.57000000000001,"[0.30797373545567847, -1.5267943014038867, 2.2737821693754485]","[-0.7870103648511041, -0.28940157834262664, 0.14786458201121847]","[0.01703190917128018, -0.15330958973240583, 0.005523140365274662, -0.9880154339356434]","[[0.9529302482416433, 0.005691585834551499, 0.30313262090199994], [-0.016136205864185755, 0.9993577369894431, 0.031962077494360204], [-0.30275634240183363, -0.0353490790280992, 0.9524110865405949]]","[-2.464535143548112, 0.18036892243336455, 1.6951004073970175]","[1554.6901087374185, 1720.6991007943109, 1616.1856127089725, 1728.2305729934333]"
4478,74.58,"[0.30053284106520733, -1.529550026604112, 2.275335558107839]","[-0.7773548372675512, -0.28515619940557596, 0.14764411855572007]","[0.017262828401731937, -0.15435633891507444, 0.005712264434017489, -0.9878476408458822]","[[0.9522824574409732, 0.005956439907243015, 0.30515831017514694], [-0.016614947872885047, 0.9993382056786485, 0.03234264017205691], [-0.30476387081230794, -0.03586953707185583, 0.9517517068820461]]","[-3.212874932279268, 0.19895312968534057, 0.8285567003517418]","[1555.898318004175, 1723.2927439954453, 1621.5731859988614, 1716.8536280022772]"
4479,74.59,"[0.2925163769092565, -1.5325030233156693, 2.2769683203967697]","[-0.7729368064384368, -0.2807857770104829, 0.14118845471338853]","[0.017510682824090393, -0.15537553805222576, 0.005904184415991322, -0.9876822469392568]","[[0.9516464277133081, 0.00622145272975028, 0.30713009368692334], [-0.01710437979156993, 0.9993162953374136, 0.03275524945348806], [-0.3067165484843499, -0.036424712775064934, 0.9511028984746124]]","[-3.480745689036767, 0.15485115879886335, 0.4296109165581079]","[1550.0213234991595, 1729.7040107281896, 1623.1760026820475, 1713.6479946359052]"
4480,74.60000000000001,"[0.28516238377932296, -1.535232827607853, 2.278523860019937]","[-0.7659315869423333, -0.27705606192125437, 0.1365626423512159]","[0.017596989261818442, -0.15626801787015238, 0.0061420871461625726, -0.9875385739425842]","[[0.9510846704120559, 0.006631402697851479, 0.30885755552376143], [-0.017630789227558372, 0.9993047491680274, 0.032835787794765176], [-0.30842522655753674, -0.036675034930431435, 0.9505408128189169]]","[-3.0099922958909486, 0.03957716828034308, 0.789865304772281]","[1553.3422611770989, 1727.1107574784082, 1614.9396268898588, 1718.1157518493453]"
4481,74.61,"[0.27850929046394807, -1.537726492477773, 2.279997697425214]","[-0.7561891004780588, -0.2740042204509876, 0.13387282796137603]","[0.017512376598149852, -0.1570264276022081, 0.006428640003536409, -0.9874178818479585]","[[0.9506021303494178, 0.007195696318845984, 0.31032656660376], [-0.018195320062973912, 0.99930336161221, 0.03256513486514583], [-0.30987624354473653, -0.03660300036152971, 0.950071418505777]]","[-2.744827703591987, -0.014528830419477279, 1.0215893428104668]","[1566.3946870380244, 1714.990647750406, 1596.293304231394, 1730.702019643809]"
4482,74.62,"[0.27172808287830386, -1.5402589524629362, 2.2814623979246447]","[-0.7450762334224534, -0.2710696891454921, 0.1326297664369987]","[0.017491804997961952, -0.15767951897160803, 0.0067011232597230415, -0.9873126103771052]","[[0.9501844180956804, 0.0077160081999841645, 0.311592384440382], [-0.018748405792079405, 0.9992981530177424, 0.03242649952116505], [-0.31112352547507643, -0.036653019089815386, 0.949662301717391]]","[-2.438566501165924, -0.03589820480359368, 1.404127979644299]","[1571.9745991601192, 1709.5211673665674, 1587.3615564887566, 1738.1596108778108]"
4483,74.63,"[0.2646989698727875, -1.5428664823002942, 2.282909418204093]","[-0.7313116338533898, -0.2683621569525595, 0.13418622034404915]","[0.017595155008533547, -0.15812881576868698, 0.006946381364621244, -0.9872371783316604]","[[0.9498938611695629, 0.008150849826516829, 0.3124657370985288], [-0.019280053925580395, 0.9992841269628289, 0.032544336247735214], [-0.3119768464710932, -0.036938028483996146, 0.9493711866381397]]","[-2.2799733158071382, -0.04361294973406854, 1.5140537312977376]","[1563.0949459875433, 1716.9208783437139, 1597.2278377916186, 1735.6930405520955]"
4484,74.64,"[0.25761029765050664, -1.545507063445298, 2.284394052051959]","[-0.7184047279587243, -0.2654707832562636, 0.1332218513358422]","[0.017758002721220963, -0.1586835161953038, 0.007175705327824312, -0.9871435651157029]","[[0.9495358157509298, 0.008531098054238238, 0.3135416761937315], [-0.0198027073038747, 0.9992660390538465, 0.03278206392591976], [-0.3130319714147788, -0.0373367285363219, 0.9490081039235395]]","[-2.55180063335927, -0.0025968491157849494, 0.7762948364587547]","[1557.9931465307673, 1720.5102802038489, 1605.4897197961511, 1733.3379023128218]"
4485,74.65,"[0.2503912669434525, -1.5482199846682745, 2.285961011491944]","[-0.7073750738797999, -0.2621770318739899, 0.12674010527801932]","[0.018051074280324066, -0.15946891571745583, 0.0073701539068170095, -0.9870101583972687]","[[0.949030239813364, 0.008791663063922345, 0.3150609579147123], [-0.020306004035996476, 0.9992392274082185, 0.033282566464945276], [-0.3145288011321948, -0.0379838082737088, 0.9484871955852368]]","[-2.7685949786873385, 0.07306521044763159, 0.48086439964706784]","[1561.1600133346215, 1715.7599799980678, 1610.2400200019322, 1731.226657776919]"
4486,74.66,"[0.24360083014661194, -1.5507689763698074, 2.2874054208898515]","[-0.6968458297859268, -0.2581350252776514, 0.12277295278501786]","[0.018292240734217907, -0.16015503986399596, 0.007554177027996564, -0.9868933823793284]","[[0.9485864518707816, 0.009051145548522543, 0.3163882636424403], [-0.020769523724484464, 0.9992165133163007, 0.03368530361286153], [-0.3158355323434603, -0.03852466170509542, 0.948031370909765]]","[-2.872033199756995, 0.2236427103819003, 1.0583670739683093]","[1561.6562145216194, 1713.0, 1612.424091937837, 1730.1919693540544]"
4487,74.67,"[0.23740472516374633, -1.55309064675967, 2.2886798899617866]","[-0.6870105049640162, -0.253055412060881, 0.12229279093567152]","[0.018461430301368178, -0.16070349869923392, 0.007723743151290894, -0.9867996681785465]","[[0.9482291388236199, 0.009309941476736514, 0.3174495010747775], [-0.021177207238424187, 0.9991987189944247, 0.03395300149604958], [-0.31687913569136456, -0.03891793168591635, 0.9476668024226096]]","[-2.9335207564228236, 0.2683112146195644, 1.3276777998207212]","[1558.4489997178105, 1713.0, 1611.049571307633, 1730.6501428974557]"
4488,74.68,"[0.23101142835262697, -1.55549485762059, 2.290028509084785]","[-0.6771112008040362, -0.24866502292053372, 0.12149747418420284]","[0.018584218444745042, -0.16121379027821817, 0.007902477137100466, -0.9867128588474537]","[[0.9478953036693455, 0.009602887026178644, 0.31843716250484994], [-0.021587016205521527, 0.99918432967068, 0.03412659803840206], [-0.317849717059368, -0.03922255120583778, 0.9473294556087463]]","[-2.9170558912052247, -0.0041809568786325135, 1.1718262231652457]","[1556.5101598017723, 1713.6376997522152, 1610.127539950443, 1730.872460049557]"
4489,74.69,"[0.22398121104143043, -1.5581656703917819, 2.2916166294488947]","[-0.6670052463363005, -0.2465007957226744, 0.11968422165090302]","[0.01855713213188189, -0.16160080338184438, 0.008110822895515372, -0.9866483519266306]","[[0.9476387324107964, 0.010007365163307745, 0.3191873598777732], [-0.02200275500720835, 0.9991796374121912, 0.03399729667680569], [-0.31858530542909175, -0.03924015866081826, 0.947081569000961]]","[-2.8875336896916144, -0.14349444075354534, 1.1524444914570822]","[1558.6681122070513, 1716.3351402588141, 1610.6670280517628, 1730.3329719482372]"
4490,74.7,"[0.21772388759363576, -1.560542604559772, 2.293009162025926]","[-0.6565480765130555, -0.2437095107269294, 0.11880163248445957]","[0.018595169416606872, -0.16195568344974484, 0.008317078655020245, -0.9865877705834308]","[[0.9474023921913889, 0.01038786943258621, 0.3198763083092819], [-0.022434242919507644, 0.9991701183434721, 0.033997537160944565], [-0.3192576783627165, -0.03938552979246091, 0.9468491791348319]]","[-2.823340522423041, 0.03699515052970914, 1.406305908977373]","[1558.8715743951072, 1717.6238581317025, 1612.1284256048928, 1729.8119290658512]"
4491,74.71000000000001,"[0.21271272320719534, -1.5624457097822118, 2.2940863427743317]","[-0.6455246320453142, -0.23990720236327367, 0.11941957869885375]","[0.018738207355476332, -0.16225875449763014, 0.008519964649019631, -0.986533518562222]","[[0.9471990104529122, 0.010729585032410324, 0.32046669771265096], [-0.02289133778048201, 0.9991525764453629, 0.03420686156326562], [-0.31982810225563235, -0.03973661697252068, 0.9466419492183596]]","[-2.7539321187246406, 0.04999299905772253, 1.4353232797109339]","[1555.923755650782, 1716.641251883594, 1615.076244349218, 1729.320625941797]"
4492,74.72,"[0.20668305582081606, -1.5647393677937789, 2.295403701685382]","[-0.6340866617773563, -0.2371236063106176, 0.11824308349917902]","[0.018815784574011916, -0.16254683704828118, 0.008680771419897752, -0.9864832741554304]","[[0.9470064539107087, 0.011009979086816283, 0.3210261430799413], [-0.023243764163166192, 0.9991413348812384, 0.034300849669862035], [-0.3203728009800492, -0.03994497741963603, 0.9464490979973265]]","[-2.661936391735896, -0.25198957972551395, 0.9472921997378503]","[1552.5049372156254, 1714.6918200636721, 1616.813117151953, 1731.9901255687491]"
4493,74.73,"[0.1987400777079231, -1.5677666994820576, 2.2971722477356864]","[-0.6218699832875704, -0.23625371418612615, 0.11369563700549219]","[0.018770390433223393, -0.16280676292925847, 0.00876253018702487, -0.9864405582602406]","[[0.9468344785470084, 0.011175537328219201, 0.3215273404505474], [-0.02339932334962489, 0.9991419075439847, 0.03417855048578426], [-0.320869435999374, -0.039884947185061984, 0.9462833873035341]]","[-2.621051190941232, -0.1813088069333848, 0.8916907197704376]","[1548.201321425225, 1710.9261562470717, 1616.2751651781532, 1740.5973571495501]"
4494,74.74,"[0.1919189975216509, -1.5703655693653908, 2.298678597507813]","[-0.6097698926619768, -0.23235048706518788, 0.11223607808660407]","[0.01878191407346621, -0.16308718259712462, 0.00889669534314473, -0.986392785022936]","[[0.9466469063260706, 0.011425093294004453, 0.32207023442198923], [-0.023677451094096007, 0.9991362439884802, 0.03415081510609876], [-0.32140184655209825, -0.03995456301785249, 0.9460996881096019]]","[-2.640571774944319, 0.3958628317657515, 1.5251527694813394]","[1548.3175723013014, 1711.5493295314316, 1612.7553987781782, 1742.2189132384383]"
4495,74.75,"[0.18627266145478508, -1.5725157950594382, 2.2999104004351585]","[-0.5977918816878088, -0.22527104189019576, 0.1140098594599702]","[0.01885303656577108, -0.16338906139693332, 0.009085735453419695, -0.9863397162210632]","[[0.9464429368098974, 0.01176248355964447, 0.32265682830921466], [-0.02408400335549807, 0.9991240336027385, 0.03422197789670578], [-0.32197165349829365, -0.040160017048046115, 0.9458971640118559]]","[-2.7286055522663464, 0.5206053523594256, 1.5864380649056002]","[1553.0618844759056, 1716.7680729234962, 1606.1133617337323, 1736.5257386289134]"
4496,74.76,"[0.18054597318493612, -1.5747147992714503, 2.3011918328018703]","[-0.58706126425147, -0.21987287854192195, 0.11253737568693402]","[0.018849044505989346, -0.1635040339498212, 0.009258835434849892, -0.9863191453585608]","[[0.9463614478281567, 0.012100543680575462, 0.3228833584584997], [-0.024428122931891352, 0.9991180131063078, 0.03415463304939477], [-0.32218527765375926, -0.040210060822496785, 0.9458223269377984]]","[-3.020242650931355, 0.10593341982921384, 0.7746173161509127]","[1556.0, 1719.6110667677503, 1603.3612663128736, 1732.6110667677503]"
4497,74.77,"[0.17468857707942695, -1.576993150835163, 2.3025539967025552]","[-0.5783597649164955, -0.2172096334729348, 0.10578423655488048]","[0.018722864626011824, -0.16331496865308023, 0.009406005825500458, -0.9863514384520061]","[[0.9464794538643997, 0.01243980665315468, 0.3225241232509046], [-0.024670702851126623, 0.9991219205171049, 0.033862365818533295], [-0.32181969375593533, -0.04000693200470249, 0.9459553084359704]]","[-3.123169229064061, -0.11529214959031553, 0.5960267179314602]","[1556.0, 1718.5894611367432, 1606.9368860213985, 1731.5894611367432]"
4498,74.78,"[0.16882393004814042, -1.5792787617593504, 2.303891962170333]","[-0.5687408400287499, -0.21469116571879399, 0.10298317071560427]","[0.018667995578597926, -0.1632437232485663, 0.009606808318982415, -0.986362333502839]","[[0.9465183430659561, 0.01285672153437576, 0.32239359929674144], [-0.02504645394972816, 0.99911838130822, 0.03369031304440108], [-0.32167623987584865, -0.03996331767850504, 0.9460059364802663]]","[-2.956742185205748, -0.12949797433198534, 1.479885621202472]","[1555.1339919588156, 1716.7009879382233, 1605.9689718558545, 1734.2475301544414]"
4499,74.79,"[0.16294939248486068, -1.5815742747207784, 2.3051969200770768]","[-0.5578705126208225, -0.21237017959803892, 0.10557287959768329]","[0.018710397154743916, -0.1633331885519866, 0.009880766992215172, -0.9863440408289875]","[[0.9464492858016305, 0.013379613630465706, 0.3225751805449345], [-0.025603728935899073, 0.9991045888433715, 0.033682063113895155], [-0.32183568824646314, -0.04013749182660606, 0.9459443869909628]]","[-2.5937795788401825, -0.023112593832513073, 1.779608223620782]","[1553.0867167924926, 1713.630075188739, 1598.8035087737244, 1741.9248120281525]"
4500,74.8,"[0.15638973746142829, -1.5841544163460832, 2.3066960061748922]","[-0.5434147170432216, -0.20837696021830213, 0.10608917890596956]","[0.018653195775392126, -0.16331865079286223, 0.010097934142985711, -0.986345344459168]","[[0.946450130278153, 0.01382727112715415, 0.32255389923077676], [-0.026012930195202788, 0.9991002102464844, 0.03349862366463168], [-0.3218004642607923, -0.0400953475847421, 0.9459581834007948]]","[-1.855451824188739, 0.31267934010009407, 1.3378063654524865]","[1554.5849468646159, 1711.7650048304895, 1596.6449661865738, 1744.1200386439157]"
4501,74.81,"[0.14905498259077865, -1.587056569373396, 2.308414716994002]","[-0.524902542826758, -0.2024918787581059, 0.10425974987233722]","[0.018483309725050256, -0.16318645035167964, 0.010250850850668262, -0.9863688181450604]","[[0.9465301806257315, 0.014189787867546617, 0.322302991643784], [-0.026254690686673143, 0.9991065503057096, 0.03311712081100374], [-0.32154511303891126, -0.03980832066462394, 0.9460570750352725]]","[-2.0611594147416232, 0.3177824987468327, 1.3287376936841486]","[1560.0943439677883, 1711.264150548383, 1600.1509461613198, 1740.113204387063]"
4502,74.82000000000001,"[0.14429880941718728, -1.5889376183262651, 2.3095251868912183]","[-0.5136104695842711, -0.19858535517316608, 0.10446135659767639]","[0.018423358663560613, -0.16316212828182317, 0.010320616411525109, -0.9863732532337678]","[[0.9465432196108449, 0.014347971151135843, 0.32225779939133165], [-0.026371948789719504, 0.9991081395328607, 0.0329767489631681], [-0.3214972377202174, -0.0397124839187071, 0.9460774095681801]]","[-3.467467907763622, -0.06663979308830109, 1.7715630025337035]","[1561.9040349740374, 1711.0, 1602.87677202077, 1736.2464559584598]"
4503,74.83,"[0.14242021556443452, -1.5896791618012214, 2.309956887719017]","[-0.5103756990368189, -0.19688681174779085, 0.10692950640231892]","[0.018486090025093743, -0.16325819354382717, 0.010297589092915569, -0.9863564421181686]","[[0.9464814883321078, 0.014278175353795386, 0.32244226617908356], [-0.026350198006536853, 0.9991044928016636, 0.03310541638532324], [-0.32168081754303135, -0.03983007955798729, 0.9460100979655292]]","[-3.8020176675357398, -0.20901909372195426, 1.8432201891380853]","[1559.5850230697624, 1711.0, 1604.7319815441901, 1732.5360369116197]"
4504,74.84,"[0.13915479655727217, -1.5909846042845706, 2.310710336479199]","[-0.5026990970511205, -0.1947877746098989, 0.10738387529529952]","[0.0185541764680803, -0.1633088719231152, 0.010321538904022414, -0.9863465348643089]","[[0.9464474224890903, 0.014301105007970123, 0.32254129517642255], [-0.026421351521828538, 0.9990984828578738, 0.03323049758325091], [-0.321775264559433, -0.0399728930829567, 0.9459719758909675]]","[-2.4192257853003754, -0.06322625838623264, 1.3176906703135032]","[1555.9697918392155, 1711.3383680267975, 1609.2144962545756, 1727.4622397990192]"
4505,74.85000000000001,"[0.1328945774113434, -1.5935077668411501, 2.312158588581737]","[-0.4854305163178833, -0.19182388538737202, 0.1034895551451541]","[0.01863382702109803, -0.16326153892568107, 0.010446934174310992, -0.9863515362570293]","[[0.9464731040600299, 0.014524324592936608, 0.32245587219067445], [-0.026693073695094223, 0.999087325225889, 0.03334784271650897], [-0.32167720673345485, -0.04017017291792218, 0.9459969419084103]]","[-2.090477924101514, -0.06104947756592283, 0.789915932914333]","[1549.5554205686678, 1712.407429905222, 1619.3705840996095, 1719.4442757108347]"
4506,74.86,"[0.1278026271653417, -1.595562064327767, 2.3133355803236757]","[-0.4744290372852497, -0.18979070737897666, 0.09699496491098158]","[0.01866374750973236, -0.16317748043501923, 0.01057019603186308, -0.9863635585837527]","[[0.946522786007838, 0.01476110575760568, 0.3222991995049666], [-0.02694311893405964, 0.9990798953078661, 0.03336884490804921], [-0.3215100816254984, -0.04026811673278383, 0.946049573153928]]","[-3.462546310715566, -0.27214674108513437, 0.27951621409838623]","[1547.516596997354, 1712.5666865721846, 1617.417015013229, 1719.7664477059704]"
4507,74.87,"[0.12416354816814151, -1.5970332763793798, 2.314175229884478]","[-0.4712213905413567, -0.18891497143211422, 0.08726665199147186]","[0.018631823177581927, -0.16304774974233877, 0.010690804755340948, -0.9863843122163883]","[[0.946602294219161, 0.015014730505869578, 0.3220538633437084], [-0.027166237876677116, 0.9990771419414003, 0.03327005286412695], [-0.3212571066083982, -0.0402424994972991, 0.9461365911619533]]","[-3.8488901481938846, -0.25157557377384976, 0.15373328031898836]","[1550.919249656759, 1711.594500098069, 1600.4037517162055, 1730.4604989212423]"
4508,74.88,"[0.11976166044118283, -1.5988225966846195, 2.3151762889982694]","[-0.4646294060293106, -0.18639242016791704, 0.080376700520551]","[0.01865368983149504, -0.16293670834115942, 0.010815227013901012, -0.9864009021733424]","[[0.9466693598922992, 0.015257557728321408, 0.32184531999009786], [-0.027415041006564445, 0.999070181453744, 0.03327563797808199], [-0.32103834442939977, -0.040324427936511656, 0.9462073778743644]]","[-3.01190056498113, 0.14355035123498533, 0.7865637427814587]","[1552.3887108772515, 1708.1473174271732, 1593.4639716955753, 1737.203763040916]"
4509,74.89,"[0.1141590678611562, -1.6011126376935296, 2.316431416040291]","[-0.4527102790448743, -0.18127768679243625, 0.07795449336489987]","[0.018760226594043975, -0.16285508496068402, 0.010945651996213696, -0.9864109382650847]","[[0.9467168992356909, 0.015483425119307068, 0.32169476013795384], [-0.02770421830272593, 0.9990565644270744, 0.03344547526180611], [-0.3208733884912798, -0.04057569560497995, 0.9462526216272156]]","[-2.626432936306673, 0.23104593246946292, 1.0863864694249408]","[1550.8152174853722, 1700.8043482650703, 1602.3804342495573, 1737.7282608382093]"
4510,74.9,"[0.10940789818593592, -1.603057920985539, 2.3174808128418696]","[-0.4412403454783256, -0.17771085517722807, 0.0748457099471665]","[0.01883587254971807, -0.1627011700496641, 0.011006214707244997, -0.9864342126276562]","[[0.9468144384393415, 0.015584576472013334, 0.32140262445803863], [-0.027843050482995256, 0.9990481997209826, 0.033579250194098895], [-0.3205733778281166, -0.04074214623684522, 0.9463471317742871]]","[-2.7743194231449717, -0.09550666766722021, 0.8787507581177678]","[1549.782309071645, 1700.483054853683, 1604.605399788093, 1741.2653639253276]"
4511,74.91,"[0.10557208772692239, -1.6046325575029052, 2.318309030402699]","[-0.4302533368279524, -0.17580816265675608, 0.070998792864518]","[0.018878308000237546, -0.1624695349852828, 0.010991668945716833, -0.9864717193689213]","[[0.9469656770430814, 0.01555164128301545, 0.32095821126758983], [-0.0278202409714456, 0.9990455956138458, 0.03367421121889522], [-0.3201281948204143, -0.04081745658818636, 0.9464945295896022]]","[-2.782844930462227, -0.14644920555965324, 0.9258323748075536]","[1549.330580044916, 1707.7107192813469, 1599.636380494074, 1748.0412993262628]"
4512,74.92,"[0.1016391676516975, -1.6062557112822733, 2.31916897594514]","[-0.4188044459874674, -0.17248349245097272, 0.06930207273033474]","[0.018912724370233672, -0.16221849419880235, 0.010993280137832582, -0.9865123492398834]","[[0.9471286142775824, 0.01555402589217814, 0.320476921358777], [-0.027826000566323335, 0.9990429117116273, 0.03374864559748162], [-0.3196452698500906, -0.04088189899854084, 0.9466549364077513]]","[-2.6009252736270834, 0.354310619643707, 1.668633851853265]","[1548.2865770087815, 1715.4256381701427, 1595.0012078122943, 1752.2865770087815]"
4513,74.93,"[0.09744126391085305, -1.6080112544421459, 2.320115497845291]","[-0.4060952140953137, -0.1652786621312476, 0.07347260953187777]","[0.01892525902104468, -0.1619145008873645, 0.01103897891848063, -0.986561501215943]","[[0.9473235964573017, 0.01565271549030171, 0.3198950571988571], [-0.027909810964527878, 0.9990398767944831, 0.03376712237762095], [-0.3190593950574167, -0.04091660542518868, 0.9468509837103998]]","[-2.5754794944789805, 0.5277245815957781, 1.9768428988529223]","[1545.626431882965, 1724.4701315979185, 1591.277004636151, 1749.626431882965]"
4514,74.94,"[0.09333887023080997, -1.6097337375106107, 2.321019947897018]","[-0.39493515657725003, -0.16023309388412363, 0.07434544746627866]","[0.01894585077206884, -0.1616460239598254, 0.011078080077647984, -0.9866047164285845]","[[0.9474956508203779, 0.015734329211479846, 0.31938122656536777], [-0.027984415002844314, 0.9990366344214637, 0.03380267626162981], [-0.3185416919573992, -0.040965586652271214, 0.9470232080138364]]","[-2.9274535824087082, -0.0021033148800280177, 1.171108889156173]","[1546.4368338716586, 1726.547818681817, 1593.2644592754025, 1745.1570271497317]"
4515,74.95,"[0.08938675092239814, -1.6114042042321, 2.3218582026125407]","[-0.3862125512362618, -0.15858488240188237, 0.07002972598631019]","[0.018979119466879548, -0.16143342808009062, 0.011106800619171098, -0.9866385908096449]","[[0.9476318031288962, 0.01578906758764543, 0.31897449457271365], [-0.02804452485756522, 0.9990328925807996, 0.033865045573310146], [-0.31813130538932943, -0.0410370811691296, 0.947158111217408]]","[-3.0562828644260263, -0.2315885783743586, 0.9223127933763582]","[1552.7077526114247, 1717.664017133815, 1604.2385670699935, 1737.840955286671]"
4516,74.96000000000001,"[0.0856820510246026, -1.612981464354112, 2.3226638060312155]","[-0.3766382148020716, -0.15642622373020182, 0.0681366532245159]","[0.018976645346727126, -0.16113585514504303, 0.011152575094467656, -0.9866867328136653]","[[0.9478216780345587, 0.015892559813380537, 0.318404497828938], [-0.028123831716296843, 0.9990309795239763, 0.03385384894401895], [-0.31755794397985615, -0.04104216784368438, 0.9473502117598033]]","[-2.8566008528941946, -0.09498315516569134, 1.4476484287960254]","[1555.554139223405, 1711.4394872819173, 1606.4331137872398, 1736.4522342712728]"
4517,74.97,"[0.08225081731775602, -1.6144557056641928, 2.3234333208271085]","[-0.36612248231014005, -0.1537033811562745, 0.06892127060556057]","[0.018934665629834244, -0.1607443592975771, 0.011217198835866644, -0.9867506444474613]","[[0.9480707812842819, 0.016049874970010328, 0.31765398807487794], [-0.028224437750736568, 0.9990312362512318, 0.03376138414530245], [-0.3168044124378359, -0.04097378990524209, 0.9476053892587014]]","[-2.8063895593136774, -0.06402030501361072, 1.5414877573854486]","[1554.6154802141946, 1708.1541807496808, 1598.923841713556, 1741.6148588219303]"
4518,74.98,"[0.07873732859960983, -1.6159675220324983, 2.3242092853038963]","[-0.3562210409773254, -0.15119325255858987, 0.06767933434995571]","[0.018892009163934353, -0.16035174920345785, 0.011275234232724375, -0.9868147142069525]","[[0.9483203738059882, 0.01619440066315545, 0.31690095478249064], [-0.02831186752477396, 0.9990319247307051, 0.03366981818401389], [-0.31604890746869013, -0.040901832311598135, 0.9478608195994934]]","[-2.974389475870629, -0.1350411068178376, 0.9505210746531212]","[1554.5469976947513, 1705.817667435083, 1594.3646651298343, 1745.0]"
4519,74.99,"[0.07506718872504774, -1.6175508984945932, 2.3249975329225196]","[-0.34748949092461134, -0.14908822864500546, 0.06257791323460583]","[0.018848063858450455, -0.15995701707417134, 0.011320722408749435, -0.9868790851100776]","[[0.9485711720717933, 0.01631460820222113, 0.3161432167319584], [-0.028374128491906056, 0.9990331676719023, 0.03357986205819123], [-0.31528972193642274, -0.040823178008704386, 0.9481169905610808]]","[-2.9689534392350563, -0.09319409498409409, 0.955082196993569]","[1556.1357291403529, 1705.288090286549, 1595.423819426902, 1745.0]"
4520,75.0,"[0.07188252507514493, -1.618932120648742, 2.3256962545015263]","[-0.33741772729645025, -0.1459493710414549, 0.06220665152432428]","[0.018740388194738257, -0.15958081169451613, 0.011360944511430278, -0.9869415732554311]","[[0.9488097646483225, 0.016443964180383987, 0.31541969173113504], [-0.028406389618730623, 0.9990394312711047, 0.03336535892316416], [-0.3145680576895227, -0.04061731391016577, 0.9483655024693272]]","[-2.661281724271901, 0.12265833215711608, 1.9805187042633428]","[1555.674352396551, 1704.7790587327586, 1596.8837650689659, 1744.1162349310341]"
4521,75.01,"[0.0692770274449847, -1.6200721756767567, 2.326288172827572]","[-0.3257471085181202, -0.14157716500007814, 0.0674784006479484]","[0.018556683147841906, -0.1592267084556, 0.011394884265803356, -0.9870018152983613]","[[0.9490339458186743, 0.016584103755956557, 0.3147370030929739], [-0.028402982065894034, 0.9990515342109847, 0.03300222007592019], [-0.31389119806566657, -0.040259699735425696, 0.9486049316146375]]","[-2.6539625950667123, 0.1519900128244241, 2.047923928007176]","[1552.7672266339991, 1704.2945377723331, 1598.8218489106673, 1742.1781510893327]"
4522,75.02,"[0.06624754922765254, -1.6214010131519385, 2.3269628350304807]","[-0.31621723944686436, -0.13826607314052672, 0.06651474200266869]","[0.018361414055074795, -0.15874772419126085, 0.011387067359225213, -0.9870826035703486]","[[0.9493387025583717, 0.016650286803596807, 0.31381239912846626], [-0.028309617580303023, 0.9990660993779771, 0.03263312272445366], [-0.3129760684938432, -0.03986380683841203, 0.9489237501122549]]","[-3.1324993819549105, -0.09265497196305655, 0.571129054975053]","[1552.5008118524656, 1707.376826668048, 1596.9983762950687, 1740.2495940737672]"
4523,75.03,"[0.06256075865065977, -1.6230225268475993, 2.3277657780429215]","[-0.31000625167332885, -0.13660006477727532, 0.05588410633540832]","[0.018148216805904567, -0.15807513237982965, 0.011314513598716974, -0.9871952454005226]","[[0.949768044619756, 0.016601704509243476, 0.3125127146945378], [-0.028076831605448334, 0.9990848240270891, 0.03225458021671256], [-0.3116913617111663, -0.039408753156434835, 0.9493653655092388]]","[-3.363334603678275, -0.20449131142842436, -0.01891483559029794]","[1556.3283863209201, 1715.98886922207, 1589.34322735816, 1738.33580683954]"
