,t,p,v,q,R,fa,pwm
9325,111.95000000000002,"[1.1422822846447427, -1.50858923749163, 1.5880846567390097]","[0.07499291871588597, -0.27409905917955385, -0.21850902821659987]","[0.028947602067429724, -0.06711350237742009, 0.018393004638336284, -0.997155645253664]","[[0.9903148197057153, 0.03279582689624159, 0.13491008229496917], [-0.040566926736933816, 0.9976473367775348, 0.055261691715142607], [-0.13278034877858938, -0.06019936755723413, 0.9893154976140586]]","[-2.328867593216592, 0.141452521960582, 0.8051746937939299]","[1515.0221672215594, 1719.3866996670642, 1605.0221672215594, 1756.1822662227523]"
9326,111.96000000000002,"[1.1430555478341249, -1.5112553090212544, 1.5858267545835187]","[0.07189038139694205, -0.2672298705636243, -0.21927812763534407]","[0.02906324784745986, -0.06772834882291642, 0.018472753044779244, -0.9971091518270587]","[[0.9901429611933873, 0.032901890664501825, 0.1361388692992614], [-0.04077551381706037, 0.9976278749110589, 0.05545620269716778], [-0.13399135649860006, -0.06046071894491338, 0.9891361016526083]]","[-2.3296299996613588, 0.27392782615277667, 0.7347410167489787]","[1520.0478135975836, 1716.3713118414498, 1610.0478135975836, 1752.161749121933]"
9327,111.97000000000003,"[1.1438090182109177, -1.5138961360479135, 1.5835848939148334]","[0.06864239834324576, -0.2600495536849916, -0.21807170741127743]","[0.02920425407117663, -0.06837919330803324, 0.01855394305591386, -0.9970591925047496]","[[0.9899599589336977, 0.033004832293117355, 0.1374399146617217], [-0.040992685631316965, 0.9976056101769049, 0.05569933264612868], [-0.13527249839361352, -0.06077414728151498, 0.9889426796278342]]","[-2.4186438834488166, 0.3944225200041648, 1.5302259390447492]","[1523.892214898048, 1713.892214898048, 1612.922148980479, 1751.0479169370897]"
9328,111.98000000000002,"[1.1444896168582515, -1.5164440197102997, 1.5814020936187654]","[0.06485892382335148, -0.25172374752917825, -0.20959196348444528]","[0.029438630521228297, -0.06916257274200559, 0.018640440661742235, -0.9969964727011843]","[[0.9897376720492116, 0.03309680432900652, 0.13900718022422512], [-0.04124101002840443, 0.9975713290518672, 0.056121979915214504], [-0.13681218404264947, -0.06127886324805765, 0.9886993381714086]]","[-2.469641892232213, 0.41179382655732555, 2.072893979431429]","[1523.387594492693, 1713.387594492693, 1607.8759449269303, 1760.6357046388323]"
9329,111.99000000000002,"[1.1451043359771558, -1.5187276139418968, 1.5794424970999257]","[0.06140534805630365, -0.24497293285473973, -0.20242144850944935]","[0.029623016162125433, -0.06983328292610619, 0.018737525590793728, -0.9969427362614369]","[[0.9895445602014793, 0.03322313512896055, 0.14034969237177142], [-0.04149782500405784, 0.9975428888368714, 0.05644789572613809], [-0.13812944427811413, -0.06168190742980631, 0.9884917037589275]]","[-2.3526197420875348, -0.20965970718819804, 1.5006824603779165]","[1522.5541721553932, 1713.5572848057584, 1605.3374835338202, 1767.7770860776966]"
9330,112.00000000000001,"[1.1455008594689544, -1.5201358710321562, 1.5782221603982922]","[0.05904441012341459, -0.24343855281717044, -0.1995871520681588]","[0.029641830248203157, -0.07013082805852676, 0.018869676156849948, -0.9969187530811393]","[[0.9894512406228779, 0.03346545584970997, 0.14094813879626836], [-0.041780680251617054, 0.9975306305103006, 0.056454300872010726], [-0.13871081184634873, -0.06174768492831523, 0.9884060937784801]]","[-2.282975150167228, -0.6100758678171759, 1.1343401064404581]","[1520.6317446985558, 1715.9603191268052, 1611.1047659043325, 1766.815872349278]"
9331,112.01000000000002,"[1.145980792843509, -1.5219249885892483, 1.5766560272176255]","[0.05607583059581969, -0.2402403144207283, -0.19685353319914317]","[0.029677604069511816, -0.07056809202800311, 0.018985551202588165, -0.9968844766713125]","[[0.9893191132446045, 0.03366421875952112, 0.14182336232532153], [-0.042041386340112924, 0.9975173041029366, 0.056490737354454194], [-0.1395695796387941, -0.06184983385232062, 0.9882784951869233]]","[-2.670542237847479, 0.42424949417137026, 1.1178078869472792]","[1519.6466276834815, 1718.0808284604352, 1616.484970762611, 1764.8684015539075]"
9332,112.02000000000002,"[1.146928946744098, -1.525852062491975, 1.5731487690291674]","[0.049696261174533476, -0.22770202409874213, -0.19468506685516668]","[0.029808581191543566, -0.07178966626410546, 0.019010063781036597, -0.996792419322519]","[[0.9889685400242229, 0.03361827874445492, 0.14425211629485474], [-0.04217807112664453, 0.9974989493635404, 0.056696483255980944], [-0.14198546417616092, -0.06215538779398085, 0.9879142020488353]]","[-2.9299952340606965, 1.0733729415570017, 1.0116467850745963]","[1523.9230932723424, 1718.6153866590428, 1619.6923199542568, 1757.384586773401]"
9333,112.03000000000002,"[1.1476663250507984, -1.5289167617243105, 1.570409645842454]","[0.04455030222800816, -0.21747332398335717, -0.19270532615839425]","[0.029913507531630294, -0.07277401939512977, 0.01904382938152431, -0.9967178342061418]","[[0.9886825336209916, 0.03360879639772195, 0.14620966146324962], [-0.04231650110685485, 0.9974850135531472, 0.05685886086333413], [-0.14393099052870836, -0.062402444898408495, 0.987618232630327]]","[-2.5286877674685395, 0.24052250268331576, 0.9090483074431894]","[1526.0415824224706, 1720.0953343743195, 1621.8630832032102, 1752.2738335935799]"
9334,112.04000000000002,"[1.147863057238466, -1.529769442429751, 1.569640813427667]","[0.04256859348366269, -0.2131687963905858, -0.19120967276432602]","[0.029951612785383042, -0.07314989282769009, 0.01910132927858136, -0.9966880659230246]","[[0.9885684322609136, 0.03369421933992171, 0.14695948164629027], [-0.04245804840099068, 0.9974760476854276, 0.05691030965748823], [-0.1446710191733376, -0.062499350415866815, 0.9875039556044402]]","[-2.3430145082728737, -0.21218362552026926, 0.9101255636602517]","[1522.6247931988269, 1724.0002363441977, 1621.3749704569752, 1753.2500590860495]"
9335,112.05000000000003,"[1.1481813424409972, -1.5311987567060332, 1.5683540271791998]","[0.039296241158753506, -0.20823470099433353, -0.1885841939101103]","[0.02986801068280801, -0.07362045891327158, 0.01918581666515624, -0.996654208885557]","[[0.9884236426197341, 0.03384545655387961, 0.14789436482622323], [-0.042641043167058905, 0.9974793904366389, 0.05671121986108937], [-0.14560219611777012, -0.06236109437114815, 0.9873756376176555]]","[-2.8947306812276326, 0.1012184786890451, 1.3464253251770568]","[1521.288997276421, 1726.06254743533, 1616.8986450295693, 1759.390352246852]"
9336,112.06000000000002,"[1.14890247250223, -1.5345391208203585, 1.565350664511979]","[0.03174650310687756, -0.20121412380146877, -0.18221430461603627]","[0.02938105221084994, -0.07440485060383076, 0.01935974462557244, -0.9966068011050618]","[[0.9881774807325352, 0.03421592072234204, 0.14944237962923293], [-0.042960291923668605, 0.9975231518612586, 0.055681795100723866], [-0.14716714095870229, -0.06144363072709999, 0.9872005876984367]]","[-3.191403793279757, 0.260057465749877, 1.5113581592174032]","[1526.849924181825, 1722.0182369586728, 1599.2047866941937, 1782.645137487631]"
9337,112.07000000000002,"[1.149513687121403, -1.5374044524076553, 1.5627606821505282]","[0.025822675410279432, -0.1946942003891896, -0.1781006574817409]","[0.028998927478030494, -0.07517935045333261, 0.01947474913710208, -0.9965578809106026]","[[0.9879373472113688, 0.034455188399388804, 0.1509706420277767], [-0.04317567052595533, 0.9975593410907867, 0.05487002145163476], [-0.14871165467625808, -0.060726417413110495, 0.9870140033295228]]","[-2.6052744839745166, 0.07072947886092706, 0.6597753755744549]","[1533.710024511061, 1717.3986218798277, 1589.2027562403446, 1796.1813290980506]"
9338,112.08000000000003,"[1.1498015810001592, -1.5388724565086416, 1.5613866747606555]","[0.0246815291100723, -0.18964697042196962, -0.1806238383670658]","[0.028925175449932984, -0.07592475305030001, 0.019416427928744717, -0.9965045118889947]","[[0.9877163421906718, 0.03430484246557767, 0.15244196512626318], [-0.04308938967746872, 0.997572146892551, 0.054699760694860225], [-0.15019547078846351, -0.06059651067729578, 0.9867970059880773]]","[-2.270193251159592, -0.03695758565484286, 0.13013829364155782]","[1544.3916962723258, 1711.0867249299893, 1601.8265501400215, 1781.1298825253589]"
9339,112.09000000000002,"[1.1501106130519667, -1.5404705203686448, 1.559897889602908]","[0.022686123523091347, -0.1842627410056906, -0.18202575591013648]","[0.028877246994701865, -0.07665531631769944, 0.019415173344387807, -0.9964502032205809]","[[0.9874939164165707, 0.034265317843629656, 0.1538877245576407], [-0.04311969585468249, 0.9975782006681178, 0.054572924764489134], [-0.15164509753319735, -0.060526029780797186, 0.98658002354057]]","[-2.744377822082299, 0.1345935865569059, 0.6568076781914574]","[1550.9821713493907, 1707.9217415720088, 1613.2491320218057, 1768.6156516855983]"
9340,112.10000000000002,"[1.1505074075323107, -1.5426085722530907, 1.5579325648867843]","[0.017143965365567844, -0.17747934194530463, -0.17877236129805443]","[0.028936534024115543, -0.0773242689815029, 0.019650850565746857, -0.9963919932838095]","[[0.9872691287799307, 0.03468490764930733, 0.15522782001138333], [-0.043634893010399814, 0.9975525679243207, 0.054625286320304264], [-0.15295330998738912, -0.06070323693974877, 0.9863667946331877]]","[-3.033723408013639, 0.2372207090535482, 1.055231266340373]","[1540.5866299080037, 1717.8222572304726, 1619.6844671998072, 1766.6355485539054]"
9341,112.11000000000003,"[1.1508807676970487, -1.544673090401434, 1.556028742514146]","[0.01265808303573083, -0.17107233069059125, -0.1737858504050126]","[0.02896180678394787, -0.07799986202261155, 0.019851303669399717, -0.9963347802611872]","[[0.9870437278773777, 0.035039054692551995, 0.15657781001996846], [-0.04407512242484587, 0.9975341123240892, 0.05461451290173904], [-0.15427809153483796, -0.060808108690467606, 0.9861543038877457]]","[-2.4969222338571253, 0.025684162935440846, 1.8420327744764524]","[1531.0956866961185, 1726.3617253215525, 1625.0, 1766.266038625434]"
9342,112.12000000000002,"[1.1511428887041264, -1.5463885550079017, 1.554416862479341]","[0.013186182565000572, -0.1664519755158263, -0.16057249822235287]","[0.02882561894214453, -0.07870697593210708, 0.019884553205052006, -0.9962822994394993]","[[0.986819152967312, 0.035083702188297636, 0.15797510303418522], [-0.04415881137352748, 0.9975468964732712, 0.05430680174383162], [-0.15568236482009068, -0.06056701394595454, 0.9859481112648457]]","[-2.0837906131684405, -0.08808608836627174, 2.4779248473165527]","[1525.8987346876909, 1728.4405061249236, 1625.0, 1773.5417714372327]"
9343,112.13000000000002,"[1.1513896868135647, -1.5479918979448564, 1.5529215498198419]","[0.01399864505858852, -0.16122310963769942, -0.14865694079281022]","[0.02868374869612404, -0.07929090113603345, 0.0198874330111228, -0.9962402524783923]","[[0.9866348411027371, 0.035076602004145786, 0.1591264669954065], [-0.044174043132446585, 0.9975634202301409, 0.053998025116637885], [-0.1568446824725983, -0.06030559505557559, 0.9857803462077562]]","[-2.0367769616862375, 0.143224274835703, 1.9545378529186888]","[1524.5499270147704, 1729.490014597046, 1623.7250364926147, 1779.509985402954]"
9344,112.14000000000001,"[1.151590468041554, -1.5492585232651228, 1.5517763058755771]","[0.015665090729847113, -0.15416679796210758, -0.14063884901922508]","[0.028524813367027058, -0.07950487281071299, 0.019799108119579984, -0.9962295399121698]","[[0.9865739316882587, 0.03491318942789132, 0.15953973744987357], [-0.04398463606267057, 0.9975886513343065, 0.05368627224780223], [-0.15728067399409515, -0.05998277453905328, 0.9857306110976729]]","[-2.0862402727015184, 0.31774331463478434, 1.6061980104207532]","[1534.757654264289, 1727.4484691471423, 1618.6211728678556, 1781.5515308528577]"
9345,112.15000000000002,"[1.1518088005547404, -1.5505825126798602, 1.5505819130709806]","[0.015272850635801536, -0.14674620741592936, -0.1333448176538632]","[0.02836629341637684, -0.07978175735226069, 0.019755328900968903, -0.9962127989625001]","[[0.9864891855926823, 0.034834797521061195, 0.1600799865083691], [-0.04388724847437482, 0.9976101500007443, 0.05336549940745822], [-0.15783844468380145, -0.05966995883462303, 0.9856604384282852]]","[-2.727088686156521, 0.43634616768902346, 1.4648366556753398]","[1541.2809322171256, 1727.4381355657486, 1616.5819491223235, 1780.2675424250776]"
9346,112.16000000000003,"[1.1520699985389995, -1.5520466023154378, 1.5492674840965461]","[0.009852686140109125, -0.1384359392641442, -0.12781915767192478]","[0.028208787943732314, -0.08021229387111992, 0.019820343496205622, -0.9961813349031913]","[[0.9863461296223841, 0.034963929307998284, 0.1609301957016714], [-0.04401469566116133, 0.997622682364009, 0.053022465625288236], [-0.1586937642350458, -0.05938180649386498, 0.9855403502204904]]","[-3.0803829727853347, 0.38841952233020516, 1.2204206021285362]","[1538.8056865304256, 1732.3886269391485, 1622.0274896330634, 1770.8616088156177]"
9347,112.17000000000002,"[1.152281843327189, -1.5533258776902186, 1.5481144573080017]","[0.005701589629545979, -0.13247511048287708, -0.12399050209727765]","[0.028059193994453897, -0.08060917319349334, 0.019876524834175614, -0.9961524588352993]","[[0.986214124568809, 0.035076441316592336, 0.1617134906952732], [-0.04412375503006738, 0.9976351654394494, 0.05269800971533816], [-0.15948261363024235, -0.0591069306467095, 0.9854296403125394]]","[-2.624882081463434, -0.3866390543065203, 0.6708867833504115]","[1538.5261707333666, 1733.71074389995, 1625.364095527764, 1765.144628050025]"
9348,112.18000000000002,"[1.152360590986409, -1.5541067406122362, 1.5473967046103412]","[0.0049729524274196284, -0.1328503178615876, -0.12473837717209933]","[0.027930936070593132, -0.08091528481330343, 0.01990888438804075, -0.9961305621376373]","[[0.9861125870204304, 0.0351436170994761, 0.16231652384736434], [-0.04418377568849296, 0.9976468792737073, 0.0524238519969138], [-0.16009222873904755, -0.05886758419920759, 0.9853450399960241]]","[-2.362565302680876, -0.8738724755484346, 0.31024471443287993]","[1544.1681629151688, 1725.2477556272468, 1623.013265452013, 1769.3761221863765]"
9349,112.19000000000003,"[1.1524659356578455, -1.5550667617242955, 1.546536742011403]","[0.003845619860109566, -0.13132803594232462, -0.1237436372234033]","[0.02780257804110446, -0.08126473208151204, 0.01993173875770855, -0.9961052595983727]","[[0.9859974406550878, 0.035189481507617075, 0.1630047615371057], [-0.044226957730359805, 0.9976593873241841, 0.052149093614148996], [-0.16078814664788132, -0.0586280832544045, 0.9852460223834354]]","[-2.662892257018773, 0.37393611062665544, 1.4138653155847667]","[1549.0721833298487, 1719.0105666178804, 1619.5563334030278, 1773.5774666387888]"
9350,112.20000000000002,"[1.152729907276708, -1.5570952982230126, 1.5448286269076021]","[0.0003404326594787146, -0.11848895901395479, -0.11235578621895448]","[0.027673622972743867, -0.08187263701271541, 0.019897903363065128, -0.9960596443167433]","[[0.985801589195173, 0.03510757211597876, 0.1642013535555534], [-0.044170422069875565, 0.9976761877611297, 0.05187097047165719], [-0.16199876525308318, -0.058387345749090463, 0.9850617834947897]]","[-2.8634749810279576, 1.2744181837177067, 2.2737671751925443]","[1549.5748744616878, 1726.0482424636302, 1609.5025107662427, 1777.598995693503]"
9351,112.21000000000002,"[1.1529621066704212, -1.5588845303858359, 1.54332195459487]","[-0.002425177341813332, -0.10839784834487312, -0.10216467279068392]","[0.027568895885407053, -0.08242575291465783, 0.01986663693231767, -0.9960177619449064]","[[0.985622738123532, 0.03503027250863716, 0.16529043037972316], [-0.04411982051015911, 0.9976906595699476, 0.05164317494409368], [-0.16309962539900216, -0.058193264972207406, 0.9848920166088522]]","[-2.429156954061746, -0.4262655856989838, 1.4933309044444911]","[1549.3604110759786, 1731.2005138449733, 1603.4784070805824, 1780.3604110759786]"
9352,112.22000000000003,"[1.1530201672004197, -1.5593621709009786, 1.5429193604061906]","[-0.0011372741719395708, -0.11336793404028352, -0.09853270089873643]","[0.02759695877628822, -0.08267857825606757, 0.01984945061247408, -0.9959963390991673]","[[0.9855405516405819, 0.03497660565467818, 0.16579069147050346], [-0.04410331491793745, 0.9976888619780709, 0.051690691111300625], [-0.1635995535893658, -0.058255188534514175, 0.9848053687524156]]","[-2.1213764262577546, -1.5464690542557538, 0.97431699278971]","[1545.2153299194326, 1726.0191623992907, 1619.5405965621987, 1776.2153299194326]"
9353,112.23000000000002,"[1.1531065530665119, -1.5600568615862718, 1.5423532400876012]","[-0.0004760669717744832, -0.11517555435615863, -0.0947471064681628]","[0.027566447307834484, -0.08301849021984271, 0.019845823253705284, -0.9959689042812608]","[[0.9854280408933915, 0.034954596008662304, 0.16646182716069036], [-0.04410869535354737, 0.9976923622958045, 0.05161550807283713], [-0.16427351179667493, -0.05820578920760697, 0.9846959362602749]]","[-2.414635539714296, -0.14791436339270259, 1.12247323516352]","[1541.5740179236304, 1722.4259820763696, 1630.0830806563372, 1774.5974327863858]"
9354,112.24000000000002,"[1.1532908955655035, -1.5615021701554175, 1.5412216024164913]","[-0.0019821430419783765, -0.10604651855570328, -0.09043024396818304]","[0.027333369945876613, -0.08365957115366075, 0.01988908643025411, -0.9959206784461306]","[[0.9852106112645547, 0.03504250888687201, 0.16772386523829963], [-0.0441893009182976, 0.9977142327305872, 0.051115911798646725], [-0.16554932220916502, -0.05777156156421933, 0.9845075365574186]]","[-2.6086355567455506, 0.7598917480363152, 1.1688051551274388]","[1539.6748752203857, 1724.3251247796143, 1621.536938491736, 1781.7192179235533]"
9355,112.25000000000001,"[1.1534635062310856, -1.5628985572245273, 1.5401295766626504]","[-0.003696068638388615, -0.09716985398074783, -0.08532307973876535]","[0.027118198544481317, -0.08430456328462083, 0.019925473261731334, -0.9958716614171197]","[[0.9849914788306776, 0.03511405255264928, 0.16899373688660885], [-0.04425880409408184, 0.9977352042273031, 0.05065287423512455], [-0.16683236512659133, -0.057372107521403155, 0.9843147344154898]]","[-2.7657357108663336, 0.4610722939351499, 1.7804554689871939]","[1537.7399349863877, 1725.6099024795813, 1615.3653413214654, 1786.829707438744]"
9356,112.26000000000002,"[1.1535485011762947, -1.563929588571501, 1.539333380771516]","[-0.006962256812426853, -0.0901779490977499, -0.07431378129702418]","[0.02703675250202319, -0.08497876503212243, 0.019910506148265377, -0.9958167355911284]","[[0.9847641381077622, 0.03505933079686328, 0.1703231836315487], [-0.044249530149267594, 0.9977449471488202, 0.05046336078781187], [-0.16816992192386604, -0.05723124168238816, 0.9840950226462111]]","[-2.821856346516458, 0.2565749076131062, 2.2227213502077294]","[1535.5376515047117, 1722.3064772570676, 1626.9273296002634, 1776.9194317712029]"
9357,112.27000000000002,"[1.1536336791839967, -1.5648081615030482, 1.5386698615562344]","[-0.008836184879426319, -0.0841015980757083, -0.0656338172182642]","[0.02693139660044811, -0.08550629147507961, 0.019875063839035964, -0.9957753021818493]","[[0.9845874085137769, 0.0349765877053014, 0.17136063291750997], [-0.044187803095496934, 0.9977594600317182, 0.05023635317256804], [-0.16921958001067677, -0.05703412517939374, 0.9839268445932872]]","[-2.404967750902331, 0.012329092567594846, 1.5322409797075345]","[1535.0284553983536, 1720.7346109988239, 1634.2653890011761, 1768.9715446016464]"
9358,112.28000000000002,"[1.1537192807137797, -1.565334016058092, 1.538313294906187]","[-0.007489065926816685, -0.08014341593620905, -0.06234285729873605]","[0.026770724325116207, -0.08569447898979692, 0.019792251381113596, -0.9957650839947962]","[[0.9845294972399891, 0.03482865917148077, 0.17172284594932524], [-0.04400507226436204, 0.9977832413368718, 0.04992253177212252], [-0.1696034343273365, -0.056706878452680985, 0.9838796203076727]]","[-2.1696864351316703, -0.09860725210592503, 1.210062096019115]","[1538.4362817051422, 1723.16877264653, 1631.83122735347, 1765.5637182948578]"
9359,112.29000000000002,"[1.1538272965622305, -1.5660870765358466, 1.5378216104166158]","[-0.006632580122706622, -0.07508001934807888, -0.05736086120208965]","[0.026523722909375106, -0.0860667180358147, 0.019731848056225822, -0.9957405581742297]","[[0.9844059412889294, 0.03472998323282825, 0.1724469678550788], [-0.043861222356433305, 0.9978138854418956, 0.04942498250331809], [-0.1703535195737459, -0.056218004115241, 0.9837776171904108]]","[-2.383438039994166, 0.3319263978863968, 1.935905835663057]","[1541.3590682489985, 1723.4440375876734, 1627.486522257011, 1763.4787576653312]"
9360,112.30000000000003,"[1.1540033890051724, -1.5675302050765927, 1.536919547074753]","[-0.0072662415048466746, -0.06665987402445847, -0.04724286316821309]","[0.0260145232991893, -0.08699795696255745, 0.019739505576064825, -0.9956725773203304]","[[0.984082344054147, 0.03478174802713036, 0.17426998771647156], [-0.043834589540667636, 0.9978661222404968, 0.04836930160898989], [-0.17221593240557947, -0.05523848823526449, 0.9835081293699538]]","[-2.512615381092277, 0.5937834459917435, 2.3629239178566515]","[1542.8086957937783, 1717.1623182269611, 1617.3391294435523, 1765.4115943917043]"
9361,112.31000000000002,"[1.1541545255075734, -1.5687613377031209, 1.5361488963531884]","[-0.007769817891895968, -0.05929919232001945, -0.039717604725683635]","[0.025579154704569618, -0.08780306653040149, 0.01974886832483353, -0.9956135651394771]","[[0.9838012679528864, 0.03483262595608169, 0.17584616691326563], [-0.04381633884534872, 0.99791143862637, 0.047465884418490575], [-0.17382552948078125, -0.054401929216192565, 0.983272717242309]]","[-2.4429475782900467, 0.0446859590416786, 1.0919867837222288]","[1544.6286686427245, 1710.8324725206544, 1610.3471470915524, 1766.1917117450685]"
9362,112.32000000000002,"[1.1541905732336262, -1.5690148133137594, 1.5359842783973252]","[-0.0076734840939684775, -0.05682441629065442, -0.04414922791088601]","[0.02548427102271211, -0.08802650803595441, 0.01976609504132539, -0.9955959135959688]","[[0.9837213066083641, 0.03487150412584378, 0.17628511242362546], [-0.04384466967772861, 0.9979197427032539, 0.047264191534379336], [-0.1742702143312502, -0.054223952830358, 0.9832038074956114]]","[-2.404854571569177, -0.3217375731315588, 0.1319045507601615]","[1548.1565549968077, 1704.2806835773572, 1617.906903564588, 1761.6558578612473]"
9363,112.33000000000003,"[1.1542394784941088, -1.569347125131361, 1.5357789666189992]","[-0.007571742218855403, -0.05324857789480191, -0.04670140193050805]","[0.025340654189269864, -0.08832386674917839, 0.01976079287843311, -0.9955732968109877]","[[0.9836167437051283, 0.034870266299261314, 0.17686726925082413], [-0.04382300455506164, 0.9979346570707012, 0.04696625799501146], [-0.17486426357547147, -0.05394765654322281, 0.9831134240660167]]","[-2.418941037274618, 0.2431758646734653, 1.0968734510386096]","[1549.5254733317256, 1699.6881124451947, 1623.2135857769204, 1757.5084911105753]"
9364,112.34000000000002,"[1.1543417991304754, -1.5700069543008417, 1.535404596314341]","[-0.007447533013225123, -0.04509848301940017, -0.041445587242752296]","[0.02499458021880231, -0.08892830731028908, 0.019661896677967167, -0.9955300524133748]","[[0.9834099802764426, 0.03470256663914738, 0.1780444865828321], [-0.04359346948230468, 0.9979770098779607, 0.046268713130386295], [-0.17607872316774706, -0.05326270989071196, 0.9829337025577644]]","[-2.430657590812141, 0.581644676578243, 1.785328289355041]","[1541.9251690763522, 1703.2349210977022, 1619.1600901740544, 1754.975056358784]"
9365,112.35000000000002,"[1.1544340831772386, -1.5706169670910572, 1.5350534633335662]","[-0.007478031840722437, -0.0381811105382407, -0.03645800269301258]","[0.02467060298381982, -0.0894464716389569, 0.019578226973116838, -0.9954935731592162]","[[0.9832321145928193, 0.03456660147096404, 0.17905278864626115], [-0.043393395031396866, 0.9980161798669662, 0.04561644678532652], [-0.17712076198713764, -0.05262126008009434, 0.9827814512324705]]","[-2.4912215584553183, 0.0574453343304121, 1.6605465047207044]","[1536.3270579200396, 1706.763135146759, 1615.8909806933202, 1753.0]"
9366,112.36000000000003,"[1.1544908665127203, -1.5710507729257877, 1.5347845237629822]","[-0.008055752925399996, -0.0356240360805401, -0.03241918272004027]","[0.02442478475082487, -0.08965946581127046, 0.019548415346165533, -0.9954810230895765]","[[0.9831580770894855, 0.03454032671053324, 0.1794635251850365], [-0.043299979323790136, 0.998042576488362, 0.04512341847019957], [-0.17755366183683724, -0.05213422037977575, 0.9827292179543297]]","[-2.5513101764588346, -0.29399986602025613, 1.5381665693209339]","[1537.8109618655526, 1710.2255776862892, 1615.3963460448158, 1753.0]"
9367,112.37000000000002,"[1.1545461008588684, -1.571457097448341, 1.5345253131769245]","[-0.00905833621473502, -0.03309188548448302, -0.03052346646166603]","[0.024197318784041723, -0.08988501111727815, 0.019523562437924243, -0.9954667572076655]","[[0.9830790902280612, 0.034520162242619834, 0.17989991680520487], [-0.04322006731426749, 0.9980667002024945, 0.0446655016725769], [-0.1780102453487625, -0.05168500417970368, 0.9826704087359232]]","[-2.736349215327442, -0.25123766425961785, 0.6162411861795878]","[1540.0718837354361, 1711.5383403607689, 1615.1948879518975, 1751.7332283126664]"
9368,112.38000000000002,"[1.1545950889488612, -1.5717526043483148, 1.534305334448805]","[-0.01177416445913369, -0.030660239663257642, -0.0372697559805587]","[0.02404385781736416, -0.09016116851879974, 0.019518705424164208, -0.9954455723607691]","[[0.9829799784612901, 0.03452397315236992, 0.18043968195781995], [-0.04319526241842364, 0.9980818368811577, 0.04434904503550028], [-0.17856246204582948, -0.0513883621915678, 0.9825857239866775]]","[-2.886428260847321, -0.24587968113063707, -0.10938333231871944]","[1545.466108648824, 1704.1825791152398, 1616.175656117968, 1745.3582352332078]"
9369,112.39000000000001,"[1.1546497027038802, -1.5720570880902187, 1.534071081972793]","[-0.014060407660447036, -0.027669757151495857, -0.04198141049396293]","[0.023894901729196057, -0.09051159954452795, 0.019485170995471274, -0.9954179863936852]","[[0.9828559124238749, 0.034466247800759624, 0.18112494081999794], [-0.04311731090663499, 0.9980986790707971, 0.044043561940305155], [-0.17926255583554448, -0.05109809791710015, 0.9824733235440246]]","[-2.6545970622216672, 0.07220368441184188, 1.0843470991446758]","[1548.667849030308, 1699.5819292765095, 1616.0008867727308, 1740.0]"
9370,112.40000000000002,"[1.1547339632786073, -1.5724088790950013, 1.533761607949043]","[-0.014082770900561266, -0.02173424849025577, -0.03597069584800129]","[0.02376968600245086, -0.0912534468269354, 0.01930050880744105, -0.9953566670181523]","[[0.9826001913521175, 0.03408364868122283, 0.18257698744323403], [-0.04275991179209323, 0.9981245785224, 0.043796154962549794], [-0.1807419193070724, -0.05084110677932027, 0.9822152146872596]]","[-2.4613251579709967, 0.2693584775285699, 1.9163906434175075]","[1540.3153654532457, 1709.5005035242707, 1609.7365240899344, 1740.0]"
9371,112.41000000000003,"[1.15482611827572, -1.5727184975155017, 1.5334884584217607]","[-0.013799504661234805, -0.01693468959159372, -0.032438605940772074]","[0.023530140995755816, -0.09183088636911008, 0.019154803566069578, -0.9953122535607027]","[[0.9824003314323736, 0.03380843399965381, 0.1837022433743428], [-0.04245160881577537, 0.9981588197444862, 0.04332167014277688], [-0.1818993824597203, -0.050357680501570315, 0.9820268093611227]]","[-2.3885372906524918, -0.16740104812167395, 0.9330734444289437]","[1536.0121249394965, 1714.9878750605035, 1604.053117675531, 1742.840646973407]"
9372,112.42000000000002,"[1.154942747141983, -1.5728973747292274, 1.5333279201698957]","[-0.012568742136158549, -0.015656741837292723, -0.03659061685397704]","[0.022936158425305105, -0.0918986377637132, 0.0191298705824363, -0.9953202509329296]","[[0.9823771577091738, 0.03386509174721343, 0.18381468188341551], [-0.04229629860648644, 0.9982157422282047, 0.042141627824380155], [-0.18205961891407815, -0.04917366401286826, 0.9820569268795539]]","[-2.324412389933247, -0.4172440634446638, 0.312742332344218]","[1544.2621327891316, 1706.7378672108684, 1600.1707610404087, 1754.4877168787739]"
9373,112.43000000000002,"[1.1550420526871918, -1.573065258818683, 1.5331485894356287]","[-0.011536004834797496, -0.013627240406663245, -0.03949319668507755]","[0.022419626399658565, -0.09199715020419907, 0.01908699336191922, -0.9953239161865765]","[[0.9823445488195914, 0.03387039848760243, 0.18398977415903023], [-0.042120565437248084, 0.9982662208151789, 0.041117682704570176], [-0.1822780811179623, -0.0481414786856223, 0.9820678961549868]]","[-2.4349308007528903, -0.005941697586584693, 0.9734984784349372]","[1549.3546678438533, 1701.0054807620897, 1597.1828146840162, 1763.1773339219267]"
