,t,p,v,q,R,fa,pwm
1906,37.760000000000005,"[-0.0126743827415516, -1.4222731204548626, 1.3806952018455465]","[0.11349931192776158, -0.00831878599692493, -0.06169922778761158]","[-0.010219647219448258, -0.10330892386594041, 0.015476282696811169, -0.9944761198965516]","[[0.9781749451573402, 0.03289314864655532, 0.20516019121491763], [-0.028670025620432322, 0.9993115302794375, -0.023524066448722243], [-0.20579283981263707, 0.0171287140053117, 0.9784450934309834]]","[-2.7995859646345074, -0.07154595645865836, -0.7724950356239138]","[1594.852840557193, 1802.0533573936689, 1684.4793469752024, 1834.0877804639467]"
1907,37.77,"[-0.01152761933308198, -1.422267729558858, 1.3800328158884585]","[0.11503264332631478, -0.010993311391523812, -0.0640277727776128]","[-0.010057361221655325, -0.10255632581607252, 0.01566294270364145, -0.9945529947957156]","[[0.9784736822328396, 0.03321814517503664, 0.20368034620611095], [-0.02909236111784458, 0.9993069811331386, -0.02321782515578546], [-0.20431045769636938, 0.016792489735172944, 0.978762036751629]]","[-2.494519466000708, 0.16591716502296272, 2.0491421297556958]","[1625.8796996740523, 1859.0490607733013, 1733.983459413294, 1872.273120838491]"
1908,37.78,"[-0.010343821300194681, -1.422314258189375, 1.3795309758164669]","[0.11950679149667574, -0.010864479152090467, -0.03840160681757003]","[-0.009764283152907189, -0.10189964234301661, 0.015731044104315365, -0.9946221914261568]","[[0.9787376420446141, 0.033282845042945715, 0.20239608640765475], [-0.029302937198876975, 0.9993140338129032, -0.022629520950324018], [-0.20301049588335637, 0.016217569878676192, 0.9790418910908576]]","[-2.242575167277378, 0.3521719105403747, 4.337939322819697]","[1584.302024391023, 1798.241710671871, 1659.1436439038414, 1819.7813057936664]"
1909,37.790000000000006,"[-0.009145322934198376, -1.422383050811943, 1.3791087830184143]","[0.12321863138791146, -0.01160403723998508, -0.0160937480806939]","[-0.009542478203187717, -0.10134286949127318, 0.01585109385748651, -0.994679545403586]","[[0.9789568225613389, 0.033467641910966454, 0.20130484127568563], [-0.029599393418290567, 0.9993154591742728, -0.02219620643452713], [-0.2019098761462126, 0.01577062509015442, 0.97927721913378]]","[-2.531544657360594, -0.02958024997123271, 2.857835323688896]","[1552.786571004186, 1750.5505308547508, 1602.9102438673092, 1780.2360401494352]"
1910,37.800000000000004,"[-0.00789563133937803, -1.4225293767550986, 1.3789639581609436]","[0.12427576802300873, -0.015367724400949793, -0.005341740475766708]","[-0.009568878587637459, -0.10113403074832036, 0.016152051340903972, -0.9946956578906981]","[[0.9790220343261123, 0.03406822919226776, 0.20088604846423244], [-0.03019727214703148, 0.9992950918020669, -0.022303288077931378], [-0.20150427653712202, 0.01576919985009365, 0.9793606849763009]]","[-2.773257860508077, -0.25563957503114937, 1.6773022237413109]","[1556.3123390801684, 1748.5358062399039, 1611.4728234804088, 1785.7765328402645]"
1911,37.81,"[-0.006654473250195388, -1.422687352897396, 1.378807279251888]","[0.12465681724963795, -0.018672742263706067, 0.00026939493911517284]","[-0.009560131696363994, -0.10104669752730229, 0.016424179232316927, -0.9947001867719116]","[[0.9790396689374984, 0.034606307771609335, 0.2007083031732536], [-0.03074222882823466, 0.9992777468637429, -0.022338147709918932], [-0.20133637243911617, 0.015699711425830418, 0.9793963840283053]]","[-3.000469409422316, -0.04674255383254383, -0.10449775538655359]","[1556.7835610449918, 1747.9332374547403, 1619.8664749094805, 1786.3837048628814]"
1912,37.82000000000001,"[-0.005440680599241734, -1.4228826891609057, 1.3786125865030114]","[0.1228697741353343, -0.02050688908226018, -0.010605334463699335]","[-0.009438673729058473, -0.10134901095283935, 0.016603855738251933, -0.9946675690846275]","[[0.9789053515039904, 0.03494383414349103, 0.20130371195326857], [-0.031117433154904534, 0.9992704184227007, -0.022142254021081973], [-0.20193058546109943, 0.015411116592780136, 0.9792785504312166]]","[-3.1714358061895913, 0.0576896961891763, -1.4430340987517631]","[1547.4593956890603, 1751.8592018151326, 1627.718403630265, 1771.1705929663615]"
1913,37.83,"[-0.0042145766045956915, -1.4230906291863499, 1.3784477219293494]","[0.1222048086981849, -0.022780089419502852, -0.017748241962558878]","[-0.009450327817527629, -0.10167707058775184, 0.016764338196863203, -0.9946312686117275]","[[0.9787613994775476, 0.035270433233524474, 0.20194553043163102], [-0.03142690663920387, 0.9992592354524434, -0.022208280688287216], [-0.20257924439804806, 0.015390085495489599, 0.9791448681561877]]","[-2.6874305058278822, -0.14904746046314254, 0.24850059335023822]","[1541.7025010590894, 1753.0972046986647, 1630.9955863663126, 1762.0044136336874]"
1914,37.84,"[-0.002939225142171746, -1.4233489864022457, 1.3784021751275062]","[0.1260283447293425, -0.026809578473153406, -0.009963227414342277]","[-0.009994452758914928, -0.10210811943717284, 0.016848041203081608, -0.9945802363702685]","[[0.9785798111169127, 0.03555448715630679, 0.20277266122652501], [-0.031472428052240924, 0.9992321690550042, -0.023321213981599514], [-0.20344620903406282, 0.016439926767812852, 0.9789477459297737]]","[-2.34387857241519, -0.26714009288070095, 1.5414521292979586]","[1550.2152957895755, 1743.5829047057684, 1615.9730074301608, 1777.0269925698392]"
1915,37.85,"[-0.0016668530850145805, -1.4236182938897737, 1.3783644403059436]","[0.1293652036979341, -0.030540274453380215, -0.0010537758954722622]","[-0.01039660324174241, -0.10259450166050875, 0.016920998343444293, -0.9945249674300461]","[[0.9783760482447935, 0.035789979309892785, 0.2037137450323766], [-0.03152344199569842, 0.9992111330687974, -0.02415136578604189], [-0.2044174286573005, 0.017207360215466042, 0.9787325098967388]]","[-2.6045376518606593, -0.10523439391676725, 1.8952840060733802]","[1556.8989148340177, 1737.5162774897365, 1606.9314698134904, 1788.090233506158]"
1916,37.86,"[-0.00040617855366253995, -1.42393059354304, 1.3783573763172379]","[0.13079130632756733, -0.033097870645281635, 0.01227035885940167]","[-0.01024134385767824, -0.10329812978075961, 0.016951765841268326, -0.9944530646690807]","[[0.978083916972398, 0.03583129431868351, 0.20510306574417111], [-0.031599647650924184, 0.999215153956781, -0.023871242986964747], [-0.20579750119607218, 0.016866900155427217, 0.9784488714546501]]","[-2.7978366273583695, -0.02118985604684781, 2.2097947045997604]","[1556.4009563889488, 1744.9856541657678, 1621.3722647204843, 1783.6086075005394]"
1917,37.870000000000005,"[0.0008644449075409617, -1.4242561271317125, 1.3783790842102392]","[0.13147027144320186, -0.03587024050553152, 0.022551876148484883]","[-0.010116209338829542, -0.10406998535258218, 0.01699670406064829, -0.9943731566474309]","[[0.9777608625521511, 0.035907720054209384, 0.20662491526190274], [-0.031696545023346796, 0.9992173108719504, -0.023656267512383984], [-0.20731268412729337, 0.01658088054184862, 0.9781339630672277]]","[-3.1330780497133213, -0.13807089511597015, 0.8284576418632277]","[1555.9025804153725, 1751.38967833851, 1633.6819370923927, 1778.6361258152147]"
1918,37.88,"[0.0021761921051501234, -1.4246363629727294, 1.3785197201987265]","[0.1290609560455874, -0.039530373759111184, 0.020256784643554956]","[-0.010115595450341845, -0.10512385796304545, 0.0171002167223762, -0.9942601590136126]","[[0.9773121461481025, 0.03613090923378072, 0.20869496971997054], [-0.031877347556447264, 0.9992095466315417, -0.023710348589669257], [-0.20938688521787746, 0.01651978557422778, 0.977692330429377]]","[-3.395709460553341, -0.1968934642761791, -0.22422472402118032]","[1555.402478594642, 1753.3900856214325, 1637.182649837507, 1771.6347003249864]"
1919,37.89,"[0.003487736617772312, -1.4250290995741788, 1.3786788532922467]","[0.12775862985959413, -0.042848258734569614, 0.01959338024649311]","[-0.010194942527438609, -0.10620321771405906, 0.017209633438090132, -0.9941429942467997]","[[0.976848934927237, 0.03638314443371331, 0.21081146726615965], [-0.032052201630417776, 0.9991993081266011, -0.023925898274412983], [-0.2115132721614381, 0.016615024487194433, 0.9772334041871082]]","[-2.91415451379793, -0.02889894043772917, 0.5976806117193991]","[1556.6509923300428, 1752.1836013193385, 1638.8345936493815, 1766.9711719588488]"
1920,37.900000000000006,"[0.004798445505800955, -1.4254733739980545, 1.3789142457877233]","[0.13102017110584852, -0.04475513106974173, 0.025657054643914393]","[-0.010603950673361584, -0.10738765521061762, 0.017343391239898028, -0.99400864932831]","[[0.9763327369980396, 0.03675642859984967, 0.21312069929044716], [-0.032201495004724266, 0.9991720664415424, -0.024805769610050377], [-0.21385633315131394, 0.01735590513543831, 0.9767094358976738]]","[-2.564486934327022, 0.09408414100355439, 1.189393721931971]","[1565.1086545416658, 1737.7558246053936, 1632.8644791470595, 1771.9462673774506]"
1921,37.910000000000004,"[0.006125492802575811, -1.4259316182242097, 1.3791879736474695]","[0.1342716685163715, -0.0468490907375695, 0.03173422944500949]","[-0.010994756151895485, -0.10854568874261841, 0.017464989512895893, -0.9938770718734145]","[[0.975825326255217, 0.037102972032883, 0.21537809598221386], [-0.03232923851662445, 0.9991478900187565, -0.025646370731535976], [-0.21614618918577266, 0.018063373469296404, 0.9761936086469087]]","[-2.643838673404461, 0.0014980865217233963, 1.148982247583966]","[1572.6641199169437, 1727.0436170123403, 1627.3358800830563, 1777.0436170123403]"
1922,37.92,"[0.007524424422033198, -1.4264513255824514, 1.3796303661390028]","[0.13747897592408015, -0.049766181127529625, 0.03787080215867743]","[-0.011305475103246202, -0.10958755238698313, 0.01753308933900284, -0.9937576704663275]","[[0.9753652805180327, 0.03732516272548438, 0.21741050173437979], [-0.03236940534493748, 0.9991285162597521, -0.026312621897121274], [-0.21820338135440012, 0.01862698851134676, 0.9757244714269514]]","[-2.6989733520072603, -0.0573822609491888, 1.1921655093460366]","[1576.250177407388, 1732.6788502116096, 1623.749822592612, 1782.6788502116096]"
1923,37.93000000000001,"[0.008928836219146676, -1.4269878522577413, 1.3800956568378024]","[0.14004259144837936, -0.05266955083703762, 0.04397839424712001]","[-0.01157826557817229, -0.11059600162273486, 0.017634475254870077, -0.993641362859933]","[[0.9749147639274931, 0.037605707808481735, 0.21937717028288206], [-0.03248366829379374, 0.9991096026097677, -0.026909892085106104], [-0.22019387683421243, 0.01910868226949135, 0.975268600894925]]","[-2.9676573725022735, -0.030133690936504254, 1.2036244997363195]","[1576.8796458558625, 1737.8245821671646, 1620.2932152852875, 1787.9423796196168]"
1924,37.94,"[0.010351268690074224, -1.4275796865243904, 1.3806362445707636]","[0.14048953079918877, -0.055527802318162595, 0.04999068825817043]","[-0.011726334420879182, -0.11149457300483112, 0.017845317068690362, -0.9935352287144449]","[[0.9745002624648029, 0.03807474764898169, 0.22112905186996035], [-0.032845057052310576, 0.9990873282459616, -0.027280364715079445], [-0.2219660924931367, 0.019321740688241617, 0.9748621593094665]]","[-3.1190161467428306, -0.0389841615790778, 1.274242407083154]","[1567.78685161747, 1741.3606688154284, 1617.26228387249, 1791.9836215033467]"
1925,37.95,"[0.01176392971757225, -1.428173773762784, 1.3811976033190654]","[0.1418080905137402, -0.05873576840304759, 0.05708493014049441]","[-0.011864585233476584, -0.11244354466459407, 0.018007007679535978, -0.9934238488825945]","[[0.9740639088491609, 0.03844537379098075, 0.22298090649057847], [-0.033108989712471525, 0.9990694735571133, -0.02762266740065099], [-0.22383548920023336, 0.019523580311492626, 0.9744308767347779]]","[-2.816882638530042, -0.1553572130611221, 1.6872794041542107]","[1561.7275513651628, 1742.4236387088142, 1619.1227910692553, 1790.634691809024]"
1926,37.96000000000001,"[0.013147831427272726, -1.4287744919488787, 1.3818200953313837]","[0.14569200377255206, -0.06297301470618502, 0.06736356160538938]","[-0.011973939614339115, -0.1135408544498979, 0.018024036442171373, -0.993297029943696]","[[0.9735659734059738, 0.038525506401098614, 0.22512794955677567], [-0.033087381061324445, 0.999062274204624, -0.027880286307856883], [-0.22599122445263653, 0.019694428314735946, 0.9739289547255356]]","[-2.6248509243255485, -0.2345722782037406, 2.0060682297029846]","[1564.5964323170276, 1736.2077299797734, 1635.3797831298236, 1773.4214060978338]"
1927,37.97,"[0.014560805603728607, -1.4293966763091763, 1.382484170297534]","[0.14948796669196365, -0.06707734958385267, 0.07693728281764842]","[-0.012102110714945205, -0.11461528988340874, 0.01804218002058517, -0.9931722395935767]","[[0.9730753736481247, 0.03861215853197922, 0.22722875137004797], [-0.03306381082080101, 0.9990557808307268, -0.028174780191519134], [-0.22810214521064034, 0.019903141418767072, 0.9734334920004015]]","[-2.720250163832845, -0.15880224381943892, 1.6439248667206314]","[1568.1020929026458, 1730.2370126058606, 1646.0328268005687, 1761.373738559545]"
1928,37.980000000000004,"[0.01612395310692034, -1.4301297438229172, 1.3833630412961149]","[0.15282962364675404, -0.07049513278053506, 0.08286980225064308]","[-0.012327479257575043, -0.115571568246382, 0.01806608216071786, -0.9930579278838864]","[[0.972632844166318, 0.03873074445165043, 0.22909310566388272], [-0.03303192001035966, 0.9990424854504825, -0.02865965290988242], [-0.22998394267629033, 0.02030795112035383, 0.9729816773259018]]","[-2.7694328782522053, -0.057655217666922776, 1.4584946773650636]","[1574.8970277282488, 1725.5328269573663, 1627.7387715008688, 1776.008982799305]"
1929,37.99,"[0.017683474915580356, -1.430864745353673, 1.384263584413677]","[0.15632261368017494, -0.0731347989699694, 0.09040313608456538]","[-0.012508707838474117, -0.11641599445757961, 0.018097510132628267, -0.9929568291436314]","[[0.9722395286762153, 0.03885251987816918, 0.23073936050269586], [-0.033027665228588035, 0.9990319606637331, -0.02905489302254278], [-0.23164486637010737, 0.02062753446535861, 0.9725816328786399]]","[-2.724812937662974, 0.21257119932618931, 2.125240051095391]","[1577.7853147281949, 1724.2146852718051, 1614.738228423935, 1783.8010101629482]"
1930,38.0,"[0.019232061601229842, -1.4316055798948462, 1.3852294908112852]","[0.1602720254602276, -0.0734276581907007, 0.10276453864944302]","[-0.012556809950187854, -0.1169230737057811, 0.018151636071935377, -0.9928955808223486]","[[0.9719988208357787, 0.03898172011167094, 0.23172895306839109], [-0.03310899685040974, 0.9990254842131434, -0.029179892382174062], [-0.23264065964615216, 0.020690512052896404, 0.9723424376677043]]","[-2.6655267734462242, 0.378891087660993, 2.597996605096416]","[1568.891121386319, 1733.108878613681, 1617.7029595378938, 1770.9538420024608]"
1931,38.010000000000005,"[0.02081148156384089, -1.4323699223625352, 1.3862314173482315]","[0.16441858080685431, -0.07426411313332491, 0.11420523103833294]","[-0.012560579980842987, -0.11752198093453442, 0.018202590671738208, -0.9928238481898363]","[[0.9717142113939903, 0.03909622071754974, 0.23289998052465224], [-0.03319164375340844, 0.9990215070606342, -0.029219295731919812], [-0.2338145209086159, 0.020662477676387205, 0.9720613436694058]]","[-2.5764589853302597, 0.14207962238473787, 2.3259395246890264]","[1559.7880574586336, 1739.6507459145212, 1622.3283605698593, 1760.1850738005492]"
1932,38.02,"[0.02249697652474644, -1.4332151385974934, 1.3873572631242426]","[0.16924336453364194, -0.0769706876661309, 0.12247842584092741]","[-0.01241183539461953, -0.11843680180726929, 0.0182426349867553, -0.9927160466277308]","[[0.9712791331364599, 0.0391595491456429, 0.23469537816544944], [-0.033279476790854884, 0.9990255778654024, -0.02896405501741907], [-0.23560107649592837, 0.020321657639944292, 0.9716366132832536]]","[-2.57312902997627, -0.02485692619372748, 2.033253224938548]","[1549.9664209620555, 1738.099961204535, 1632.6669253030996, 1756.5665761439152]"
1933,38.03,"[0.024162986251017128, -1.4340522568165812, 1.3884961965368046]","[0.17322670652890287, -0.07980704109303902, 0.12861131869496278]","[-0.012324179063133819, -0.11925761149402155, 0.018282995779759177, -0.992618414611694]","[[0.9708865565818714, 0.03923558088790163, 0.23630395667554546], [-0.03335657225312576, 0.999027541601229, -0.028827186981375756], [-0.23720524833074655, 0.020105641350778337, 0.9712513216720764]]","[-2.836187287492153, -0.037256925883255854, 1.5245642589768753]","[1545.3221612879809, 1732.9020683153278, 1638.7706204945985, 1752.7706204945985]"
1934,38.040000000000006,"[0.025781454085838193, -1.434869616741829, 1.3896670623847687]","[0.17515702056673788, -0.08296004116093807, 0.12952210338263143]","[-0.012385571548872229, -0.11984904392754128, 0.018324128745250433, -0.9925455952019385]","[[0.9706005939127444, 0.03934386436128007, 0.23745737166359937], [-0.033406268726766095, 0.9990213758082513, -0.028978747591630046], [-0.23836519089417957, 0.02019423034793628, 0.970965336536105]]","[-3.0191170748832468, -0.07311358658602646, 1.0763123299963162]","[1553.3101481076176, 1718.8056209865572, 1634.541686295967, 1748.541686295967]"
1935,38.050000000000004,"[0.02743816080239673, -1.4357183640900077, 1.390867355863205]","[0.1769756617486294, -0.0866538210402455, 0.12885184805728694]","[-0.012434403322412075, -0.12043024321752717, 0.018350978740770733, -0.9924743228200109]","[[0.9703196939408467, 0.03942070683042753, 0.23859148122668147], [-0.03343079396489587, 0.9990173521317434, -0.029101677700225016], [-0.2395042151107765, 0.020261626368102255, 0.9706839820103663]]","[-3.0864406552204224, -0.3695498459672292, 0.2523061923908614]","[1560.9306087319044, 1706.7461976185716, 1629.5617865052386, 1743.9001896804766]"
1936,38.06,"[0.029291929049303188, -1.4367288644318756, 1.3922193026754157]","[0.17821880430478432, -0.0931344736619688, 0.12003380832142603]","[-0.01241850430217453, -0.12095870668383624, 0.01830422240178514, -0.9924110229429628]","[[0.9700678044274407, 0.03933487659453955, 0.23962688553863837], [-0.03332637171718479, 0.9990213833744871, -0.029076631253031688], [-0.2405361297972165, 0.020220410978738754, 0.9704294550447025]]","[-3.118233108988417, -0.5332097941326316, -0.35766693665221716]","[1566.6570475855615, 1705.1844415675741, 1620.7118355495868, 1737.1325801261546]"
1937,38.07000000000001,"[0.031139364119112514, -1.4377347922266985, 1.3935574728470388]","[0.18066231160986473, -0.09822288986881829, 0.1148578330078211]","[-0.01236038534732512, -0.12147676639819202, 0.01828662622811353, -0.9923488501333839]","[[0.969818014013616, 0.03929642430743218, 0.2406425994125711], [-0.03329042573371758, 0.9990256653108691, -0.02897442881829442], [-0.24154671840009906, 0.020088827928200024, 0.9701812571593607]]","[-2.711212890216539, -0.00391632389385721, 0.9830314612471298]","[1569.1130704771317, 1704.2358661903586, 1613.4103345241037, 1734.0048626180476]"
1938,38.08,"[0.03296691848319565, -1.4387263661733944, 1.3948523962669666]","[0.18687392739562278, -0.09894088629557579, 0.12111479409876938]","[-0.012169732265821982, -0.12196216731779104, 0.018360567786049144, -0.992290215342139]","[[0.9695760931408914, 0.039406517370079094, 0.2415968441543203], [-0.03346952967881149, 0.9990294288877536, -0.028630401782160884], [-0.2424906169311391, 0.019673223220673802, 0.9699541092729002]]","[-2.4073992378830416, 0.3451660824243547, 1.9770150389284336]","[1561.302812112814, 1705.2121484858983, 1610.9696287852544, 1742.303262130135]"
1939,38.09,"[0.034815947602230085, -1.439738246870993, 1.396156018926874]","[0.19279487700775302, -0.0997048815603966, 0.12678175258006916]","[-0.011946908588529252, -0.12240818504557227, 0.018408016360424315, -0.9922372157181146]","[[0.9693548020483822, 0.0394550365951763, 0.2424760756439445], [-0.0336054390062674, 0.999036872331039, -0.028214918374579675], [-0.24335575119896105, 0.019201750882704708, 0.9697470549313882]]","[-2.57412085023657, 0.2726023269474098, 1.6470729130875341]","[1555.5761140786992, 1708.400475327913, 1610.0562091442816, 1747.6557338163686]"
1940,38.1,"[0.03675476522647478, -1.4408350325099273, 1.397496014144044]","[0.19750051676843966, -0.10066120343946448, 0.12998183995998985]","[-0.011589575823026416, -0.12268953696308946, 0.018344694618761904, -0.992207777398634]","[[0.9692213414972219, 0.03924733673212831, 0.24304181110196027], [-0.033559657966825404, 0.9990581499221411, -0.027499938713726323], [-0.24389224001889787, 0.018497130359705613, 0.9696257606030179]]","[-2.682171134742835, 0.22242426808450266, 1.4811279614585917]","[1558.56102965857, 1720.837623577375, 1615.528554374045, 1740.69093079667]"
1941,38.11,"[0.03872975359962686, -1.4419465400574094, 1.3988550530534831]","[0.201904050345598, -0.1023668369674469, 0.1331037344503839]","[-0.01129770345643524, -0.12294497379463425, 0.018308754432248983, -0.9921802635232767]","[[0.9690986363582846, 0.039109161305525476, 0.2435534592403806], [-0.03355317788396155, 0.9990742933142321, -0.026920655452997988], [-0.2443808467533096, 0.01791677811745701, 0.9695137811292264]]","[-2.811027469621292, -0.1423815350096398, 1.514628468573429]","[1560.619509921504, 1728.9073045682726, 1619.0487748037604, 1736.4268377943597]"
1942,38.120000000000005,"[0.04086633214263772, -1.4431238166523888, 1.40029916826246]","[0.2049579466886425, -0.10741996537131045, 0.13587630793743002]","[-0.011298270624511804, -0.12308463687886557, 0.01839513933662354, -0.9921613469610022]","[[0.969023580335759, 0.039283179517873835, 0.2438239717070807], [-0.03372060536916508, 0.999067934168754, -0.02694773289346], [-0.2446553047566838, 0.017891096711122222, 0.9694450407999772]]","[-2.898536057542339, -0.3925794018499355, 1.5213390954346284]","[1558.539208302732, 1717.4656456650257, 1613.84802075683, 1744.2279688647552]"
1943,38.13,"[0.04297227705273979, -1.4442930534056562, 1.4017226232612217]","[0.20839394859525015, -0.11191772610098864, 0.1386449412121861]","[-0.011259838378742422, -0.12320157540110363, 0.018462385829260318, -0.9921460370423479]","[[0.9689610549073291, 0.039409225523740606, 0.24405214262211106], [-0.03386030621564911, 0.9990647433493259, -0.026891998090069022], [-0.2448836765442049, 0.017793618010757496, 0.9693892063677153]]","[-2.7510178462209005, -0.17425375726574555, 1.5707399675076292]","[1556.3864643438396, 1708.7545857375358, 1610.0, 1749.5091714750715]"
1944,38.14,"[0.04499108072358406, -1.44543941981337, 1.4030873076816845]","[0.21291689805512923, -0.11483567331268142, 0.14140236605525658]","[-0.011110467372847847, -0.12325387103558272, 0.018475190691637354, -0.9921409866771586]","[[0.9689343305336204, 0.039398804069135554, 0.24415989843527142], [-0.0339211716182634, 0.9990704790136463, -0.026600577665213017], [-0.24498097044881773, 0.017492022581753544, 0.9693701109053189]]","[-2.652835509142283, -0.047183650647002084, 1.6026162175175678]","[1554.0276489956327, 1707.8110595982532, 1610.0, 1747.6221191965062]"
1945,38.150000000000006,"[0.04706084806493997, -1.4466091131507486, 1.4044742722626764]","[0.2175237073881873, -0.11742729303679102, 0.1434069207320855]","[-0.010938023921363671, -0.12330620573199992, 0.018482727871106667, -0.9921362668198931]","[[0.9689079807050387, 0.03937222171727393, 0.24426878822217177], [-0.0339773168054771, 0.9990775407144746, -0.026262090530183378], [-0.24507744630051667, 0.017145950348730385, 0.9693519224295448]]","[-2.605182119482508, 0.13854488030784387, 1.1623625392428458]","[1550.7276303335839, 1707.5987621959605, 1610.5987621959605, 1745.4012378040395]"
1946,38.160000000000004,"[0.04944265325228936, -1.447921631461546, 1.405997652710695]","[0.2226439698130077, -0.11802089092896088, 0.14080183912022565]","[-0.010624313638987953, -0.12335877959492325, 0.018458012341705916, -0.992133570580229]","[[0.9688838111898184, 0.03924683210985975, 0.24438456549932022], [-0.03400442265170275, 0.9990928361155169, -0.025635392203668433], [-0.2451689803484026, 0.01652756069878494, 0.9693394555484324]]","[-2.5809070797062765, 0.25024916899195804, 0.8155721742012183]","[1541.6648584837474, 1711.8635960076483, 1614.8635960076483, 1741.1364039923517]"
1947,38.17,"[0.05180551174791223, -1.4492362317313645, 1.4075045939647775]","[0.2275159487851784, -0.11953423394800104, 0.13928385269457166]","[-0.01037542144804763, -0.12336924529440599, 0.01843555990686222, -0.9921353668569921]","[[0.9688803949850922, 0.039141157810131666, 0.24441542947074263], [-0.03402112615550355, 0.9991050376136655, -0.02513640735388808], [-0.24518053628540032, 0.016038882904730472, 0.9693448359828019]]","[-2.6524902907683137, -0.08937733219128291, 1.2511471342444587]","[1536.966349550994, 1711.1983908680784, 1617.7378200598675, 1738.5243598802651]"
1948,38.18000000000001,"[0.054115709033637265, -1.4505566186832386, 1.4089658434508758]","[0.23169783857432816, -0.123603954190006, 0.1407873830913724]","[-0.010306687311486028, -0.12326267384220879, 0.018419397609590372, -0.9921496498176553]","[[0.9689341944656019, 0.03909045744935316, 0.24421035143301467], [-0.03400873810347582, 0.9991091123843899, -0.024992400813583664], [-0.2449697233195266, 0.015910704013900073, 0.9694002872755287]]","[-2.7643327310559913, -0.2591150617160664, 1.4019086123465971]","[1544.3980514672155, 1696.83043383005, 1616.746926471038, 1740.5061470579242]"
1949,38.190000000000005,"[0.05643448248699638, -1.4518754729007566, 1.4104093164256508]","[0.23451082500848938, -0.12682511370487715, 0.1397168274300284]","[-0.010202475000822614, -0.12312122074139022, 0.018377399917450177, -0.9921690601973986]","[[0.9690069706845555, 0.03897925756330618, 0.24393914182020737], [-0.03395469285656699, 0.999116459685971, -0.024770455890285634], [-0.24468912167315898, 0.015719864242728872, 0.9694742473477225]]","[-3.246181832047452, 0.07024967141503924, 0.43536620729560305]","[1549.6363602706979, 1689.757610536122, 1616.0, 1739.3333086517844]"
1950,38.2,"[0.05877951262070319, -1.4531896345192343, 1.4117983650706656]","[0.23313279520493094, -0.12744833102525763, 0.13076548425532358]","[-0.009989643185937794, -0.12287297445079784, 0.0182563049252655, -0.9922041686149499]","[[0.9691378446679555, 0.03868287804462478, 0.24346540697620553], [-0.0337730493567915, 0.9991337944267636, -0.024309944201423062], [-0.24419490286459386, 0.01533711824683057, 0.9696048440650393]]","[-3.544915940725422, 0.2598674947450484, -0.18413080834033835]","[1548.159406000501, 1705.0194713281578, 1616.0, 1728.5023106703395]"
1951,38.21000000000001,"[0.06116741499009722, -1.4545381474110408, 1.413196769545039]","[0.23319148051734534, -0.12852605842813833, 0.12454838465569337]","[-0.009777352153922638, -0.12260361949348653, 0.018191602705361354, -0.9922407963526179]","[[0.9692748126397257, 0.03849837823686308, 0.2429488946720717], [-0.033703423184329666, 0.9991469144352493, -0.02386368804698597], [-0.24366035749564996, 0.014942262702726757, 0.9697454882274215]]","[-2.9249863666151836, 0.042581407246948644, 0.9676492553055223]","[1546.7799023308212, 1714.3588279698542, 1615.3397069924636, 1722.421074360967]"
1952,38.22,"[0.06371184892351134, -1.456012080833271, 1.4146293332504063]","[0.2384957813327388, -0.13126325548405665, 0.1283143292427022]","[-0.009567035583632378, -0.12225719431664772, 0.018332797115375245, -0.9922829713063416]","[[0.9694341103021483, 0.03872192264476661, 0.24227668303549932], [-0.0340433669312369, 0.9991446970867884, -0.023469045669644695], [-0.24297824512490057, 0.014503780312436253, 0.9699232368625783]]","[-2.4794803845719864, -0.1032582950202211, 1.751860969244314]","[1545.756202240552, 1702.0744268866251, 1612.2686067216564, 1733.681775353927]"
1953,38.230000000000004,"[0.06625286397037894, -1.4574715612088378, 1.4160410348928452]","[0.24360749837021012, -0.13404617681259087, 0.1302895016768636]","[-0.009336038793429252, -0.12190082659784893, 0.018420503413682565, -0.9923274333612639]","[[0.9696017701504538, 0.038834483439581256, 0.2415871196959906], [-0.03428220005530682, 0.9991470699602266, -0.023019764012242486], [-0.2422750178338491, 0.014037865642336878, 0.970106076801776]]","[-2.5925132688180947, -0.10727752613156766, 1.0646599886299661]","[1545.0, 1695.0858411717245, 1610.7821904393968, 1742.3910952196984]"
1954,38.24,"[0.0687842140062096, -1.4588901835876658, 1.4173937605893197]","[0.24817479127672637, -0.136958358235861, 0.12720225616736516]","[-0.009046580117833776, -0.12151635184000517, 0.018357001655707854, -0.9923783609300314]","[[0.9697934485797124, 0.03863279725445743, 0.24084825995795955], [-0.0342355676042675, 0.9991622148850635, -0.022416612442561292], [-0.24151253230276581, 0.01349390895487108, 0.970303726375631]]","[-2.608600795495153, -0.11659993434916344, 0.7011906206750069]","[1545.0, 1703.0682447612508, 1613.775591785469, 1743.8877958927344]"
