,t,p,v,q,R,fa,pwm
10,26.40000670286212,"[0.5151931635995922, -1.5656362772740369, 2.3351240838396827]","[-0.06241867967472116, 0.07661436784074974, 0.03166430594468619]","[0.012501121012351039, -0.004742223049478833, -0.0004685298085965563, -0.9999086569279771]","[[0.999950892026444, -0.0010555402317072, 0.009471865464844232], [0.000818407814870819, 0.9996833133322152, 0.02500440198882347], [-0.00949529405618487, -0.024995514497392693, 0.9996387750136763]]","[-2.07404644075121, 0.00751895486659826, 0.04336232788819139]","[1584.077759479005, 1745.6184514230179, 1589.922240520995, 1743.996375590979]"
11,26.410007373148336,"[0.5146769999394992, -1.564983857663701, 2.335345877184018]","[-0.07316831251400878, 0.07883512798535992, 0.031598159491338984]","[0.012559012104577978, -0.0031375364268001475, -0.00041132400294137584, -0.9999159163905408]","[[0.999979555313913, -0.0009013875505945774, 0.006264213576561457], [0.0007437701187436278, 0.9996837860134862, 0.025118493283102856], [-0.006284876869088833, -0.025113331106933073, 0.9996644361186979]]","[-1.162652165506544, -0.02816952765474323, 0.4511661062858021]","[1583.1581341505891, 1750.227910566274, 1587.1581341505891, 1742.865124654639]"
12,26.420008043434546,"[0.5143595206828006, -1.5646525261651083, 2.335456458850978]","[-0.07874977004592748, 0.08097150066517242, 0.03420502851451268]","[0.012661455287968791, -0.002352106272467958, -0.00038665894203613796, -0.9999167726713373]","[[0.9999881828104176, -0.0008328156996933855, 0.004694029696079772], [0.0007136913460877696, 0.999678622718233, 0.02532262194358212], [-0.004713612355704906, -0.025318984091890644, 0.9996678569206741]]","[-1.1901669330493825, -0.08481661626530773, 0.6465943653091415]","[1578.6983925338761, 1753.2010716440825, 1582.6983925338761, 1749.8025005028594]"
13,26.43000871372076,"[0.5134840184325146, -1.5639140784822916, 2.335692022551705]","[-0.09102685320531813, 0.08239685159282435, 0.03642559946177316]","[0.012654889471553212, -0.000913987776818666, -0.00031958926277916974, -0.9999176248237274]","[[0.9999944651497086, -0.0006622587017026087, 0.001819736240235348], [0.0006159930445266453, 0.9996758434419465, 0.02530827824696413], [-0.0018359137074224101, -0.025307109844244998, 0.9996743769692279]]","[-2.710351572685149, -0.24990844991096298, 0.5373053757206154]","[1577.7833435627851, 1755.0, 1580.198149284754, 1753.6037014304923]"
14,26.44000938400697,"[0.5117536231378585, -1.562551927478746, 2.3361190591353878]","[-0.113561656642204, 0.08273291487945747, 0.038054360498065515]","[0.012481321512252466, 0.0015240513843681259, -0.00018755557004131548, -0.9999184706513853]","[[0.9999903734267834, -0.00033703620685673777, -0.003052536141645205], [0.00041312490817470597, 0.9996834521186434, 0.02496003614782711], [0.0030431723761608067, -0.02496117952513178, 0.9996788770075827]]","[-3.197074999183683, -0.26335460097154867, 0.46779967063873684]","[1582.2987752743875, 1755.0, 1580.6998639193764, 1752.6002721612472]"
15,26.450010054293184,"[0.5101394191681817, -1.5613842730380256, 2.336479240043917]","[-0.13251495371488492, 0.08405514430951228, 0.03949068162329113]","[0.012370460333709074, 0.0034743666841553357, -0.00010384085847861497, -0.9999169805115309]","[[0.9999749141973853, -0.00012170544482511595, -0.006950725606462582], [0.0002936235058295316, 0.9996930000673614, 0.02473814512640178], [0.00694558736957927, -0.024739588251278387, 0.9996688791854973]]","[-2.282092294728748, -0.018657692186063946, 0.452294874688036]","[1585.1965200974478, 1755.1965200974478, 1581.3930401948955, 1750.2313191229698]"
16,26.460010724579398,"[0.5086982157890446, -1.5605062100985, 2.336739877623504]","[-0.14613564341660185, 0.08684570474630553, 0.04064047345501071]","[0.01235296507644889, 0.004698495962248681, -9.20696614513047e-05, -0.9999120122827644]","[[0.9999545437124173, -6.804240783694572e-05, -0.009398439771254062], [0.000300203833970922, 0.999693503948672, 0.024702891156636295], [0.009393890438004027, -0.024704621512366593, 0.9996493691737025]]","[-1.6758491682779382, 0.002223952467026169, 0.28698816638138247]","[1585.685644594727, 1755.685644594727, 1582.371289189454, 1745.8291986474571]"
17,26.470011394865608,"[0.5075336756810801, -1.5598121505903233, 2.3369416529711367]","[-0.1572754971427466, 0.08817169758352686, 0.03962324943475479]","[0.01234995063577589, 0.0055762540830261225, -4.090881722560193e-05, -0.9999081999103934]","[[0.9999378332456195, 5.5922801730802905e-05, -0.01115249480854987], [0.00021954304890086258, 0.9996949799034043, 0.024697177582483604], [0.011150473921056654, -0.02469809005431995, 0.9996327940312699]]","[-1.0368014140461956, -0.38760896876714007, -0.27780540731245473]","[1585.2831779407495, 1754.028739337061, 1585.1504661777517, 1743.8960275740633]"
18,26.480012065151822,"[0.5068667670120343, -1.5594490562005734, 2.3370375534150942]","[-0.16395309619008164, 0.0868633874325675, 0.03470823583075624]","[0.01237298269402727, 0.00583099789227382, 8.110178862842337e-05, -0.9999064665652778]","[[0.9999320254658859, 0.0003064820778191686, -0.011658898055971888], [-1.7894733779114742e-05, 0.9996938451372319, 0.024744596621633384], [0.011662911940080505, -0.02474270500419918, 0.9996258572193927]]","[-1.1169921182309581, -0.49286330078074825, -0.4910321269511595]","[1583.2770152643561, 1748.511791976979, 1591.1689542069319, 1746.4037309195548]"
19,26.490012735438032,"[0.505287610544341, -1.5586784414097845, 2.3372602781728866]","[-0.17747741204931874, 0.0871818552467616, 0.03203020922444338]","[0.01232007307954966, 0.006327636176087267, 0.00016022266703961865, -0.9999038617595564]","[[0.9999194523114795, 0.00047632840724905515, -0.012650107786624405], [-0.00016450064680826598, 0.9996959618692625, 0.024639804960291688], [0.012658003606492118, -0.02463574963731493, 0.9996159352527146]]","[-2.821479945094656, -0.06656612425252323, 0.031865259308544225]","[1580.9094605496416, 1746.0905394503584, 1593.3641908244624, 1749.8175657505974]"
20,26.500013405724246,"[0.5021107601885283, -1.5571941029410776, 2.3377051206835313]","[-0.20299294084464786, 0.090349431840505, 0.033270000188420606]","[0.012134160626860206, 0.007247923959693052, 0.00016422727167083473, -0.9998997306938803]","[[0.9998941499234906, 0.0005043165565088851, -0.01449040891058608], [-0.0001525266623561484, 0.9997047390187046, 0.024268268499541966], [0.01449837995096114, -0.024263507272433253, 0.9995997281564472]]","[-3.48120766352352, 0.11144605919321049, 0.3792297782492646]","[1577.9089705165866, 1749.0910294834134, 1588.86345577488, 1754.8183824723556]"
21,26.510014076010457,"[0.49922683188110617, -1.555905486130525, 2.338099412322853]","[-0.22449828629857332, 0.09272301061992036, 0.035500644777550286]","[0.011938459811603585, 0.007804287131394611, 0.00021836651426872488, -0.9998982369805048]","[[0.9998780565578314, 0.0006230309218184918, -0.015601771967432633], [-0.0002503462487130133, 0.9997148167077433, 0.02387789822572454], [0.01561219980685182, -0.0238710814458156, 0.9995930982803539]]","[-2.3719842714280115, -0.10526639256630138, 0.5900295226135359]","[1579.6377046111425, 1751.9094261527857, 1586.181885230557, 1755.8173772333146]"
22,26.52001474629667,"[0.49685519817363977, -1.5549591690857913, 2.3384052949859835]","[-0.2389901778936055, 0.09370795786786311, 0.03946420419608551]","[0.01172564002113425, 0.007724178536990328, 0.0003601867779517466, -0.9999013557616453]","[[0.9998804192192953, 0.0009014443691701803, -0.015438386341565993], [-0.0005391606212353003, 0.9997247638196275, 0.02345453100256941], [0.01545528002356053, -0.023443402414651163, 0.9996056974205149]]","[-1.827264718132338, -0.20835690827024334, 0.5487538002486616]","[1589.637430923191, 1754.4093577307976, 1586.6818715461595, 1749.8175414460854]"
23,26.53001541658288,"[0.49436297730665674, -1.5540028424412438, 2.3386897784493095]","[-0.25355999626287573, 0.09469099198177262, 0.04046188563240521]","[0.011475137814548732, 0.007657041178149299, 0.00048212406911100604, -0.999904742440879]","[[0.9998823100204016, 0.0011398874918398538, -0.01530155869391964], [-0.0007884250807561026, 0.9997362130038836, 0.0229554727295602], [0.015323688454466678, -0.022940706154159565, 0.9996194173319118]]","[-1.9240598210508384, -0.18454517857803968, -0.211355859728247]","[1596.181810186541, 1755.6363796269181, 1585.9091388807544, 1748.5453426115732]"
24,26.540016086869095,"[0.49165981034012735, -1.5530290057562632, 2.338936827763342]","[-0.26826613386499926, 0.0956706794030184, 0.036271283385958655]","[0.011158716825789476, 0.007612594722380316, 0.0005692795848472146, -0.9999085977608706]","[[0.9998834451596558, 0.0013083486804700206, -0.015211092968990184], [-0.000968561525203855, 0.9997503144340738, 0.02232406117769791], [0.015236502687718237, -0.02230672639864524, 0.9996350593957508]]","[-1.983918792996026, -0.17890196270533815, -0.5283307105049406]","[1596.6816654274799, 1754.63666914504, 1582.9100074351202, 1755.5433159847194]"
25,26.550016757155305,"[0.48881532209931755, -1.5520398759279797, 2.3392025873031153]","[-0.28372943678415846, 0.09662044213543902, 0.03436184318277367]","[0.010867659929925205, 0.007358948439326008, 0.000634408182392241, -0.9999135821337278]","[[0.9998907211719812, 0.001428655814542444, -0.014702835924641746], [-0.0011087576182206484, 0.9997628173515416, 0.0217427786940928], [0.01473041405417375, -0.021724104385677956, 0.99965531405476]]","[-2.208707394099113, -0.1757320847050144, 0.03969784374375429]","[1595.8677956955307, 1754.754802869646, 1581.754802869646, 1759.0564964129424]"
26,26.56001742744152,"[0.4857229973568661, -1.55102392636463, 2.3395011591488637]","[-0.30052058792924075, 0.09751772564823265, 0.03645289917771253]","[0.010621084291976998, 0.006738426371986126, 0.0006609079579557675, -0.9999205465376438]","[[0.9999080636303781, 0.0014648496820447092, -0.013461742843098706], [-0.0011785721040761276, 0.9997732615472449, 0.021249387779338737], [0.013489821079621453, -0.021231573860885356, 0.9996833223659612]]","[-2.097282783236434, -0.18776721144739206, 0.3384481225228271]","[1592.7500336228563, 1756.8333109180958, 1583.8333109180958, 1756.4583613523803]"
27,26.57001809772773,"[0.482838633093337, -1.5500992228070425, 2.339773980497661]","[-0.3139742713630989, 0.09820166051803612, 0.03836368530093051]","[0.010370932566214018, 0.006114950156335396, 0.0006940405941684228, -0.9999271623480551]","[[0.9999240119359659, 0.0015148155551966069, -0.012214613819047825], [-0.0012611446123281498, 0.9997836846822089, 0.020748842390954456], [0.012243405211849169, -0.020731866296395205, 0.9997098628360727]]","[-1.4069956427268604, -0.21776437185665232, 0.24744622195040122]","[1591.4413655079288, 1756.896586230178, 1589.6343378332524, 1753.896586230178]"
28,26.580018768013943,"[0.4802203580746321, -1.5492912701864228, 2.3400138536135873]","[-0.3231576036825918, 0.09861261188832053, 0.040043812818823986]","[0.010116205170539917, 0.005487694053769048, 0.0007356600971661382, -0.9999333321266871]","[[0.9999383503232258, 0.001582251382466117, -0.010959772224796759], [-0.0013601928266217987, 0.9997939046811763, 0.020239135644392028], [0.010989540578711607, -0.02022298733422877, 0.9997347575006779]]","[-1.3291123874086281, -0.25329555682741306, 0.27138893052685376]","[1592.447466273758, 1754.3813343156053, 1600.198395874458, 1751.3813343156053]"
29,26.590019438300153,"[0.4769667670708656, -1.548329887826902, 2.3403037088855845]","[-0.33557777333820543, 0.09871036370640486, 0.04225222739660304]","[0.009746640976822152, 0.004589650235250153, 0.0007372066352716807, -0.9999410548969254]","[[0.9999555019158021, 0.0015637937072054957, -0.009164388818888472], [-0.0013848590149968135, 0.9998076376737038, 0.01949889996134429], [0.009193129972487368, -0.019485365878916278, 0.9997665948423862]]","[-2.0398842810392006, -0.3071039922356916, 0.37671158512672953]","[1595.7910962089816, 1752.1412011664672, 1604.4971020413177, 1750.0]"
30,26.600020108586367,"[0.4729392364331956, -1.5471815979146881, 2.340654452239231]","[-0.35194104652312513, 0.09842657696341525, 0.045104199358955044]","[0.009237183011302231, 0.0033617338010920456, 0.0006899364325628533, -0.9999506695159187]","[[0.9999748897488879, 0.001441910696041235, -0.006710389792085074], [-0.0013176988946173634, 0.9998268411572182, 0.018478093438437374], [0.006735882068460067, -0.01846881590793357, 0.9998051906734813]]","[-2.2872220722788192, -0.27778833522739643, 0.4603190312945138]","[1601.982295719242, 1750.2362167017716, 1601.1633792281004, 1750.0]"
31,26.610020778872578,"[0.46898510460979076, -1.5460779308543853, 2.3410107792297583]","[-0.36693213439030437, 0.09882857402905455, 0.048348261499359745]","[0.008822380903405851, 0.0020592228920890757, 0.000631996082072007, -0.9999582177007166]","[[0.9999896317340314, 0.0013002738490831655, -0.004107122285712816], [-0.0012276048542070742, 0.9998424437222605, 0.01764662740969293], [0.0041294251263748125, -0.01764142172649328, 0.9998347617625174]]","[-1.973302156782337, -0.07486297035066533, 0.5880368180700817]","[1605.2981795602493, 1750.4036408795012, 1598.1227244503118, 1750.0]"
32,26.62002144915879,"[0.4651666504387978, -1.5450567491019438, 2.3413774275688173]","[-0.37938673873995893, 0.10049824194402766, 0.05231710203606883]","[0.008582550076426162, 0.0006188241529955618, 0.0005543319715110183, -0.9999619460834737]","[[0.9999968635535953, 0.0011192439325800657, -0.0012280860448168837], [-0.0010979995754537202, 0.9998503091086312, 0.017165133021589438], [0.001247116372434713, -0.01716376088553844, 0.9998501577898358]]","[-1.6495937053178744, -0.06230730144460575, 0.542922496813409]","[1603.2990445707176, 1754.401910858565, 1595.623805713397, 1750.0]"
33,26.630022119445005,"[0.4621100122432263, -1.5442487278297345, 2.3416710903701974]","[-0.38923124882550647, 0.10065885645219352, 0.05427278446543733]","[0.008369034424848766, -0.0005847720933181847, 0.0004867324141428218, -0.9999645743055977]","[[0.9999986117365354, 0.0009636423870587838, 0.0011776497153807256], [-0.0009832182981774668, 0.9998592141789291, 0.01673690663692017], [-0.0011613557940621216, -0.016738045147050986, 0.9998590040790127]]","[-0.996120530075132, -0.4556889006211662, 0.006530809549628813]","[1603.6253218501865, 1754.1105389330016, 1595.6253218501865, 1748.9164520998756]"
34,26.640022789731216,"[0.4604669527514362, -1.5438362339881198, 2.341829325712617]","[-0.3942326290927765, 0.09801936459930545, 0.05249297496539882]","[0.008204347588543208, -0.0013489722497681737, 0.00043780802048269023, -0.999965161137554]","[[0.9999956234062144, 0.0008534506610497793, 0.002705034364573225], [-0.0008977204099473682, 0.9998646402197685, 0.016406942335071506], [-0.002690666647864857, -0.016409304698552937, 0.9998613841192328]]","[-1.08010690331594, -0.5914101450918156, -0.07013784061794404]","[1608.2664906087311, 1745.8595722511445, 1600.2664906087311, 1745.8223395941793]"
35,26.65002346001743,"[0.4566875786120896, -1.542928318855194, 2.3422196817703833]","[-0.40576391956080843, 0.09657504655731929, 0.0542320288649648]","[0.007910934106182415, -0.002984429333079437, 0.0003999317070258342, -0.9999615078343639]","[[0.9999765332649925, 0.0007526133779795499, 0.005974956578624947], [-0.0008470518731737472, 0.9998691811450161, 0.015818872058557573], [-0.00596230124509993, -0.01582364633022828, 0.9998516873988683]]","[-2.6136525015667496, -0.2902973456032346, 0.7529534168424075]","[1609.1232355399593, 1739.9573530777552, 1603.0, 1745.8767644600407]"
36,26.66002413030364,"[0.4498470520196565, -1.5413105082473944, 2.3429426465559917]","[-0.42665200147918264, 0.09684330828315832, 0.0610133069238347]","[0.007433066574040055, -0.005868321557712438, 0.0003778863283308324, -0.9999517787875469]","[[0.9999242303830914, 0.0006684969627551196, 0.011741694868735527], [-0.0008429754620205237, 0.9998826038215126, 0.014860981168141406], [-0.011730459451791917, -0.014869851402089039, 0.9998140150218575]]","[-3.0469040216244814, -0.19550591382566068, 0.9246137135041312]","[1604.5572313945133, 1737.420684108063, 1603.0, 1750.4427686054867]"
37,26.670024800589854,"[0.44409960726951586, -1.5399776238924503, 2.3435745630287457]","[-0.4422419207136776, 0.09637551742453351, 0.06426337346235557]","[0.007088653311204664, -0.00824390128110943, 0.0002993630917820207, -0.9999398229945583]","[[0.9998618470895616, 0.0004818138377880735, 0.016491054537977976], [-0.0007155664702423964, 0.9998972728946941, 0.014171517634999846], [-0.016482566213290726, -0.01418138931410328, 0.9997615283145501]]","[-1.9691949608514936, -0.3576727284278506, 0.16725402092462183]","[1604.9895259249747, 1736.2135375660696, 1601.291699471443, 1752.5729248678608]"
38,26.680025470876064,"[0.4397436903577492, -1.5390074596901906, 2.344090572112801]","[-0.45108711088801423, 0.0949707082913789, 0.06301809578819262]","[0.0069141315639951505, -0.009972383075791662, 0.00014894175171137949, -0.9999250324831003]","[[0.9997984051937576, 0.0001599604346510176, 0.019945330547723204], [-0.0004357619090213463, 0.9999016916116098, 0.013824255849032468], [-0.019941211336256384, -0.01383019706584865, 0.99970283913048]]","[-1.4972283937729203, -0.3827231389154766, -0.10144751849367495]","[1611.7848131270762, 1736.6989152233625, 1597.4086782130994, 1751.6021695532747]"
39,26.690026141162278,"[0.435235609903517, -1.5380180768148792, 2.3446157865942525]","[-0.4598043586372169, 0.09419790539212346, 0.06314785326578824]","[0.006775041354533749, -0.011768893945213089, 7.479103263597652e-06, -0.9999066970263771]","[[0.9997207970229242, -0.0001445126754698348, 0.023535693087291306], [-0.0001744262972339273, 0.9999060083816003, 0.013548642404511676], [-0.023535490402355686, -0.013548994487604134, 0.9996289947640868]]","[-1.5902490543062147, -0.2331915199397455, 0.2684550650667781]","[1615.8076520943164, 1737.9617395284179, 1593.8459125658987, 1749.6535646602151]"
40,26.700026811448488,"[0.4304789353308805, -1.5369972958201066, 2.3451560402080283]","[-0.46831258302991047, 0.09445762993011948, 0.0655240466885099]","[0.006693836705224636, -0.013676545943361332, -0.00011934746343941185, -0.9998825700868276]","[[0.999622899260518, -0.000421764027427012, 0.027348282030654515], [5.556976648155926e-05, 0.9999073801787273, 0.013389365819257008], [-0.0273514776003803, -0.013382836774989198, 0.9995333128484796]]","[-1.6970358827515473, -0.1025700619023551, 0.4070241662218006]","[1615.301059677324, 1740.4947016133804, 1590.8063580639434, 1746.1074177412675]"
41,26.710027481734702,"[0.42580125025825927, -1.5360194432353493, 2.3457058465088463]","[-0.4778342541437549, 0.09541585049856242, 0.06714030168973806]","[0.006606580465174041, -0.015570334242111473, -0.00023428127571644759, -0.9998556906504932]","[[0.9995125588354903, -0.0006742282655562229, 0.03113307899841177], [0.0002627616013955664, 0.9999101356414268, 0.01321854982322844], [-0.031139270190809788, -0.013203958472150147, 0.999425374800037]]","[-1.9779758313955793, 0.04791753408844954, 0.2249818788884017]","[1614.4295987972525, 1744.0914710767406, 1593.5632096219795, 1739.0565229095223]"
42,26.720028152020912,"[0.4212392672067647, -1.5351044712081534, 2.346269645368139]","[-0.48884039893972225, 0.09739721214845579, 0.06764341619408078]","[0.0065104599927931234, -0.017443815309642032, -0.0003317948520944908, -0.9998247794195398]","[[0.9993875788502685, -0.0008906079530060194, 0.03487719731417532], [0.0004363389062256328, 0.9999113800567468, 0.0130302139886695], [-0.03488583786261683, -0.013007062916186994, 0.9993030268472808]]","[-2.1030382651448165, 0.0737907746922945, 0.151794273256316]","[1613.0236869000973, 1749.2464813663096, 1604.8105047992208, 1726.8719531341774]"
43,26.730028822307126,"[0.4167165260657415, -1.5342061019773965, 2.3468290775885845]","[-0.49902363971080577, 0.09832089235841046, 0.06837442277077459]","[0.0063737970452956575, -0.0192921067148854, -0.000397421500728887, -0.9997928073527591]","[[0.9992539395977381, -0.0010406062613858914, 0.03857115289647441], [0.0005487503702784309, 0.9999170597831859, 0.012760287078831437], [-0.03858128523242275, -0.01272961868682003, 0.9991730049078874]]","[-1.883401459817714, -0.2799895253537702, 0.22269298904718227]","[1611.1017438608064, 1752.401162573871, 1611.0537783650805, 1720.844477774113]"
44,26.740029492593337,"[0.41229888383241864, -1.5333521988735301, 2.3473768149407714]","[-0.5070029532746176, 0.09641185717069392, 0.06971577699845138]","[0.006128551977335936, -0.02107293438149143, -0.00037764758564615196, -0.9997579941224024]","[[0.999109394779843, -0.0010134055327654496, 0.04213104034931026], [0.0004968192380776107, 0.9999224136080584, 0.012270053949055816], [-0.04214029808074126, -0.012238221377889217, 0.999034561716563]]","[-1.7253633398480068, -0.43583241245924664, 0.38520698597990055]","[1607.7977501332784, 1750.1985000888524, 1603.8951252887698, 1731.3071245779518]"
45,26.75003016287955,"[0.40714991322455024, -1.5323741087240568, 2.348011710012915]","[-0.5145619556959324, 0.09544451952660345, 0.07251417112613452]","[0.005871911104342779, -0.023104216745486343, -0.00043615551900866344, -0.9997137429365155]","[[0.9989280520930955, -0.0011433931465510663, 0.04619008386762277], [0.0006007295190912117, 0.9999267030759057, 0.01176061451991785], [-0.046200328133363916, -0.011720306393334183, 0.9988594738763344]]","[-1.737525498564786, -0.20004245552453134, 0.7205636982140184]","[1605.778088997416, 1748.3342669922483, 1601.553377018087, 1736.5561779948323]"
46,26.76003083316576,"[0.4011280787002332, -1.5312477973448684, 2.348750630624664]","[-0.5216193032618602, 0.09560112816253342, 0.07705158919683928]","[0.005601668971835178, -0.025434424839241878, -0.0005880953540986326, -0.9996582272474122]","[[0.9987006941756602, -0.001460739175138267, 0.05084487546071309], [0.0008908382613844461, 0.9999317567189263, 0.011229424682187433], [-0.05085805272270323, -0.011169593213858919, 0.9986386284974113]]","[-1.7258498342710562, -0.1975582779027481, 0.6441715863063777]","[1605.2913200820792, 1746.8739602462379, 1604.960759425445, 1735.5826401641586]"
47,26.770031503451975,"[0.39551155552321315, -1.530212547727284, 2.3494429847836775]","[-0.5281055988124951, 0.09441848519936134, 0.0779074494479343]","[0.0053759039398007715, -0.02762438705725782, -0.0007164022265890549, -0.9996023131105708]","[[0.998470064726734, -0.0017292467480633526, 0.05521909978228846], [0.0011352225432005776, 0.9999384775609725, 0.010787112371362118], [-0.05523450502049807, -0.010707951681778209, 0.9984132905046946]]","[-1.6678273430037498, -0.500141309791577, -0.17443428228229507]","[1607.4887618812709, 1742.5540220105481, 1606.042783891819, 1736.722988994726]"
48,26.78003217373819,"[0.3904991563667604, -1.529313027340838, 2.350065930788102]","[-0.5337407308274127, 0.09123966308652529, 0.07327588003105838]","[0.005216432844366341, -0.029605310217066107, -0.0008094837334963861, -0.9995458050800449]","[[0.9982418979677713, -0.0019271003653616075, 0.05917528203605486], [0.0013093639150257752, 0.9999404244106292, 0.010476057168227942], [-0.05919217250619242, -0.010380197100044626, 0.9981887861523614]]","[-1.6807128399732307, -0.6075268581564651, -0.533005786109225]","[1613.6870691378856, 1733.9717504244663, 1603.6588195623517, 1741.0141247877668]"
