,t,p,v,q,R,fa,pwm
4949,76.59,"[0.45322295360034937, -1.5320655276575597, 2.6285375723122746]","[0.4773670767713638, -0.7750981244383048, 0.07200491962440884]","[0.031216285911368873, -0.031076224410412294, 0.010557887765386263, -0.9989735304807702]","[[0.9978453703896418, 0.019153932218332708, 0.06274780731277341], [-0.02303426944329787, 0.9978279208246539, 0.0617122881117604], [-0.06142949514035564, -0.06302468526974876, 0.9961193953655743]]","[-1.707828143971381, 0.5425986941511001, -0.636777993382653]","[1520.0, 1679.1924376431396, 1606.2829176209302, 1713.1924376431396]"
4950,76.6,"[0.45773223283717107, -1.5397284135636595, 2.6287961886923314]","[0.47098278187723885, -0.765623579514062, 0.058052689759470436]","[0.03233724270112963, -0.031054360335153186, 0.010859936189760342, -0.9989348652759172]","[[0.9978342508194555, 0.019688313015074246, 0.0627449272998262], [-0.023705162563418973, 0.997671602880083, 0.06393110161878796], [-0.06134020573067795, -0.06528009510540231, 0.9959787327165233]]","[-1.7845940094837005, 0.5431716016729237, -1.0086000695662225]","[1520.0, 1680.7660097719865, 1616.7733984799104, 1714.7660097719865]"
4951,76.61,"[0.4621818616645521, -1.5472583694242954, 2.6290420805588233]","[0.4648787933192572, -0.75600650534629, 0.04546033713518654]","[0.033378956096404906, -0.030982887284174584, 0.01113334683129691, -0.9989002692779808]","[[0.9978320119575784, 0.020173853426698626, 0.06264086789251845], [-0.02431055916429193, 0.9975235811463348, 0.06599461000589413], [-0.061154389912166825, -0.06737438292577291, 0.9958516053607389]]","[-1.6675912181960728, 0.5609460930961511, -0.5251288695231722]","[1519.7891311006156, 1683.6869511950758, 1623.9456555030777, 1716.9489100472301]"
4952,76.62,"[0.46641472975711906, -1.5543052772287127, 2.6292417334315497]","[0.4597933963847126, -0.7458715010613014, 0.03780957657502517]","[0.034132710757157, -0.030731142578231774, 0.011302692020325533, -0.9988804601740415]","[[0.9978550616900668, 0.020482202011216998, 0.06216505871545047], [-0.024677950814655944, 0.9974137840511305, 0.06749430637620395], [-0.060621892645422476, -0.06888368493618181, 0.995780479496616]]","[-1.5754774156840865, 0.5820853844063321, -0.12322941688970168]","[1518.8119959173334, 1691.5040326613328, 1619.0599795866672, 1721.3460183719997]"
4953,76.63,"[0.47062657910885236, -1.5613269929101643, 2.62939287084898]","[0.4548843096205422, -0.7356700224478133, 0.03162861614491657]","[0.03486518580499604, -0.030534864545411208, 0.011474581856501131, -0.9988594846995671]","[[0.9978718073739135, 0.02079378238884315, 0.06180020498732414], [-0.025052197292467743, 0.9973054009170929, 0.06895009344885902], [-0.060199951273477936, -0.070351592659673, 0.9957039770690427]]","[-1.4903675552283457, 0.5913843777854151, 0.5567741506745225]","[1519.1834912097556, 1697.4927894815332, 1617.4515175059223, 1723.9855789630667]"
4954,76.64,"[0.4747350785296009, -1.5682248379853732, 2.629305455966921]","[0.45084214652652416, -0.7251416870867587, 0.032674717661850275]","[0.03549302820409643, -0.030611318208863425, 0.011658983817414505, -0.9988327741377571]","[[0.9978536810366854, 0.021117773538847175, 0.06197880105607058], [-0.025463727061054216, 0.9972082765394604, 0.07018940592004085], [-0.06032355049022019, -0.07161699337454831, 0.9956060347418013]]","[-1.428284883462874, 0.5972647354721639, 1.1575812895131978]","[1526.1862527487717, 1694.4916059648122, 1631.9572378367416, 1717.983211929624]"
4955,76.65,"[0.4788471332310038, -1.5751068659385636, 2.629221728012654]","[0.44639485784772376, -0.714910109069932, 0.031892116038722995]","[0.036079473588685476, -0.030660364459723324, 0.011839619990266637, -0.9988083349119372]","[[0.9978395837536762, 0.021438602637448494, 0.06210198966109658], [-0.02586344187642473, 0.9971162428224091, 0.07134694375129591], [-0.06039332063414099, -0.0727989720071607, 0.9955164801278308]]","[-1.645522223883798, 0.42726348232616096, 0.15588857255266397]","[1532.9290293525214, 1691.8310855722689, 1644.0, 1713.2533716415967]"
4956,76.66,"[0.48297657166222147, -1.5819115552503165, 2.6291560274837376]","[0.43996668653436616, -0.7061295415346629, 0.02216797522383069]","[0.036463506116005386, -0.030575400740090634, 0.012001843146374662, -0.9987950015016704]","[[0.9978421429336666, 0.021744989263040967, 0.06195237341816834], [-0.026204534510583407, 0.9970526786379569, 0.07210521296414331], [-0.060201856294283665, -0.07357305761942377, 0.995471056854943]]","[-1.8097299826533764, 0.2947163727800529, -0.6348667776122507]","[1538.4005960824277, 1690.8362552577405, 1644.0, 1714.7456171133892]"
4957,76.67,"[0.4870499959891583, -1.5886328466946142, 2.629055616024696]","[0.4336934066138222, -0.697166803540012, 0.013720710685786572]","[0.03682794751630182, -0.03049808387301128, 0.012167337819785821, -0.998782066595253]","[[0.9978437370410019, 0.022058673960770464, 0.0618180746330435], [-0.026551401289662588, 0.9969914078443255, 0.07282402607890871], [-0.06002568231848276, -0.07430834803626508, 0.9954272298237166]]","[-1.704481642430013, 0.39582409238601834, 0.10536700918361497]","[1543.0767261064702, 1689.8465477870595, 1642.6189300835367, 1716.6138088517614]"
4958,76.68,"[0.4908280265122665, -1.5949143343856373, 2.628772154353309]","[0.42823695592386, -0.6872433784894209, 0.0120071312658755]","[0.03708907391037592, -0.030461093150424404, 0.012350085039724354, -0.9987712332232516]","[[0.9978391729214169, 0.02241027186058117, 0.06176343357603097], [-0.02692936680156892, 0.9969437305061959, 0.07333460599552755], [-0.05993122070867992, -0.07483939435877038, 0.9953930233153351]]","[-1.6366778215866629, 0.46777055222989117, 0.6935046680704513]","[1543.5580720266785, 1688.883855946643, 1633.9547035197868, 1720.464576213428]"
4959,76.69,"[0.49463400569650984, -1.6012291369647915, 2.6284932225219957]","[0.42281264118454054, -0.6772829668869018, 0.009969627524803928]","[0.03734863474250329, -0.03042180981872052, 0.01253729459164723, -0.9987604559717104]","[[0.9978346986616236, 0.022771081999759905, 0.06170470296478511], [-0.02731593425226108, 0.9968958306526585, 0.07384186454727017], [-0.05983169961933474, -0.07536749331410363, 0.9953592251387212]]","[-1.6207285646775307, 0.5011958528153548, 0.2652930186430247]","[1544.3385002252246, 1688.1269375844593, 1626.084625056306, 1724.2538751689185]"
4960,76.7,"[0.49875332680114226, -1.6079174440554806, 2.6282650762642916]","[0.4177486134884701, -0.6669078865045084, 0.004300498342285605]","[0.037590643528603265, -0.030356823268539775, 0.012774532861096942, -0.9987503079056858]","[[0.99783050861382, 0.02323487221244677, 0.06159817899503702], [-0.027799402301040717, 0.9968474690899457, 0.07431174512432583], [-0.059677367350933326, -0.07586292206993571, 0.9953307730316695]]","[-1.5803626010128884, 0.5122861450455198, -0.058832191242380816]","[1548.4720412965553, 1689.6770154862081, 1627.1180103241388, 1727.3540309724165]"
4961,76.71000000000001,"[0.5024966152128441, -1.613996675438554, 2.628050713513109]","[0.41340752168840406, -0.6575902100520103, -0.00032349206743668686]","[0.03782345638276937, -0.030294512811985145, 0.012978195970019613, -0.9987408402836373]","[[0.9978276888260533, 0.02363202232896347, 0.06149449482204906], [-0.028215395064888946, 0.9968019761336059, 0.07476532497213674], [-0.05953097390525278, -0.0763379974684976, 0.9953033282618473]]","[-1.1415759504048124, -0.14802218796910926, 0.5946918882570955]","[1550.961906898711, 1691.889794086819, 1628.6673455651144, 1729.4068039421206]"
4962,76.72,"[0.5040492390970477, -1.6165275968679471, 2.6279166497342437]","[0.4132780584323548, -0.6544326822355395, 0.0011412126786539143]","[0.03800269623048252, -0.030247792551414087, 0.012986259295853361, -0.998735336743727]","[[0.9978329058966597, 0.023640676757822842, 0.06140610429356309], [-0.02823866744571901, 0.9967743539635538, 0.07512365987944135], [-0.059432052824800706, -0.07669488258824074, 0.9952817819160853]]","[-0.8276347705197825, -0.6032024185096634, 1.1169975066594393]","[1543.876164813754, 1697.9632873024966, 1633.2224654768725, 1725.3578084650023]"
4963,76.73,"[0.5063965947773228, -1.620337659687405, 2.627697371326898]","[0.411524895416675, -0.6489397271467059, 0.001209584288065092]","[0.03819474909103837, -0.0301768219108623, 0.013037418221446257, -0.9987294836984304]","[[0.9978388056121399, 0.02373651565563039, 0.06127288536891611], [-0.02834690022063173, 0.9967424090571649, 0.07550558838367566], [-0.05928104169786382, -0.07707929977505973, 0.9952610764436469]]","[-1.7083528745586736, 0.6621230838273524, 0.35495526415075496]","[1538.5257881549244, 1702.6494745633838, 1637.262894077462, 1722.087631359154]"
4964,76.74000000000001,"[0.5126047827727997, -1.6303618320201436, 2.6270641175469938]","[0.40188374738117694, -0.6321011921685032, -0.005505474844255547]","[0.03844904797507273, -0.02998804215389115, 0.013297936939885053, -0.9987219327448621]","[[0.9978477104367416, 0.024255859221335666, 0.060922016869079394], [-0.028867905907149525, 0.9966896172008097, 0.076002256824703], [-0.05887684480759487, -0.07759737319875525, 0.995244722110077]]","[-2.303907736301458, 1.5256035116624138, -0.21846006837269805]","[1541.6058718716001, 1700.5960854189332, 1638.8029359358, 1722.6009786452667]"
4965,76.75,"[0.5182181479392983, -1.639411057996462, 2.62646458742109]","[0.39364234703380624, -0.6168683306189545, -0.010908712208604864]","[0.038662556091359865, -0.02981333700024343, 0.013532095733321585, -0.9987158497404091]","[[0.9978561890881991, 0.02472411735006061, 0.06059647521223698], [-0.029334756606230715, 0.9966442727273441, 0.07641894125900325], [-0.05850373357094419, -0.07803268898067153, 0.9952328378310356]]","[-1.6639524252795548, 0.7620407653766008, 0.336810067835831]","[1543.3527203540377, 1698.4606002950313, 1640.3236398229812, 1722.5684802360252]"
4966,76.76,"[0.5217554573223081, -1.6450575177653812, 2.625982759884119]","[0.390286358176729, -0.607239604360708, -0.01173341788982009]","[0.03873369591717524, -0.02968775514887368, 0.013674252888476492, -0.9987148901846575]","[[0.9978633830781193, 0.02501352698294402, 0.06035851495322637], [-0.029613192904544124, 0.9966255102908699, 0.07655592198554143], [-0.05823989754011915, -0.0781797534719289, 0.9952367550634269]]","[-1.2591380275465718, 0.2999339669903329, 0.7634006505611062]","[1540.446299688105, 1696.0385830734208, 1641.7768501559476, 1720.6308664587366]"
4967,76.77000000000001,"[0.5253071784958083, -1.6507116757125417, 2.625512757369036]","[0.38674815434105997, -0.5977962636007993, -0.012952328795674853]","[0.038805054948733105, -0.029555249891551442, 0.013821990408804613, -0.9987140264262984]","[[0.99787097865519, 0.02531464519667548, 0.06010721143708257], [-0.02990221758093625, 0.9966063396683458, 0.07669328058602429], [-0.05796175904782447, -0.07832733010814769, 0.9952414089137639]]","[-1.4064859708561075, 0.27276246094505474, 0.6191261346960069]","[1538.0, 1694.7048254430501, 1643.0, 1719.5481975668167]"
4968,76.78,"[0.5289355220366386, -1.6564067621370697, 2.6251056242920967]","[0.38224117823293613, -0.5893385516398858, -0.01626708875982612]","[0.03887757941930652, -0.029385935345719802, 0.01399939674720549, -0.9987136719886236]","[[0.9978809484930761, 0.025677869791626718, 0.05978479610561194], [-0.03024768593248203, 0.9965850825223528, 0.076832369464385], [-0.05760774547016449, -0.07847791093515484, 0.9952499823486385]]","[-1.4539880440515867, 0.2282490550429661, 0.9286909697926333]","[1538.0, 1699.15695723505, 1643.0, 1723.0109667383722]"
4969,76.78999999999999,"[0.5325450985565638, -1.6620696016913103, 2.624679176897435]","[0.3777200864206731, -0.5806181227558382, -0.019557598043934272]","[0.03893442207754573, -0.029199110164764525, 0.014175658906414585, -0.998714442159214]","[[0.9978928888600574, 0.026041169595030875, 0.059426988213675806], [-0.030588571512805668, 0.9965662864838606, 0.07694090599980188], [-0.05721930386531714, -0.07859657250406799, 0.9952630090258945]]","[-1.4151754297787662, 0.4351230414050108, 1.4451131810452509]","[1548.0087755052111, 1692.1741815964044, 1640.6850451212438, 1728.1106941541602]"
4970,76.80000000000001,"[0.5360362646952481, -1.6675289798531496, 2.624130865956251]","[0.3731099316762881, -0.5702400833651815, -0.022695097839543127]","[0.03889232045546471, -0.028901801759463462, 0.014344701875375274, -0.9987223080374349]","[[0.9979177765451949, 0.026404631258628693, 0.05884554580365389], [-0.03090086380170616, 0.9965631796542603, 0.0768560806406251], [-0.05661395083495309, -0.07851443156022792, 0.9953040923081605]]","[-1.3948506506223606, 0.603230698519284, 1.8110016220176774]","[1621.1678469166752, 1613.042941090127, 1623.7638993526057, 1743.5387976490947]"
4971,76.81,"[0.5395239103780162, -1.672969009377284, 2.6235875562072306]","[0.3682335086561076, -0.5594922854550115, -0.026571194032044124]","[0.03898550676817594, -0.02857765920885985, 0.014511833081513367, -0.998725516180406]","[[0.9979452505025463, 0.026758446917105393, 0.058213977222828533], [-0.03121490502312792, 0.9965388762383188, 0.07704221230060376], [-0.055950972555556616, -0.07870106918180114, 0.9953266976253747]]","[-1.5449072859827329, 0.8587898803757702, 1.6581878569166335]","[1673.5094275235333, 1551.5545752745832, 1609.2539353033474, 1752.429164539748]"
4972,76.82,"[0.5429874625421719, -1.6782766194720309, 2.6230784739331927]","[0.3615347819826677, -0.5462139108212695, -0.0355021429225249]","[0.04000458519877105, -0.028069867438798937, 0.01466588044443232, -0.9986968474205212]","[[0.9979927543773714, 0.02704769032205438, 0.05723998116478944], [-0.03153938393594895, 0.9963678556195835, 0.07908156760085962], [-0.05489317130977231, -0.08072824488065357, 0.9952221968019408]]","[-1.6700960443610646, 1.070526658683887, 1.5176776002223455]","[1583.3789489661538, 1610.811630237722, 1611.2457690836209, 1716.5761564948236]"
4973,76.83000000000001,"[0.5464367011456852, -1.6835593813108376, 2.622540436712782]","[0.3548352647060387, -0.5331535974430361, -0.0444624757769021]","[0.04121527253987571, -0.02738121475200984, 0.014813123322503164, -0.9986639789394065]","[[0.9980592819777602, 0.02732961689858836, 0.05591031957468056], [-0.03184371381249616, 0.9961613464392791, 0.08150921351380574], [-0.05346821191506553, -0.0831316187571716, 0.9951007418418231]]","[-1.619606238739075, 0.8806904474062363, 1.8510168957357536]","[1501.3484669643426, 1662.9397378855533, 1612.2165925121922, 1682.7703017654699]"
4974,76.84,"[0.5497802621903954, -1.6886586875376106, 2.6217886240299357]","[0.3481299103763706, -0.5217032385488224, -0.053639751546091234]","[0.043840615702654066, -0.025357259087481102, 0.014910128431990391, -0.998600103757864]","[[0.9982588642921165, 0.027555155896603584, 0.05195086153287555], [-0.032001867300311154, 0.9957008462986002, 0.08680232679960279], [-0.04933618469021912, -0.08831464675831319, 0.9948594889814578]]","[-1.5605688266351638, 0.7041439370937057, 2.0700951222680484]","[1479.1205654010298, 1662.4345583045688, 1605.649257959395, 1664.0786572690477]"
4975,76.85,"[0.5531285707010204, -1.6937581499739234, 2.6210024019148612]","[0.3416117324278497, -0.5105189154059385, -0.06388140576058424]","[0.04641089828880366, -0.023305675376123693, 0.014982827325857796, -0.9985369140127947]","[[0.9984623005067552, 0.027758537663430928, 0.04793388728831525], [-0.03208508698116354, 0.9952406665562824, 0.09198762048798148], [-0.04515242138791887, -0.09338436012747331, 0.9946033277761608]]","[-1.3861866651991672, 0.5294922043561171, 1.6899566646499569]","[1461.2996729149338, 1658.028777204369, 1598.8447351867255, 1646.3393068309178]"
4976,76.86,"[0.5565060920897463, -1.6988585736241477, 2.620004446094457]","[0.3362453185789689, -0.5009716066434152, -0.08067256624413836]","[0.048642373194851665, -0.021084086281147926, 0.014905961267258265, -0.998477942006724]","[[0.9986575547683982, 0.027715387072807844, 0.04355411281976553], [-0.03181770704624804, 0.9948144712169655, 0.09650811621691241], [-0.04065386749660561, -0.09776523051076169, 0.9943697691909458]]","[-1.2478230426535748, 0.3434022396406933, 1.1839462062819983]","[1470.5967042333823, 1629.6211815091094, 1590.5807073481046, 1634.4597668129004]"
4977,76.87,"[0.5598093748372516, -1.7038549110948464, 2.6189199992680106]","[0.3305610056092986, -0.4918070310005481, -0.10033780756560462]","[0.050723301146443384, -0.018817092463709377, 0.014836994686176516, -0.998423657884209]","[[0.9988484345219713, 0.027718282917687454, 0.03908002327587442], [-0.031536143108636255, 0.9944108939011612, 0.10072830953940189], [-0.03606969787757398, -0.10184506594297528, 0.994143000786221]]","[-1.3430288153397345, 0.16454690307218356, 0.15693710740884015]","[1476.2206844099753, 1605.3195352760877, 1581.6275792133004, 1624.5057456694376]"
4978,76.88,"[0.5628224319417173, -1.7084443381225778, 2.6174974278822702]","[0.32363391023906635, -0.4841386972599763, -0.1312388682070263]","[0.052215686717062296, -0.01637259519851564, 0.014798910013822445, -0.9983877003904819]","[[0.9990174086191973, 0.027840286870709788, 0.034237865837412056], [-0.03125991207723367, 0.9941005764875974, 0.10377840564544416], [-0.031146924841269057, -0.10474759189758645, 0.994002468215723]]","[-1.3957824484711612, 0.010888483165993001, -0.7767488144154839]","[1467.48538198095, 1597.0695274264529, 1569.9805093079335, 1622.079272772486]"
4979,76.89,"[0.5658375994434736, -1.713038349882912, 2.6160094984684337]","[0.3166674743418865, -0.4761184637818034, -0.16100014244968708]","[0.05369067321805308, -0.013891704500530936, 0.014772255128204799, -0.9983505027523972]","[[0.9991752157610692, 0.02800406673450035, 0.0293238449899499], [-0.03098748660161941, 0.9937957978877138, 0.10679379759462097], [-0.026151315698821294, -0.10761464480681086, 0.9938462780229992]]","[-1.3529602817493145, 0.2108911816302672, 0.01732293795854467]","[1458.7811174592023, 1590.0, 1559.1396123241427, 1619.2830102701191]"
4980,76.9,"[0.5688654054534182, -1.717659818170433, 2.6141301603000957]","[0.3094654403537148, -0.465990813020483, -0.18393559302909035]","[0.055061462141914166, -0.011192864935136916, 0.014814049654559134, -0.9983058782782761]","[[0.9993016549255418, 0.0283453146847341, 0.023979172187489847], [-0.030810496720276498, 0.9934886861500433, 0.10960473933188757], [-0.02071643925059807, -0.11026798595959113, 0.9936770378334663]]","[-1.314712861301591, 0.3562617860327686, 0.642789409082976]","[1450.2627292404702, 1590.0, 1553.1266324050378, 1614.272193670865]"
4981,76.91,"[0.5717917608701365, -1.7221319559682704, 2.612243844288996]","[0.30229874039366755, -0.4561984172175933, -0.205637275979749]","[0.05636377874671854, -0.008532579875375278, 0.014847422709230649, -0.9982625651472176]","[[0.9994117736484756, 0.028681395670614562, 0.01870922384451546], [-0.030605109447551987, 0.9932036323779168, 0.112278327065759], [-0.015361796450347139, -0.11278507434659889, 0.9934989144614707]]","[-1.2280843267348134, 0.10439066084653814, 1.3677270139389837]","[1443.4513811760492, 1589.6990792159672, 1547.247698039918, 1611.128452940123]"
4982,76.92,"[0.5741313262406595, -1.7257403664861288, 2.61031716844807]","[0.2953364123877908, -0.44834513548282606, -0.220202849215765]","[0.05727005158297242, -0.006095294005860553, 0.014832085987045829, -0.9982268368220413]","[[0.9994795331763096, 0.028913416952384533, 0.013867840769063451], [-0.030309728160900596, 0.9929941207777127, 0.11415619302298889], [-0.010470103450818662, -0.11451781672223389, 0.9933597971091311]]","[-1.1773223101069445, -0.05023010390495819, 1.901654359288047]","[1446.5135502512665, 1587.6576331658225, 1542.144082914556, 1618.7838756281658]"
4983,76.93,"[0.5766255851813857, -1.729599740116489, 2.6081219226846235]","[0.28781900824066203, -0.4399026142936469, -0.23883506355293968]","[0.05824947937161454, -0.0034310148915893783, 0.014822267309671339, -0.9981835303131091]","[[0.9995318905640201, 0.02919097655852198, 0.008576343821877584], [-0.02999039588312733, 0.9927694305962645, 0.11618563107638445], [-0.005122786406296555, -0.11638905275585086, 0.9931852860862905]]","[-1.3799774865043684, 0.22997307170780568, -0.008141152782767946]","[1449.1811872763776, 1585.0940636181115, 1537.909406361811, 1624.8188127236224]"
4984,76.94,"[0.5797879436127257, -1.7345429876751912, 2.6047667616887957]","[0.27790430932080806, -0.42891525184943013, -0.27503052143432155]","[0.059544852977282334, 0.0002136157072035105, 0.014836280281680483, -0.9981074947081942]","[[0.999543999664487, 0.02964184451723152, 0.0013404253795104046], [-0.029590965653715235, 0.9924529118956554, 0.11887066658085534], [0.0021932711328992646, -0.11885798953083677, 0.9928930510575079]]","[-1.505861682092614, 0.4085962744917666, -1.5375909752612866]","[1450.144896585799, 1580.2755170710054, 1537.4275517071005, 1623.855103414201]"
4985,76.95,"[0.5828476024766258, -1.7393368915374356, 2.601439421242576]","[0.2682073813894411, -0.4182344370148852, -0.3101227788586821]","[0.060796697486909836, 0.003779545789965789, 0.014843309709377625, -0.998031709957289]","[[0.999528923696078, 0.03008775534541251, -0.005739364675031772], [-0.029168619737290614, 0.9921650167782052, 0.12146626584267575], [0.009349061515453944, -0.1212418619677908, 0.9925770945317054]]","[-1.2255488896266873, 0.095300252866791, -0.5267478326931574]","[1450.8218251586472, 1575.8218251586472, 1536.8812167724316, 1622.4654754759417]"
4986,76.96000000000001,"[0.5850986611206268, -1.7429549448210742, 2.59833112458685]","[0.2602250631061175, -0.40996721038496103, -0.3365290393077691]","[0.061705817703654436, 0.00672583105672319, 0.014795354528990156, -0.9979579002936464]","[[0.999463439377938, 0.030360327689885693, -0.011598273579340936], [-0.02870023606951874, 0.9919386971077919, 0.12335863865285561], [0.015250111377048153, -0.12296059443291037, 0.9922860285322618]]","[-1.0552999450679459, -0.08252884840674812, 0.14167674880516756]","[1449.2407990737709, 1574.2407990737709, 1535.827199382514, 1617.7223972213128]"
4987,76.97,"[0.5874723455715611, -1.7467947828470989, 2.594867139989658]","[0.2513641753073392, -0.400526626949557, -0.36397609475853415]","[0.06266152627286375, 0.009776768927580327, 0.014737274004457094, -0.9978755907234571]","[[0.9993693889807875, 0.030637186531740728, -0.017665077973510555], [-0.028186677479663556, 0.9917076256524245, 0.12534498093546273], [0.021358918302393278, -0.12476864924520667, 0.9919508297212628]]","[-1.3625407552793054, 0.39990840638301384, -0.4080626570202135]","[1447.574296016512, 1574.5963899380795, 1533.4036100619205, 1616.3413719091834]"
4988,76.98,"[0.5902932431557958, -1.7514434640688648, 2.5901059707071603]","[0.2392991673021574, -0.38680684171667257, -0.3952189025510737]","[0.06378714135361505, 0.01320937212777312, 0.014642266612780648, -0.9977622822148344]","[[0.9992094877290513, 0.03090417887894572, -0.02449164990133035], [-0.027533826530518654, 0.991420863948939, 0.12767563776285096], [0.02822760322199738, -0.12690197716892182, 0.9915006808680386]]","[-1.5512796137540983, 0.6944623148903906, -0.7480103413283761]","[1445.5960606608064, 1582.0147725219756, 1525.9852274780244, 1627.2216663655643]"
4989,76.99000000000001,"[0.5929812120290433, -1.7559004787439216, 2.585380731683362]","[0.22728937005855027, -0.3738859889320603, -0.42610358143934046]","[0.06491253394217149, 0.016824611321297415, 0.014555373650530728, -0.9976393845645773]","[[0.9990030522489629, 0.031226284328561005, -0.03168013739597262], [-0.026857771714730763, 0.9911419132156012, 0.13000837783380326], [0.03545944214049688, -0.12902882381657754, 0.9909994959275888]]","[-1.4245335004024242, 0.26579010812961457, -0.6311917000255267]","[1444.1916092399265, 1588.0, 1520.5748277197793, 1635.8083907600735]"
4990,77.0,"[0.5951140361239184, -1.7595570442022206, 2.580805546740093]","[0.21551014727679266, -0.36430168529199836, -0.4554926211258163]","[0.06603699734560675, 0.021202585798167226, 0.014502368650423411, -0.9974764401714624]","[[0.9986602653745553, 0.03173185231510425, -0.04038277384862566], [-0.026131231906809983, 0.9908375946267652, 0.13235567349499078], [0.044213545368917744, -0.13112572263264177, 0.9903591327306535]]","[-1.272873382456494, -0.07330917720183683, -0.5097249818506508]","[1445.1834283686155, 1588.0, 1523.5502851058463, 1634.8165716313845]"
4991,77.01,"[0.5970129319238701, -1.762823508264654, 2.576674939520899]","[0.20496937736606988, -0.35556556430905006, -0.481711466163431]","[0.06705597137010966, 0.025061411250694703, 0.014452474742220106, -0.9973293848168616]","[[0.9983254567555176, 0.03218879003812147, -0.048050714265512356], [-0.025466720936836964, 0.9905885988304927, 0.1344781801759072], [0.05192721319567853, -0.13302938252348698, 0.9897501982150888]]","[-0.5443373058236328, -0.5131347545395394, 1.0285120471755729]","[1446.452709877005, 1588.1810839508018, 1527.2675876556136, 1633.1851222213913]"
4992,77.02000000000001,"[0.5978218309344133, -1.7642722817002372, 2.5746158572193876]","[0.2001992204275977, -0.35078157905808227, -0.49315868218460585]","[0.06758341407134615, 0.02650124429385151, 0.014417077071798028, -0.9972563649737528]","[[0.9981776072777854, 0.03233713288137001, -0.05090835852465185], [-0.025172954615300943, 0.990447203460952, 0.13556012066157927], [0.0548057796824192, -0.13403183873564725, 0.9894582757852955]]","[-0.18837481297828573, -0.7304013492787935, 1.914219132737676]","[1449.0148367128418, 1589.2059346851368, 1534.4415427959568, 1628.573293916885]"
4993,77.03,"[0.5990530052141727, -1.7665553413569333, 2.5710736325290964]","[0.1918716018761498, -0.34315501721107655, -0.5123677085766172]","[0.06834213210660027, 0.028892742237619003, 0.014367172960445155, -0.9971328528169664]","[[0.9979033669748932, 0.03260114353577753, -0.055656038521282356], [-0.0247027771080763, 0.9902316540411602, 0.1371225843601555], [0.05958357145112683, -0.13546215626003777, 0.9889749042508919]]","[-1.569877512743708, 0.3849147819153038, -1.3339306403231426]","[1451.5462071749728, 1590.6554486099672, 1540.5462071749728, 1626.20165578494]"
4994,77.03999999999999,"[0.6017371055296411, -1.7717089365629606, 2.5624283474693925]","[0.1713037955246465, -0.3257479783957026, -0.5582828605557448]","[0.06989660110978463, 0.0345586415308518, 0.014267356416964846, -0.9968356113359842]","[[0.997168913710699, 0.033275481076063027, -0.06690408967396014], [-0.02361335474815109, 0.9897864434262141, 0.14033696310717275], [0.07089304855543102, -0.1383647212831456, 0.9878049589355558]]","[-2.410231305072092, 1.0898131484071807, -3.7272075090904186]","[1453.9717539259525, 1593.566104711143, 1542.9717539259525, 1631.5378586370955]"
4995,77.05000000000001,"[0.6042098214170558, -1.7765315246106896, 2.554136154663455]","[0.1517037275956844, -0.3092763615017087, -0.6005426550303812]","[0.07138761805002392, 0.03990896049349876, 0.014174978570556933, -0.996546908030484]","[[0.9964082767708266, 0.03395007338874053, -0.07751846645288948], [-0.022554050874806993, 0.9894013430044577, 0.14341363739836208], [0.08156613827713824, -0.1411508027592879, 0.9866177527840658]]","[-1.6121086144861088, 0.4094568471594231, -1.7144054171684946]","[1455.4957957688152, 1596.5882382697155, 1544.4117617302845, 1636.6722723082462]"
4996,77.06,"[0.6056034059029469, -1.7796642993550404, 2.54764652102518]","[0.1370440279325935, -0.29758013501063973, -0.6241416091431675]","[0.07255470803760779, 0.043648221122378233, 0.01412057576172003, -0.9963017926721184]","[[0.9957768898731088, 0.034470477769718455, -0.08492457339891987], [-0.021802942010138063, 0.9890588529705598, 0.1458054473957873], [0.08902263040577796, -0.1433400953428959, 0.9856472998759487]]","[-1.1078792819328056, -0.04380528338196865, -0.3626266956855524]","[1452.4175957914024, 1600.1794715766973, 1540.8205284233027, 1640.7765389447968]"
4997,77.07,"[0.6069174483629, -1.7826979592485663, 2.541154645599845]","[0.12229304048837324, -0.28610444752219494, -0.6499080638773539]","[0.07371605477079378, 0.04735389797156677, 0.014061086768290501, -0.9960523023809392]","[[0.9951141399951337, 0.03499264077203302, -0.09226086251788597], [-0.021029670626102635, 0.9887308098393954, 0.14818178669016707], [0.09640697388727872, -0.14551839761738716, 0.9846414548554031]]","[-1.1086616053988856, -0.12310090820384345, -1.610354322865092]","[1451.9469543882149, 1605.1518969553954, 1540.1518969553954, 1646.049425671805]"
4998,77.08000000000001,"[0.6079403929593853, -1.7853688911253924, 2.534654565965256]","[0.10720796954882134, -0.2754358608300439, -0.6836068637149934]","[0.07485638306668678, 0.05093666914417491, 0.013982983998675506, -0.9957868012630322]","[[0.9944047635504778, 0.03547401145150138, -0.09935069445490226], [-0.020222272181111608, 0.988386895905831, 0.15050648975537012], [0.10353755688138307, -0.14765750323701482, 0.983588855061839]]","[-1.0347097126376852, -0.24554592992912072, -2.4439360516796693]","[1461.0191266219936, 1615.1790346874666, 1550.1790346874666, 1655.59908065473]"
