,t,p,p_d,v,v_d,q,R,w,T_sp,q_sp,hover_throttle,fa,pwm
10,0.20000000000000284,"[0.3999275146352948, 0.11121235400907181, 2.299186224624655]","[0.4954836428938644, 0.09313538032288726, 2.3576270280227036]","[0.2274828637289825, -0.06557266776976031, 0.4751502344430728]","[-0.09624386959598742, -0.16142369312436267, 0.42078301440555127]","[-0.051430556090343714, 0.15491299533144906, 0.0012612050870521273, -0.9865803264267503]","[[0.9519862158312421, -0.013445962738084558, -0.30579795596163545], [-0.018423083243984423, 0.9946920838768412, -0.10108999551631617], [0.30553849804575123, 0.1018715037473662, 0.9466991929082613]]","[0.19517936090152063, -0.7832680068437297, -0.008922330396725235]",[0.52500604282732],"[-0.064456924655649, 0.18711234805012114, 0.0, -0.9802208761240823]",[0.4565955764246609],"[-2.681630738147037, -0.9170031725773384, 1.453244163333661]","[998.7073661469827, 1210.979266922851, 1019.6814986716964, 1199.1118644073817]"
11,0.21999999999999886,"[0.4044703868134478, 0.109407530755548, 2.3115682445439734]","[0.4933429939331594, 0.09010342008489475, 2.36525770056016]","[0.13601643766250665, -0.09459260313853166, 0.5052770081658743]","[-0.15150715638266454, -0.18058601613614098, 0.43482183343707465]","[-0.05327944964601717, 0.16273283038375191, 0.0012642885319448668, -0.9852249847518427]","[[0.9470233978236522, -0.014849413985155303, -0.320791621861264], [-0.019831848583584548, 0.9943099464839013, -0.10457300742771747], [0.3205221794725608, 0.10539597243261789, 0.9413491951654713]]","[0.16514508527290475, -0.7000420690844807, -0.010355873709314692]",[0.5218547993115712],"[-0.06418502529902599, 0.1861691624071186, 0.0, -0.9804189236951707]",[0.45661487663303146],"[-3.0707381586937306, -0.8160169718938604, 2.2994976712087443]","[981.9158686705488, 1228.0796541108396, 1010.9251364246608, 1210.8936376952545]"
12,0.240000000000002,"[0.406724383258195, 0.10713899652415133, 2.3235425547006434]","[0.48996912726620495, 0.08656445709251154, 2.3734473729925623]","[0.04139549637074734, -0.12409361910662589, 0.5358425003185556]","[-0.20959255206928723, -0.20058444794853164, 0.4491366807712919]","[-0.05472918693011009, 0.1692592521778867, 0.001311630741257486, -0.9840460579188125]","[[0.942691513184567, -0.015945432383429294, -0.3332613687119143], [-0.02110825262494753, 0.99399833427614, -0.10726807002655572], [0.33297423077582805, 0.1081560925801508, 0.936704386130908]]","[0.14310843749256305, -0.6389781494408221, -0.013319623760114268]",[0.5179993616982852],"[-0.06373904353462292, 0.18434663549615904, 0.0, -0.9807918255771823]",[0.4566341768414019],"[-1.2207914869993033, -0.3697791214350019, 0.8149515609936593]","[974.7032033047659, 1229.0438439657191, 1007.0219219828596, 1206.4283285923916]"
13,0.259999999999998,"[0.4071728515565427, 0.10490824781886673, 2.333493265238666]","[0.4841947236038734, 0.0817367997146549, 2.383659220640653]","[-0.033579092993062505, -0.14912724661259683, 0.5452619478249152]","[-0.27998788970248173, -0.22461579630273615, 0.4658497677831093]","[-0.05584648271186939, 0.17390871049471252, 0.001320451668160154, -0.9831719584056818]","[[0.9394999462480091, -0.016827917483042784, -0.342111820124302], [-0.02202084169330306, 0.9937507661573024, -0.10935411546203472], [0.341816849799271, 0.11027266764955601, 0.9332657741706508]]","[0.1360529830768559, -0.570683813458102, -0.007582599098840886]",[0.5180354336493443],"[-0.06353551501800547, 0.18426411193032047, 0.0, -0.9808209920802288]",[0.4566534770497723],"[-0.917187910200763, -0.6617505227955487, 0.8197778937488884]","[968.5434525873345, 1223.6008122644853, 1000.3070257840023, 1199.4530781060103]"
14,0.28000000000000114,"[0.40606467618985237, 0.10145814756799677, 2.3469445481347986]","[0.47743956658922265, 0.07652558988737375, 2.3942547900692843]","[-0.12839440173598385, -0.18179302964531016, 0.5737070230599328]","[-0.35197647953675926, -0.2490894832556367, 0.4826267780823051]","[-0.05715818223105773, 0.17921055032623792, 0.001354166835907376, -0.9821452455560374]","[[0.9357580860482354, -0.017826721547398318, -0.3521763833423472], [-0.023146675625702683, 0.9934568131527839, -0.11178991187792486], [0.351866776483235, 0.11276063581351087, 0.9292276379919567]]","[0.12407251982240511, -0.49036035947483103, -0.005286275055505878]",[0.5134195807206356],"[-0.062220681491559196, 0.1817123966748852, 0.0, -0.9813782920830608]",[0.45667277725814276],"[-2.5960901422171734, -0.28700181324624063, 2.4100396378162934]","[968.8101433173033, 1208.7906112323674, 995.0739912002595, 1188.7892126076156]"
15,0.29999999999999716,"[0.4028688431733814, 0.09737749138325083, 2.3609550834785606]","[0.4709042653165305, 0.0720765744165336, 2.4026713851277375]","[-0.22531156026913124, -0.2040490025973426, 0.595547985376777]","[-0.40740211034526663, -0.2677775051619612, 0.49506459311586826]","[-0.05831062301609993, 0.18364959869935557, 0.0013783461919761786, -0.9812581108884639]","[[0.9325385340002634, -0.018712418272654612, -0.3605760610206803], [-0.024122471794610027, 0.9931926266920806, -0.11392927812096479], [0.3602545721199363, 0.11494180902106563, 0.9257420761636618]]","[0.10192392131846416, -0.4137903626183411, -0.005943486922840126]",[0.5091895825851402],"[-0.06254037508145296, 0.17796628084633054, 0.0, -0.9820460485472728]",[0.4566920774665132],"[-2.661889377428375, -0.615740152924876, 1.9029041946199072]","[969.9565678587434, 1203.6906105484547, 994.9159386665611, 1185.859992542509]"
16,0.3200000000000003,"[0.3978973263975135, 0.09284970470707196, 2.374667079659747]","[0.46256249918781855, 0.06678680149329734, 2.41221039411165]","[-0.3246159195634326, -0.2415125209761371, 0.6141383690878547]","[-0.46869500458210334, -0.2883179799672036, 0.5084295980296104]","[-0.05911745906286299, 0.1870350528889026, 0.0013794991944615493, -0.980570831481543]","[[0.9300300154912718, -0.019408680820677666, -0.3669653396292428], [-0.024819467509242788, 0.9930044895774824, -0.11542168256710265], [0.3666391296806195, 0.1164537413862879, 0.9230440735952283]]","[0.08208155668010064, -0.3181566441253463, 0.0006236346209450641]",[0.5045164681936936],"[-0.05984625022100928, 0.17322090983210303, 0.0, -0.983058457768466]",[0.4567113776748836],"[-2.1458731709868015, -1.5316482338077546, 1.0005725283498776]","[969.0276612683634, 1195.3482282598657, 985.9920822670659, 1186.2740248116907]"
17,0.3400000000000034,"[0.3910136164688159, 0.08780389127877607, 2.3886447484223594]","[0.4528358391002889, 0.06097073037010819, 2.422243874049682]","[-0.4152000302360921, -0.27192232683821616, 0.6202711665091922]","[-0.5314853623539505, -0.30923051775290894, 0.5217194837508744]","[-0.05985440967497887, 0.1895546356111599, 0.0013629980678752217, -0.9800426614313037]","[[0.9281333509374805, -0.020019769123391092, -0.37170642203148585], [-0.02536295413925572, 0.9928301699857593, -0.11680302470834213], [0.37138009625252266, 0.11783647511672134, 0.9209719657498662]]","[0.06088847119044932, -0.2401318037445036, -0.00039708043341818737]",[0.5017327938248475],"[-0.05801965758460181, 0.1688052172653982, 0.0, -0.9839387151521788]",[0.45673067788325417],"[-0.6104692349679297, 0.775484838463699, 0.9397316770676909]","[968.062993436111, 1178.5686031426737, 972.3967722141583, 1182.1303949430865]"
18,0.35999999999999943,"[0.3831807994616061, 0.08273468118289622, 2.4014096898617248]","[0.4412884143172473, 0.05445027055541693, 2.432965977266767]","[-0.4982994922262811, -0.285556108555588, 0.6343782823669398]","[-0.5963984616227538, -0.33069014454373113, 0.5349637587014561]","[-0.06020256825351751, 0.19109570706687926, 0.0013604973672857916, -0.9797223310723295]","[[0.9269607750136418, -0.020343085391105967, -0.37460527404218147], [-0.02567472399948598, 0.9927472150837839, -0.11744363059902618], [0.3742776522997304, 0.1184835714244826, 0.9197157784711757]]","[0.04466349643797804, -0.16026379150521758, 0.0020835533029131153]",[0.49861657732890063],"[-0.059238107223036775, 0.16540217211110758, 0.0, -0.9844435770605489]",[0.45674997809162454],"[-1.5492007715255038, -0.10574869833366218, 1.7085894999389417]","[957.7700688939382, 1167.9526994033529, 966.3188482929019, 1169.0236981251905]"
19,0.38000000000000256,"[0.37244439258680223, 0.07644160520995369, 2.4161652409137755]","[0.4282373879347484, 0.04734303910899521, 2.444272480250087]","[-0.5979923544524783, -0.3246925101538987, 0.6445817020864819]","[-0.6630857699615456, -0.3526116244312963, 0.5481841198324454]","[-0.060444213044644986, 0.1921897381387322, 0.0013615252387104274, -0.9794935759547982]","[[0.9261224190304945, -0.020566304504469744, -0.3766618203858347], [-0.025900725403738493, 0.9926892041409905, -0.1178860944035519], [0.37633263509945764, 0.11893277911994003, 0.9188191207512729]]","[0.023191044204343262, -0.09039574433051484, 0.0025060942151757617]",[0.4935919577045597],"[-0.05543111642432732, 0.15841093383342134, 0.0, -0.9858059588881971]",[0.456769278299995],"[-1.907117367106821, -1.4995491502222769, 0.7588723889952114]","[944.0097746764478, 1170.071540710786, 957.2577596601399, 1165.9255584625755]"
20,0.3999999999999986,"[0.36015171507336635, 0.06978281067576095, 2.4306016079108748]","[0.4151171946698523, 0.04048138631328439, 2.454762229723591]","[-0.6835173269609067, -0.3522203459554817, 0.644069621155627]","[-0.7227789116147226, -0.37208621401300185, 0.5595605803138498]","[-0.060530799269376066, 0.19257397974427495, 0.0013756127990800415, -0.9794128271380481]","[[0.9258268336376122, -0.020618728183622665, -0.37738538575355807], [-0.026007899465999736, 0.99266835366633, -0.11803946802007861], [0.37705231798470407, 0.11909909694530263, 0.9185026629383792]]","[-0.00016402370999900676, -0.030001580153190696, -0.002072986985316104]",[0.490822147194265],"[-0.05334816825141189, 0.15270082841800214, 0.0, -0.9868293003918266]",[0.45678857850836546],"[-0.24055325578267883, 0.5877423579803942, 0.1911405224591718]","[927.9489351952576, 1182.2024716167277, 946.6461215712869, 1169.6566920526839]"
21,0.4200000000000017,"[0.34733354054705584, 0.06326833598387409, 2.4437569909346624]","[0.39971949819868297, 0.03269929810755413, 2.46623513902439]","[-0.7655272711314797, -0.36919388067986236, 0.6456572199419641]","[-0.785648592385026, -0.3924384058687781, 0.5710511530812146]","[-0.06028961272154461, 0.19210866033447724, 0.0014389827799908708, -0.9795189265878875]","[[0.9261843568990525, -0.020345291727970557, -0.3765216489471657], [-0.025983335200111004, 0.99272615684584, -0.1175567513665968], [0.3761746260890912, 0.11866251558303051, 0.918918823437707]]","[-0.0229718755524305, 0.05296890344456041, -0.005499764833676803]",[0.4881306078107789],"[-0.05309429591709363, 0.14703758350754462, 0.0, -0.9877001097233936]",[0.45680787871673595],"[-1.5958108920763578, 0.4022552145743825, 1.489245616191397]","[934.0168195841028, 1164.4861974543965, 974.8242572359167, 1127.2299905429586]"
22,0.4399999999999977,"[0.33061518651823896, 0.05515122762216864, 2.4591368967086593]","[0.38286909415868464, 0.02437387263256867, 2.4781997053901326]","[-0.8620273417496516, -0.3962990702872754, 0.6563883451814506]","[-0.8492799849847028, -0.41291199256777417, 0.5822934756052079]","[-0.05990891482167193, 0.19096508640490395, 0.0014542438508371547, -0.9797657992708034]","[[0.9270603204450565, -0.02003138541298899, -0.374376365370617], [-0.025730658968389455, 0.9928174927461008, -0.11683799202214594], [0.37402787668665805, 0.1179488312326616, 0.9198863939451912]]","[-0.0307428972171665, 0.11851918202005352, -0.0010849147210981718]",[0.48229507028771484],"[-0.05074395256710205, 0.13823602029808574, 0.0, -0.9890907304508224]",[0.4568271789251064],"[-0.8536571727059581, -0.03004883900377564, 1.0823937813495412]","[921.4562713908457, 1159.7774652736575, 937.4066897453006, 1145.0112033326595]"
23,0.46000000000000085,"[0.3158134406324725, 0.04829784236779911, 2.471329963100096]","[0.3648897057701333, 0.015773059467046983, 2.4900917833862253]","[-0.9339506907226163, -0.4180818738290619, 0.6504992871081654]","[-0.9093111507425948, -0.43202525854209706, 0.5922746960084938]","[-0.05948938621391674, 0.18964776704211947, 0.0015183270590196972, -0.9800468446004276]","[[0.9280622238222429, -0.019587995229823706, -0.37190804003991845], [-0.025540121802878513, 0.9929168007661499, -0.11602887581956511], [0.3715467426606662, 0.11718066516509598, 0.9209888603121421]]","[-0.0452913775019554, 0.1589537601240852, -0.0037254161977841862]",[0.48054690350564644],"[-0.04897000401363473, 0.1327158512933329, 0.0, -0.9899395716367696]",[0.4568464791334768],"[-0.3428664919241946, -0.5241161543281083, 0.4705263681088283]","[911.0829808439929, 1155.9046124822428, 940.5051330257054, 1124.852674008972]"
24,0.4799999999999969,"[0.29522588115319, 0.03906425997138028, 2.4869231225877346]","[0.34503439126065066, 0.0064104130576650535, 2.5028050946772287]","[-1.0228457911317335, -0.4501775798041958, 0.6524338594073668]","[-0.9717512495340472, -0.45179491498099705, 0.6023141627981216]","[-0.05869949640126749, 0.18711257601705628, 0.0016813686267400185, -0.9805809001367213]","[[0.9299705894865073, -0.01866939204214943, -0.36715542741872054], [-0.025264263888030908, 0.9931015599384598, -0.11448999960748704], [0.3667606454521024, 0.11574842046742137, 0.9230849817319005]]","[-0.06918909285211905, 0.24998549645203372, -0.006735694667403848]",[0.47556178223849044],"[-0.04490478463226503, 0.12322070665981619, 0.0, -0.991350114167927]",[0.4568657793418473],"[-1.2476723009613, -0.060180072738327706, 0.7438048075699513]","[912.7735320819911, 1136.8403767195052, 942.6159983748524, 1100.2851632517618]"
25,0.5,"[0.2754190382808594, 0.030410143201533357, 2.5006093862354537]","[0.3275746265761838, -0.001632708119124764, 2.5133967204522194]","[-1.0999063480381663, -0.4652966979406505, 0.644843052870752]","[-1.0210968645132927, -0.4672517225326083, 0.6097316509148303]","[-0.05795901164380126, 0.18403974388663208, 0.0017654410281255546, -0.9812055867440779]","[[0.9322499063766355, -0.017869002117967013, -0.36136629620323646], [-0.024798044517423026, 0.9932726669748971, -0.11308958942479935], [0.3609570033348142, 0.11438923468345208, 0.9255376458792305]]","[-0.07917403735668947, 0.3290701652581706, -0.003896375324150258]",[0.47292593065248795],"[-0.04375254546090281, 0.11481640760770681, 0.0, -0.9924156392157238]",[0.45688507955021773],"[-0.30222833603055044, 0.7947338762241367, -0.006183478927223263]","[911.9422513460815, 1128.486193190067, 923.9595677747467, 1107.0499037451118]"
26,0.5200000000000031,"[0.25276239610967627, 0.020818502694190884, 2.515009269695426]","[0.3079470473114282, -0.01055134630660634, 2.5249223335867583]","[-1.1766142006662677, -0.48796894550681463, 0.6357739516445615]","[-1.0728774732058126, -0.4833491968415056, 0.6171373703487935]","[-0.056991555893755104, 0.18017426684923035, 0.001863409773745946, -0.9819788449748775]","[[0.935064250690743, -0.016877165644832635, -0.35406703415415197], [-0.024196481554184402, 0.9934937086736763, -0.11125752748009289], [0.35364223966505837, 0.11260048143939035, 0.9285751203963307]]","[-0.09543463351369995, 0.390948966335872, -0.003830898160876097]",[0.4699749115575631],"[-0.040769422211549736, 0.10545489409269487, 0.0, -0.9935770720127549]",[0.45690437975858816],"[-1.129903716323085, -0.7094562690674548, -0.8505727717044884]","[909.889430728147, 1119.795227752314, 905.5542400112662, 1113.795237821258]"
27,0.5399999999999991,"[0.2262052298109114, 0.009716656564462077, 2.5305430470545636]","[0.28561621928970227, -0.02054149969126811, 2.537549952105122]","[-1.2559925210011111, -0.5169458033288221, 0.6165896036117047]","[-1.1269428765148664, -0.4999871486181977, 0.6243442645368529]","[-0.05575873139944528, 0.17516630891766355, 0.0019333374208699713, -0.9829552731735142]","[[0.9386231316134721, -0.015733333913008875, -0.3445768949498259], [-0.023334870763680158, 0.9937715309185978, -0.10893936694928831], [0.3441456931820067, 0.11029398926891305, 0.932412534946087]]","[-0.10556203767280967, 0.46761205506293796, 0.0007798929467983237]",[0.4675671829396598],"[-0.03598701093243478, 0.09406327813823197, 0.0, -0.9949076251019463]",[0.45692367996695865],"[0.3791486277315439, 0.19369695888808236, -0.6295640397399858]","[909.0898829132764, 1106.157189918633, 887.6964873982913, 1116.6404683468945]"
28,0.5600000000000023,"[0.20552764472903065, 0.001342249675129534, 2.541728737392478]","[0.26217612804127766, -0.030835559619324313, 2.5502095064699777]","[-1.3115096326100117, -0.5295338720353522, 0.6092357589804879]","[-1.17752545841289, -0.5153203186713424, 0.6303657795502802]","[-0.054686882455956896, 0.17089172158358906, 0.0020506935415763954, -0.9837653944989587]","[[0.9415768206766392, -0.014656268300024956, -0.33645901587389415], [-0.022725873663726436, 0.9940034714627417, -0.10689723188688456], [0.33601043172724865, 0.10829901808592592, 0.9356039211391387]]","[-0.12876163249333905, 0.5214710321390966, -0.0020797790547340362]",[0.4659018989279213],"[-0.03453375678191863, 0.08740421938801975, 0.0, -0.9955675759614075]",[0.4569429801753291],"[0.5700424977618805, 0.5388221009065379, 0.018286891172323294]","[899.612805136655, 1103.218456115787, 905.8318334913479, 1082.5951901151068]"
29,0.5799999999999983,"[0.17802537547987327, -0.009632087968017858, 2.5556870086163683]","[0.23584359673246355, -0.04229789305121071, 2.564115561793498]","[-1.3833162447083642, -0.5529368781799411, 0.5976756515728515]","[-1.2309801468183863, -0.5313823036832548, 0.6362902793413826]","[-0.053106763577463474, 0.16483293760869838, 0.002206190816653739, -0.9848842047236364]","[[0.9456424604531497, -0.01316180271887065, -0.32491704064622096], [-0.021853172670585078, 0.9943415984192305, -0.10388071939640385], [0.32444838602979376, 0.10533533104934133, 0.9400115383336435]]","[-0.159103510464175, 0.6043824588726142, -0.006156904305767562]",[0.462987712784813],"[-0.030389455120950894, 0.07602416093924548, 0.0, -0.9966243590224272]",[0.4569622803836995],"[0.002451119292743442, 0.062404741687587695, -0.008010156552188619]","[902.7231889334716, 1092.5758538635346, 905.0040918608261, 1071.0747665945632]"
30,0.6000000000000014,"[0.153810386538668, -0.01921812873079554, 2.5671062343302395]","[0.2092693393908733, -0.053678886575915505, 2.5775718433962647]","[-1.4392572935436236, -0.5681939557359453, 0.5912282575516973]","[-1.2785208749325323, -0.5453827966243541, 0.6406788430121466]","[-0.05155201603736216, 0.15907605336065217, 0.002336963787085599, -0.9859104063989534]","[[0.9493662876507227, -0.011793308673886838, -0.3139104232235455], [-0.02100945634214764, 0.994661448441292, -0.10090782821196952], [0.3134285224450232, 0.10239484811635487, 0.9440619897351742]]","[-0.17346590784949792, 0.6681154130402647, -0.006300524565333599]",[0.4606031418980377],"[-0.02771043109084929, 0.06726835667642386, 0.0, -0.9973399434670168]",[0.45698158059206995],"[0.518866937803887, 0.7504994986726541, 0.7329493884055545]","[908.1351078872455, 1083.2250569889843, 916.9333539887264, 1050.320607803864]"
31,0.6199999999999974,"[0.12302034279367484, -0.03125541504187936, 2.580817826454]","[0.18188087364049582, -0.06531770747813549, 2.591159144356804]","[-1.50312465280746, -0.5840893322564694, 0.5853111010310826]","[-1.3243108261069623, -0.558706697220195, 0.6444074834645448]","[-0.04960249096629575, 0.15141861786957178, 0.0024745068798492265, -0.9872145869428017]","[[0.9541193267608783, -0.010135742675453894, -0.29921082000142596], [-0.019907219824563796, 0.9950537082158182, -0.0971872324379404], [0.29871985318081096, 0.09868597808456246, 0.9492107589093521]]","[-0.18262514017946602, 0.7421700060019952, -0.0021971638050554475]",[0.45833085479708435],"[-0.024357215357142463, 0.05542110679438894, 0.0, -0.9981467391631221]",[0.4569998836883131],"[-1.340794376959952, -0.12921026307477357, -1.0304892009467999]","[910.8368418300392, 1075.787210124063, 923.6272793588213, 1038.8517581467354]"
