,t,p,p_d,v,v_d,q,R,w,T_sp,q_sp,hover_throttle,fa,pwm
10,0.1999999999999993,"[-0.2723269607306106, -0.011643681005811207, 2.249262294828674]","[-6.255258829569732e-05, 2.508990841996981e-05, 2.239977236935548]","[0.02095902455667579, -0.001985601517743818, 0.03741626343439986]","[-0.0035321026024499377, 0.0014177009564862876, -0.0012883793989222167]","[0.007887407450703767, -0.07680790817673964, 0.004062858595582039, -0.9970064136989083]","[[0.9881680385745979, 0.006889761621041691, 0.15322004499232839], [-0.00931302268994644, 0.999842525698984, 0.015103472291727336], [-0.15309186330769659, -0.016351710971505506, 0.9880766298219464]]","[0.002200884558607335, 0.09319881029055692, -0.008701369779624659]",[0.4230213540707194],"[0.012900153341613962, -0.07424218975391737, 0.0, -0.9971520224105629]",[0.4323870238883031],"[-2.833061805533623, -0.1451113656020115, 0.9139279422966524]","[845.6605719683943, 991.9843676371842, 857.1099099752704, 969.5959878543111]"
11,0.21999999999999886,"[-0.2717528919095815, -0.011557604340265452, 2.2509533875013057]","[-0.00016550040797749392, 6.643237341468068e-05, 2.239939617563983]","[0.03230583549773322, -0.00240749963038733, 0.033268198147054666]","[-0.007416325070484373, 0.0029797771073804095, -0.002714717276964869]","[0.00771233096998824, -0.0775607215623213, 0.004107042342159764, -0.9969494183406236]","[[0.9879350894526301, 0.006992679038313528, 0.15471158223497156], [-0.00938537485815243, 0.9998474604131846, 0.01474051741407047], [-0.15458488275556959, -0.01601469808425014, 0.9878498649482493]]","[0.010895687137787598, 0.07023450074545814, -0.006305627504221257]",[0.4200778766862538],"[0.01591140761919918, -0.06546255693338655, 0.0, -0.9977258660405328]",[0.4323870238883031],"[-2.508255039499089, -0.8967607652077721, -0.21656873142989852]","[845.2282327383326, 993.4564654766652, 844.9799927586092, 972.4294181541684]"
12,0.23999999999999844,"[-0.27085653901571694, -0.011488384787010126, 2.2529117718206524]","[-0.0004075380052095389, 0.00016374990366513706, 2.2398508011503875]","[0.03934615929271382, -0.007719269824460388, 0.02045464468483603]","[-0.014485862532899258, 0.005827841705257468, -0.005326337127875986]","[0.007491804481582254, -0.07793077033378493, 0.004160632041660659, -0.9969219992401476]","[[0.9878190838795599, 0.007127967037270308, 0.15544414001051518], [-0.009463335415029537, 0.9998532395404136, 0.014289006883226468], [-0.15531945744341144, -0.015585971923554643, 0.9877414513287516]]","[0.01553435890440363, 0.03728393060461646, -0.00399632894604544]",[0.41773787707663057],"[0.02054708729994764, -0.05588328136242269, 0.0, -0.9982192005789208]",[0.4323870238883031],"[-3.4778564972001247, -0.35259442229770793, -0.19710825572327906]","[846.9329591772369, 979.0347769965379, 834.8995276252764, 979.3889237735399]"
13,0.26000000000000156,"[-0.26998076670258253, -0.01149333069638864, 2.2545851898551366]","[-0.0007399763345320666, 0.0002975821688909379, 2.239728290258472]","[0.03896943396851434, -0.001885369694683271, 0.014084650726525896]","[-0.02238446120143393, 0.009015669597110322, -0.008262258837442055]","[0.007382953224646218, -0.0780014214804606, 0.004181576174090783, -0.9969172111821049]","[[0.9877967266171506, 0.007185608823147926, 0.15558366390367864], [-0.009489132208132548, 0.9998561541264609, 0.014068048506788656], [-0.15546017437848422, -0.015372724049220285, 0.9877226817791155]]","[0.008052878532761713, 0.014104718578482688, -0.0012765088744941828]",[0.41430274602187045],"[0.023395297358135305, -0.046800617245086766, 0.0, -0.9986235056645947]",[0.4323870238883031],"[-4.197066735135856, 0.3713640199010975, 0.7185787008496867]","[870.7590406741076, 946.1547158201125, 836.9171411465136, 966.1408101818996]"
14,0.28000000000000114,"[-0.26909092449312283, -0.01144744450169053, 2.2561794183795]","[-0.0013214933702461414, 0.0005319514953215172, 2.2395131639972603]","[0.03637980032046066, 0.0016947277743089343, 0.009489802746370447]","[-0.03421254908546464, 0.013797333868640292, -0.012683545836691776]","[0.007590936545194907, -0.07790016568884496, 0.004234345921178714, -0.996923285418431]","[[0.9878272938273819, 0.007259965665470848, 0.15538526352872303], [-0.009625306523887614, 0.9998489208208146, 0.014475450302389668], [-0.15525669292393077, -0.015794875297764494, 0.987747908562876]]","[-0.02059515698159731, -0.02674785298146083, 0.0021496109923460943]",[0.41026103184417295],"[0.02725357323400738, -0.03697628200612133, 0.0, -0.9989335086627075]",[0.4323870238883031],"[-3.920668500010362, 0.23018883597043155, 1.278238554957312]","[852.4222917156989, 953.2154443624635, 832.4685399167882, 956.9582992871298]"
15,0.3000000000000007,"[-0.268257116191652, -0.011222270741681974, 2.2575617966226114]","[-0.0020792299366846627, 0.0008377277764778278, 2.239231642658521]","[0.038563566817417495, 0.007458673137121323, 0.006490806526355173]","[-0.047486682217095705, 0.01917370026424156, -0.01767701154330028]","[0.008034399274600753, -0.07720180221925775, 0.004292339959862683, -0.9969737688032342]","[[0.9880427048051958, 0.007318160486041495, 0.1540053161799903], [-0.009799240901034597, 0.9998338381935913, 0.015357417888459096], [-0.15386737068775086, -0.01668292341101564, 0.9879504500264505]]","[-0.05243308094339522, -0.09570627981826663, 0.005003023962975767]",[0.40555989295113826],"[0.03111123218007764, -0.02503937877899337, 0.0, -0.9991893858240662]",[0.4323870238883031],"[-3.1307648518985083, 0.5739566240539327, 0.6160944814158213]","[815.8127536593796, 985.1275750852192, 822.3005096685476, 959.213237182217]"
16,0.3200000000000003,"[-0.2673821503513909, -0.011011776484069204, 2.258760907909222]","[-0.0032602920449694575, 0.0013150048442510404, 2.2387907400688944]","[0.04486596457173207, 0.013801457046500085, -0.008474885462766618]","[-0.06544288416961487, 0.02646174992957176, -0.024479716729067708]","[0.008747999334489623, -0.07574857052735552, 0.004288040232551012, -0.9970790829066569]","[[0.9884869918363625, 0.0072257335559539285, 0.15112965401201295], [-0.009876327334201315, 0.9998096287255256, 0.01679526847144286], [-0.1509796069196105, -0.018094520143360972, 0.988370711429722]]","[-0.07668995033087622, -0.16459472051417473, 0.011094542798212351]",[0.402071573219345],"[0.03518710387948693, -0.011003148307530304, 0.0, -0.9992962276808048]",[0.4323870238883031],"[-2.719755258594965, -0.37487261353045237, 0.7559266857567941]","[821.6253039097938, 964.3420049088502, 816.1856856312394, 949.6569356654588]"
17,0.33999999999999986,"[-0.266533158423998, -0.010886789609990536, 2.2596540754205083]","[-0.0049040734427636045, 0.001980175595307467, 2.2381742687793365]","[0.05094966945473553, 0.00895538813019247, -0.012870417754381115]","[-0.08750731485656485, 0.03543645702554181, -0.032898924482385794]","[0.00971166907530953, -0.0739894961250813, 0.004321871622806496, -0.997202289250979]","[[0.989013598092454, 0.007182437549391591, 0.14764893500688836], [-0.010056683555054336, 0.9997738561336843, 0.01872945106131572], [-0.14748104465894168, -0.020008543476070683, 0.9888623222086455]]","[-0.115695146429308, -0.23710857040938899, 0.010121330165478348]",[0.3970927195637212],"[0.04218654815208658, 0.0038402655197159984, 0.0, -0.9990916327181959]",[0.4323870238883031],"[-2.9918542428122046, -0.7807504152932337, 1.5617051121895358]","[827.4534888876881, 941.186992729735, 820.6592818267711, 927.1066357641598]"
18,0.35999999999999943,"[-0.2651889483189226, -0.010617444768423105, 2.2607275072717283]","[-0.006938891280851941, 0.0028046654203939666, 2.237407759266216]","[0.051472558454633395, 0.010925856050136446, -0.023484979070609414]","[-0.11210794117051097, 0.04546333337544732, -0.042350229777921994]","[0.011526743646744799, -0.07012546134113361, 0.0043730720777355415, -0.9974607157923375]","[[0.9901240412803562, 0.007107298777761235, 0.13999560029076763], [-0.010340571641717075, 0.9996934702987743, 0.02238162054341522], [-0.13979397116761244, -0.02360827533113216, 0.9898965571609548]]","[-0.15475196716806316, -0.34004441500199295, 0.011780510190576746]",[0.39316565497593764],"[0.04799622474162357, 0.018471890811947576, 0.0, -0.9986624365514798]",[0.4323870238883031],"[-3.846115619201818, -0.059558440246267275, 0.7536538123857426]","[839.578356774324, 910.0944481725296, 799.489441328543, 928.3734742649816]"
19,0.379999999999999,"[-0.2641813640271597, -0.010394127655690488, 2.2614019362960533]","[-0.009126308612725183, 0.0036923489979708026, 2.236579506006534]","[0.043742372859305635, 0.014826636722883457, -0.03908447400416111]","[-0.1357247886279307, 0.055113431430552015, -0.051499268049405085]","[0.013178800421862542, -0.06605478340939074, 0.004382046945621206, -0.9977187482751402]","[[0.9912339446935766, 0.007003055172012747, 0.1319236918858768], [-0.010485146401859618, 0.9996130519549812, 0.025718562197571588], [-0.1316926913973345, -0.026876382845102752, 0.9909249878033254]]","[-0.18521055037185527, -0.44129850214257105, 0.015392490342685665]",[0.39009431251352794],"[0.05359786902781675, 0.03187309848086993, 0.0, -0.9980469262185143]",[0.4323870238883031],"[-4.165726238319377, -0.030754039632684638, 0.8915239221869697]","[834.3555752670326, 893.20041640487, 796.0157001884936, 911.540291483409]"
20,0.3999999999999986,"[-0.2634134445776525, -0.010041130960886059, 2.2616999196076955]","[-0.01178718166150257, 0.0047739098394524735, 2.235566530495304]","[0.03661803700501895, 0.018262304509390766, -0.05140273365114872]","[-0.16166233748325062, 0.0657391679146943, -0.061632966762224614]","[0.01537343616363025, -0.0609138453085504, 0.004387935128980993, -0.9980035130673105]","[[0.9925176041092005, 0.006885439123004492, 0.1217193785059351], [-0.010631259572333483, 0.999465912130794, 0.03015091459509665], [-0.12144954794355294, -0.031220058601779458, 0.9920834269796384]]","[-0.23146580526527816, -0.5526964704512914, 0.022757004267993045]",[0.3868512962949052],"[0.05962411427831401, 0.046059115389216546, 0.0, -0.9970886076302496]",[0.4323870238883031],"[-3.710964302246389, -0.7901048273590018, 1.052207461390232]","[812.9891161353718, 904.6907627544382, 793.350976720611, 905.3383230296926]"
21,0.4200000000000017,"[-0.2626520457617706, -0.009647544406543498, 2.2618925841045083]","[-0.014484867035245739, 0.005871639406812009, 2.2345357692189003]","[0.030022389851989066, 0.015809486103114202, -0.06757217273889149]","[-0.18628822571125803, 0.07584596723571677, -0.07131178146081071]","[0.017970634943898726, -0.05473528213155662, 0.0043820355194752044, -0.9983281249661721]","[[0.9939668354734448, 0.00678216305991068, 0.10944503908104607], [-0.010716674154860708, 0.9993128502529132, 0.03540147667505002], [-0.10913004723851931, -0.036360884476925925, 0.9933593525034589]]","[-0.2823548949220082, -0.6880253293967158, 0.03111494629477345]",[0.38437540215469734],"[0.06696931241917718, 0.0605432976481099, 0.0, -0.9959101957702948]",[0.4323870238883031],"[-3.380865959056494, -0.22156212029657496, 1.0383505681930245]","[817.01544040599, 883.8432939299873, 817.4125057718811, 866.165621112496]"
22,0.4400000000000013,"[-0.26214447898562865, -0.009168101895620994, 2.261739860166383]","[-0.021148880495200372, 0.00858822060952773, 2.2319742070443125]","[0.022166627527266516, 0.026996230493495622, -0.08227361347023643]","[-0.2412389325233571, 0.09846870498005646, -0.09312894733342544]","[0.020857175332756772, -0.04787803920623294, 0.004341104237197122, -0.9986240838129674]","[[0.9953739307099181, 0.006673061166589128, 0.09580541241859739], [-0.01066746379984114, 0.9990885004606626, 0.04124126809746757], [-0.09544323972974542, -0.04207264233293505, 0.9945415775561918]]","[-0.3292773646668515, -0.7807171993500006, 0.036978053206626435]",[0.38200535099757915],"[0.07150176739736089, 0.0751463107060341, 0.0, -0.9945974609481913]",[0.4323870238883031],"[-3.7827017999101957, 0.09480598262414364, 0.6472501054520521]","[802.3121690974524, 891.2046698726818, 796.7928148105572, 878.3103801028844]"
23,0.46000000000000085,"[-0.26170342153197323, -0.008271694679934773, 2.261040928001835]","[-0.02580272042874882, 0.01048875645493262, 2.2301746920460936]","[0.005952289374800929, 0.030715323963381048, -0.1049764027831537]","[-0.2762264519609977, 0.11291844572644164, -0.10716298344789967]","[0.02546463606560233, -0.036344463836334905, 0.004269828853353578, -0.9989961266578783]","[[0.9973025572774096, 0.006680087882801121, 0.07283341647153792], [-0.010382082061167974, 0.9986475020006037, 0.05056777631188239], [-0.0723984979202857, -0.05118851487327458, 0.9960421247743763]]","[-0.38612899763090314, -0.9494249663561978, 0.04610603473055922]",[0.3821929167453735],"[0.07750443247780668, 0.08779413177410869, 0.0, -0.9931044974296636]",[0.4323870238883031],"[-4.022746030108752, -0.1838162701927437, 0.263972025123671]","[808.354472375492, 873.0074185201072, 788.5735833820397, 868.0752442898979]"
24,0.4800000000000004,"[-0.2616869017821003, -0.007453466322805233, 2.2601445877250246]","[-0.030058005506925136, 0.012229857041952175, 2.2285188812258996]","[-0.011862578066530296, 0.04311877524801954, -0.12370025335686714]","[-0.30543509959005455, 0.12502349815963615, -0.11901030914152039]","[0.029213511519219, -0.02639893104953012, 0.004151694252108541, -0.9992064775602367]","[[0.9985528739278986, 0.00675438862649188, 0.05299853694642961], [-0.009839210531733946, 0.9982398225384472, 0.05816145930396815], [-0.05251339467499661, -0.05859986046516872, 0.9968804885476574]]","[-0.4126945099265659, -1.0526110177331025, 0.05418565151221272]",[0.3816681243358221],"[0.08173660572414357, 0.10016919772908726, 0.0, -0.9915909394372423]",[0.4323870238883031],"[-3.4355672939680133, 0.49694579029025876, 0.7797191708833466]","[792.812741864527, 876.7055798505479, 772.5366099405802, 879.1819225199499]"
25,0.5,"[-0.26194866846799764, -0.006519686205691973, 2.259078424929143]","[-0.03702697154072618, 0.015085092314681732, 2.225795240099328]","[-0.02863300361956584, 0.056239192823466316, -0.14139673541181214]","[-0.35048628479048277, 0.14374094601553034, -0.13742965156459486]","[0.03286859055676523, -0.016977382246472127, 0.00406694548213782, -0.9993072166637171]","[[0.9993904859678762, 0.007012210688586474, 0.03419859072965428], [-0.009244301191726423, 0.9978062604933852, 0.06555354731382916], [-0.03366389166617799, -0.06582973166593244, 0.9972628775686089]]","[-0.4454236039737576, -1.1332513196501883, 0.05848665354491803]",[0.3811009715572916],"[0.08580356470864513, 0.11269270065992203, 0.0, -0.9899181440596628]",[0.4323870238883031],"[-3.4412090450233785, -0.09536677840343533, 0.5945613361279918]","[741.5001190276636, 929.6357743518158, 741.1698435073941, 910.2095092796669]"
26,0.5199999999999996,"[-0.26280269077308943, -0.005125778852229462, 2.2572160192402415]","[-0.045871873351497894, 0.01871665698514214, 2.2223142097579673]","[-0.052807038160244076, 0.06520578205079611, -0.1617589536974675]","[-0.4027840518767875, 0.16555769126462977, -0.1590888007014503]","[0.03805391382186155, -0.003598170819663179, 0.00392144841924145, -0.9992543070967107]","[[0.9999289460175369, 0.007563199481393613, 0.007489428298841645], [-0.00811089741054481, 0.9970586389697085, 0.07602285449421856], [-0.006892522458030887, -0.07607929465931026, 0.997063500818623]]","[-0.49196293610243036, -1.2529573206997622, 0.06655050205360105]",[0.3822638845796998],"[0.09059866572048092, 0.1231470947623233, 0.0, -0.9882386428280896]",[0.4323870238883031],"[-3.495658377612457, -0.32683116066384477, 0.7371956369751871]","[718.6960151707278, 953.8585288300372, 721.7477013813893, 929.4300834049957]"
27,0.5399999999999991,"[-0.2639271577590114, -0.0038734557053758502, 2.2554083233934725]","[-0.05480906295042844, 0.022394392577303485, 2.2187709597119993]","[-0.08020638870175495, 0.0800351026565326, -0.17847654851510703]","[-0.4511267255013375, 0.18581547542595964, -0.17939448909650849]","[0.04228308268159019, 0.007559506843545869, 0.0037664956279269287, -0.9990645025807147]","[[0.9998464067648761, 0.008165222667769902, -0.01478635179669436], [-0.006886665656179114, 0.996384980890195, 0.08454399963267525], [0.01542338798091629, -0.08443010823477326, 0.9962990615813901]]","[-0.5131022298613547, -1.3025698734663018, 0.07017408452645199]",[0.382523514614424],"[0.09419007379641615, 0.1327890329224132, 0.0, -0.986654417648183]",[0.4323870238883031],"[-4.310623026730553, 0.834009248973482, 0.0019956399163270078]","[725.4863997812998, 945.0817185914013, 722.5530797980856, 928.0586253864423]"
28,0.5599999999999987,"[-0.2663925263470586, -0.0015413647671188118, 2.2522358171320045]","[-0.06444579593144793, 0.026367076595126476, 2.214928220610105]","[-0.12273234650043331, 0.10491347802933679, -0.20821631254377637]","[-0.4999278015065309, 0.20634021593080454, -0.20012691353834366]","[0.048626327318462524, 0.02407451302714276, 0.003550751279679367, -0.9985055890146101]","[[0.9987857409897514, 0.009432200296902121, -0.047731751632909894], [-0.004749579694940385, 0.995215865927775, 0.09727828441735487], [0.048422391608718446, -0.09693635398559972, 0.9940819172420872]]","[-0.5313040806149621, -1.360494016361679, 0.07425197223905801]",[0.38570366299711767],"[0.09499006362136429, 0.13808618540588555, 0.0, -0.9858528230227895]",[0.4323870238883031],"[-4.784955187571702, 0.6487151951820307, -0.9864096084597165]","[728.1674260686428, 941.1324142822978, 734.2914575335967, 919.9203356226376]"
29,0.5799999999999983,"[-0.2692530126637216, 0.0007550406123046887, 2.249156357817756]","[-0.07399492937220244, 0.03031339068010032, 2.211089936604571]","[-0.16595519949204826, 0.12210083364378983, -0.23401523632379914]","[-0.5442479664271072, 0.22507909862665396, -0.21926450893319807]","[0.05387887119158615, 0.03802380772404605, 0.0032890822189398108, -0.9978018150892614]","[[0.9970547669406259, 0.010661064093226948, -0.07552602465289086], [-0.002466344738916885, 0.9941405213265373, 0.10777099779961345], [0.07623487280174203, -0.10727074408008726, 0.9912705375425527]]","[-0.5337807162657999, -1.391720616697505, 0.08224780512834398]",[0.3878440144896947],"[0.09747075667715094, 0.14282720061571003, 0.0, -0.9849320836862234]",[0.4323870238883031],"[-3.4973459048870614, -0.3041711438622561, 0.3237834881062476]","[714.6176583555645, 956.990690454671, 724.7080604560806, 934.0631229428438]"
30,0.6000000000000014,"[-0.2722386870515844, 0.0029343910017633028, 2.246327680843166]","[-0.0859051041286119, 0.03524421689222863, 2.2062751689383524]","[-0.20421329819172301, 0.13854255568883764, -0.24990475629437114]","[-0.5962776813145455, 0.2471656389107301, -0.24200640791452546]","[0.0583093556642438, 0.04977398533616066, 0.0030742673623605677, -0.9970521164915702]","[[0.9950260032222394, 0.011934987588191217, -0.09889599775320101], [-0.00032583153301902687, 0.9931809405387695, 0.11658097002981517], [0.09961303194935645, -0.11596889587536087, 0.9882449435459114]]","[-0.5265209474894973, -1.4153116500417875, 0.08846814696493059]",[0.3882770758023814],"[0.10027054824951744, 0.14861628013285155, 0.0, -0.983798221131636]",[0.4323870238883031],"[-3.5412348449193827, -1.0298756900463513, -0.10805152513579586]","[676.8011911845309, 997.8164036019381, 706.6845133925044, 960.3028987059936]"
31,0.620000000000001,"[-0.2771993183720195, 0.0059464038270321245, 2.2423193855252537]","[-0.09799920406695034, 0.040264421545237315, 2.201344652519623]","[-0.2550942336978892, 0.14908078067205832, -0.2803969356042373]","[-0.6448473981413986, 0.26790850093197555, -0.2636272518670418]","[0.0643292986583542, 0.06678234402360451, 0.0026536913326211313, -0.995584218432284]","[[0.9908592711063214, 0.01387606913029509, -0.1326334753550659], [0.0033081762849025507, 0.9915025167211441, 0.1284449085091642], [0.13331631576419897, -0.12773602959913397, 0.9825968379299477]]","[-0.5196017849827212, -1.4131282772453255, 0.092664785835209]",[0.3912814032101058],"[0.10358634561373938, 0.14980498683322596, 0.0, -0.9832729580960073]",[0.4323870238883031],"[-3.5250239490708153, -1.260358633045458, -0.9540730355332236]","[665.3067634505471, 1018.440961092841, 677.6645643741449, 995.1680320776815]"
