,t,p,p_d,v,v_d,q,R,w,T_sp,q_sp,hover_throttle,fa,pwm
10,0.20000000000000284,"[0.7236306909188762, 0.23374010285442973, 2.167444171108608]","[0.76902961514009, 0.2353437581416597, 2.1720449575427137]","[0.17064466414958895, 0.27729633050342184, 0.05703191643416034]","[-0.019338088004718215, 0.19011226952861207, -0.14610960303549217]","[-0.020374416426508845, 0.1724482065694917, 0.009818290659221802, -0.9847583161360466]","[[0.9403292752633196, 0.012310223608516191, -0.34003969492908254], [-0.02636434989912196, 0.9989758094719462, -0.036741458793325334], [0.3392395271591326, 0.043514045256368504, 0.9396918392368159]]","[0.22556660083647956, -0.9097024592366139, -0.017125407212301564]",[0.4236446720785482],"[-0.03977125890770975, 0.14148641854209237, 0.0, -0.9891402037251402]",[0.4480454802908555],"[-10.204913915006353, -1.9008220032200958, 9.834110908012661]","[679.6580980180851, 1230.8921083520563, 636.7255637544939, 1171.835855146022]"
11,0.21999999999999886,"[0.725864693611942, 0.23908071523041388, 2.1700981140891726]","[0.7679125097283936, 0.23892166924447494, 2.169187927524156]","[0.021599350643103477, 0.2467770839721232, 0.100138884702548]","[-0.09281544719810032, 0.17937190586598373, -0.14847374313155007]","[-0.02296540950501018, 0.18156941211852393, 0.010328180842694377, -0.9830554394044405]","[[0.9338512842398047, 0.011966716907355174, -0.3574599782301515], [-0.028645980518898613, 0.9987313670064718, -0.04140197801637775], [0.35651121462017443, 0.048903104911825035, 0.9330098068113778]]","[0.213937950091663, -0.7134730824262573, -0.010531812204702153]",[0.4128766257111364],"[-0.03755042460099639, 0.13112488650710755, 0.0, -0.990654146238805]",[0.44805155682353937],"[-7.970909637295652, -1.1887928666666538, 3.865934685448714]","[649.798944039223, 1249.5452656038797, 629.8928843573948, 1171.8924587111676]"
12,0.240000000000002,"[0.7257735421160988, 0.2442426888677534, 2.1732835927149865]","[0.7652965615653207, 0.24240232862952665, 2.1661907992389686]","[-0.07944053293457372, 0.24562236256043207, 0.07190725160968589]","[-0.16944958912228392, 0.16796271976575447, -0.15078307025456772]","[-0.025364532725760044, 0.1870832438258854, 0.010648180176508867, -0.9819587824433635]","[[0.929772886076562, 0.01142158996179838, -0.36795624087475637], [-0.030402706203650445, 0.9984864472766012, -0.04582965916873683], [0.366875896416529, 0.0537980435217919, 0.9287129345179126]]","[0.1921504407326397, -0.5327113822205596, -0.01748017048944199]",[0.414344654780813],"[-0.04070970959654721, 0.12691871249481373, 0.0, -0.9910773452859768]",[0.4480576333562232],"[-5.932499102327718, 0.24698482118099596, 4.023098041758168]","[663.3100085176067, 1211.3340265016686, 641.1135822147409, 1139.9898975320123]"
13,0.259999999999998,"[0.7231757883391055, 0.24864030353993738, 2.176442444930032]","[0.7621783387884626, 0.24503041271704792, 2.1637650404141553]","[-0.2080676362861615, 0.2290517090342215, 0.11133177634358064]","[-0.23107340337974722, 0.1586454717925679, -0.15253240578499397]","[-0.026642992527049485, 0.1904651895055867, 0.011055646155803915, -0.9812685006872165]","[[0.9271985037664129, 0.011547989413547373, -0.37438409287432883], [-0.03184623989618902, 0.9983327824916182, -0.048076427181333314], [0.37320587088268564, 0.05649929014202093, 0.9260232602886647]]","[0.17063220657380598, -0.3729861954088435, -0.01482688336695882]",[0.40508011868176624],"[-0.041329869247913605, 0.11883131264098706, 0.0, -0.9920468346136151]",[0.44806370988890704],"[-7.913190997390375, -1.2124492051192544, 7.796761060964123]","[642.5924771932077, 1212.0222568420377, 620.7628533335474, 1131.4888715789812]"
14,0.28000000000000114,"[0.7177551647241152, 0.25348415494008786, 2.180370344713953]","[0.757192833524269, 0.24758164948745853, 2.161131332204459]","[-0.32705666870439587, 0.21285671566718598, 0.11375281974424327]","[-0.2971192263862994, 0.14843342732263265, -0.1542366958556266]","[-0.028280001328407887, 0.19272418315757797, 0.011357090116624946, -0.9807789663932431]","[[0.9254555451248603, 0.011377109900211404, -0.3786820073597128], [-0.033178070523061924, 0.998141249722102, -0.05109528911340377], [0.37739729326537275, 0.05985043277649795, 0.924113995166425]]","[0.146111895539436, -0.2032838370653875, -0.007999455419537616]",[0.40090055738980335],"[-0.04158229740822695, 0.1103265190304388, 0.0, -0.9930070515989587]",[0.44806978642159084],"[-6.761059903252178, -0.997834535583163, 3.8025369863957152]","[636.9241759193919, 1200.9899924170338, 620.483800246706, 1110.0591610398371]"
15,0.29999999999999716,"[0.7105801370832233, 0.2580060620663389, 2.1843637697392273]","[0.7497580367659359, 0.25076850089545843, 2.1576695593675215]","[-0.444146290961909, 0.19704031446714734, 0.11050358369242926]","[-0.38339957604121766, 0.13496706601355918, -0.15636838930876903]","[-0.029576379313562346, 0.1937412362311608, 0.011687561526669452, -0.9805370964956428]","[[0.9246554941065871, 0.011459846706046693, -0.3806322899970844], [-0.03438050387185189, 0.9979773029127446, -0.05347274895653904], [0.3792495869852309, 0.06253019943135782, 0.923179167868867]]","[0.11866425448028597, -0.02409657514929278, -0.010637464612650247]",[0.3975099432900403],"[-0.041772008161023395, 0.1013613398577962, 0.0, -0.9939712454887095]",[0.44807586295427476],"[-6.227164047637075, -0.2497976406345901, 5.804645302764129]","[655.6428258887489, 1167.5506489437664, 648.763555570746, 1069.59933962487]"
16,0.3200000000000003,"[0.7012587444352366, 0.2617738073573286, 2.1881144555405485]","[0.7395309906980564, 0.25388814568775236, 2.1538608543020956]","[-0.5566462052363697, 0.18774085339793392, 0.12782950981946517]","[-0.4768657048127825, 0.12008768831050266, -0.1584578234849774]","[-0.030708673165383185, 0.19306987759051134, 0.011855956847063639, -0.9806326700338461]","[[0.9251669147997139, 0.01139483769946905, -0.37938942053714064], [-0.035110516775499256, 0.9978328248501874, -0.05564980004437095], [0.3779330977216232, 0.06480591259309479, 0.9235619970100762]]","[0.12103546773349812, 0.10612292912283068, 0.013125750732090102]",[0.39189514468839864],"[-0.04355457446591677, 0.09296872641752034, 0.0, -0.9947153916949502]",[0.44808193948695857],"[-7.560282395715614, -1.021314754967942, 6.213177969207408]","[624.5770521885456, 1157.7337829654905, 603.7233513136101, 1093.8455347679171]"
17,0.3400000000000034,"[0.6895173300786075, 0.2653065687229219, 2.1917695129010317]","[0.7289606672773368, 0.2562233856374711, 2.150594754995056]","[-0.6845067288754335, 0.1624880244790947, 0.12320147700273672]","[-0.5555038485107258, 0.10730948027739043, -0.1600201923710586]","[-0.032034706695949634, 0.19076624973091655, 0.011828361648179006, -0.9810412619222512]","[[0.92693650785142, 0.010985939960372195, -0.37505696092857344], [-0.03543050339083696, 0.9976675870580257, -0.058341833780439015], [0.3735412885442013, 0.06736764254877546, 0.9251638832637892]]","[0.12523581295925063, 0.2352131377941144, 0.03020957680121767]",[0.3878815138502978],"[-0.041335311828099505, 0.07933788287484485, 0.0, -0.9959884879583507]",[0.4480880160196425],"[-6.722458352925232, -1.8755085460398861, 3.257716413953162]","[629.2171472906739, 1133.4523455691105, 573.6349939184148, 1106.9859221114125]"
18,0.35999999999999943,"[0.6748783257170213, 0.2687025125475723, 2.1953243232400013]","[0.7172455727209378, 0.25822222228334024, 2.147419310859674]","[-0.7824533634100463, 0.14373725561477466, 0.10398281661054147]","[-0.6305590665686237, 0.09490216451708844, -0.1613520354647558]","[-0.03275014580688957, 0.18788426854146412, 0.01191456824573114, -0.981572210541658]","[[0.9291141212561663, 0.011083543802116031, -0.36962436129104254], [-0.035696492560331014, 0.9975699738861432, -0.059816146150787314], [0.3680635459019472, 0.06877038591013351, 0.9272528910283856]]","[0.1041770842862926, 0.3681567867174099, 0.02516584920309435]",[0.38769061190884774],"[-0.04024089559460972, 0.07086834058732007, 0.0, -0.996672486370937]",[0.4480940925523263],"[-3.949358727548704, -0.3757650606451395, 2.961706579602943]","[616.0477705344019, 1118.1695330584555, 605.6363803868676, 1058.663099694382]"
19,0.38000000000000256,"[0.6605692309534329, 0.27133514451650637, 2.198150059945195]","[0.703157088583181, 0.2600507495838712, 2.144034324736049]","[-0.8760086421887998, 0.13415825943026652, 0.09288672136956605]","[-0.7088173185501474, 0.08172488524909657, -0.1625593852988702]","[-0.03375249252991702, 0.1826111550112316, 0.011944999171450725, -0.9825316841372843]","[[0.9330182241458883, 0.011145517015095667, -0.35964883834148864], [-0.03579984359668012, 0.9974334305109962, -0.06196320646788732], [0.35803614436027165, 0.0706883668491146, 0.931025128652336]]","[0.0946432560980263, 0.5026582107568472, 0.038994642062208956]",[0.38732009039148924],"[-0.04113780414095709, 0.06293232775380561, 0.0, -0.9971665560876274]",[0.44810016908501016],"[-4.787851284766656, -0.3257601401407786, 3.6680091465792763]","[607.9215408578152, 1114.4220262965155, 618.5421992571542, 1044.584895194667]"
20,0.3999999999999986,"[0.6418304881245294, 0.274140148869845, 2.201092205565079]","[0.6883772729873368, 0.26157491460953197, 2.1407804017464493]","[-0.9772380774725148, 0.11705848590073781, 0.08203561391028918]","[-0.7825407051589944, 0.06911975189793837, -0.16355241243196403]","[-0.034714095932121575, 0.1763041878169464, 0.011918419329041453, -0.9836506592130256]","[[0.9375484724655084, 0.01120664108135327, -0.347670935440208], [-0.0356876030378023, 0.9973046688363256, -0.0640905522154943], [0.34601598683241763, 0.07249562117496809, 0.9354224329913451]]","[0.08037056030402302, 0.6260351111232183, 0.03764615743211147]",[0.386236228176099],"[-0.040297288874538206, 0.051835699703708646, 0.0, -0.9978404544700424]",[0.448106245617694],"[-5.636327785778019, -0.40812848502837085, 4.146642740361752]","[598.3015300189014, 1122.7066804600863, 622.6024041933632, 1024.7307498959967]"
21,0.4200000000000017,"[0.6216856408544043, 0.27647962748627, 2.2034130538740855]","[0.6727653600374759, 0.26277886078788437, 2.1376494539378337]","[-1.0762802133192706, 0.10472586936959855, 0.07438990465645716]","[-0.8516393757917162, 0.05708373601006016, -0.16431603870753828]","[-0.03582963429843904, 0.16932663043155843, 0.0118147960009692, -0.9848371864108112]","[[0.9423769492536727, 0.011137478412525064, -0.33436496423732925], [-0.03540512339392378, 0.9971524394123641, -0.06657159327304528], [0.3326716849572277, 0.07457383165736674, 0.940088602674842]]","[0.0979523334023874, 0.7099775947616785, 0.052257730394880686]",[0.3850439039628897],"[-0.040405431604342804, 0.040223153368697424, 0.0, -0.998372365836209]",[0.44811232215037783],"[-5.346810670716217, -1.323835707776775, 1.9477758484583347]","[635.9729885639513, 1084.920247065165, 626.6676020342264, 1018.4332376483466]"
22,0.4399999999999977,"[0.6002058765289415, 0.27841578771742703, 2.2051252554846563]","[0.6548866318468709, 0.26379982491753706, 2.134333696056144]","[-1.1674692935438356, 0.07538534931743562, 0.03573207382204421]","[-0.9228624484002163, 0.04445447427302123, -0.1649348325441909]","[-0.03709764055444978, 0.16121805176254483, 0.011455775670828651, -0.9861542254898337]","[[0.94775389637583, 0.01063270449775148, -0.3188216904379622], [-0.03455594183845375, 0.9969839469346368, -0.06947423430678783], [0.317121761445527, 0.07686174564710684, 0.9452638960988563]]","[0.13460716208115378, 0.8302110079872473, 0.08979119527050573]",[0.3883507324386774],"[-0.03606101527562332, 0.029035706038251945, 0.0, -0.9989264388998417]",[0.4481183986830617],"[-3.2999379728594365, -2.1296173857828498, -0.8255980407580736]","[701.5779098602666, 1016.6063438955557, 595.1496271512593, 1051.7275370115258]"
23,0.46000000000000085,"[0.5759423620194241, 0.28017875960118865, 2.2063515510074545]","[0.6360868005555216, 0.26455779343545477, 2.131085089424019]","[-1.2360876689733757, 0.05561652773732023, -0.0017773508440735626]","[-0.9906219474759962, 0.032217136312947946, -0.1653559550572857]","[-0.03773254190333813, 0.15189106972190886, 0.011266521875398873, -0.9876119498192583]","[[0.9536032765678496, 0.010791430968038456, -0.3008691000739113], [-0.03371637558013757, 0.9968975812534069, -0.07110765044218603], [0.29916864203883786, 0.07795278668098451, 0.9510096561612129]]","[0.08570320563626439, 0.9192711678462865, 0.07274670418225687]",[0.39309529867305154],"[-0.03380966551988335, 0.02181918743825243, 0.0, -0.9991894156075833]",[0.4481244752157456],"[-1.897231039426611, 0.929474530996358, 0.40100120886148005]","[651.1879194150943, 1052.1282552229675, 633.5927422800157, 1008.1070394457919]"
24,0.4799999999999969,"[0.5539960850538505, 0.28129418044409327, 2.2066131866443]","[0.6175184504047856, 0.26500985280461475, 2.1281001187866497]","[-1.3056389946132583, 0.059246457304444694, -0.026661575465918016]","[-1.0506539540166946, 0.0211394233842747, -0.16555112599565386]","[-0.038433432055583264, 0.14395506163000663, 0.011050605693663649, -0.9887597734555158]","[[0.9582778426482782, 0.010787414603997882, -0.28552337365632124], [-0.03291816292485453, 0.9967697047869339, -0.07282128189743242], [0.2838245228439194, 0.07918444439215344, 0.9555678170215296]]","[0.06713114903584873, 0.9736806809056714, 0.07057868522518311]",[0.39630551473930714],"[-0.036706130430815706, 0.014027271197230072, 0.0, -0.9991988673854363]",[0.4481305517484294],"[-3.7360395920715304, 0.6756477520279868, -0.7907124253694029]","[664.9026407867656, 1043.1137501481053, 645.4299626598151, 1004.7358995842964]"
25,0.5,"[0.5248649612311284, 0.2825827327813964, 2.206642982308216]","[0.5973523804287596, 0.2652989291272474, 2.125010535323057]","[-1.3880435607361825, 0.03810225745244817, -0.0708622558783212]","[-1.1110728442412627, 0.009808520958612642, -0.16561046843124477]","[-0.03873732575222856, 0.1345043153244387, 0.01083418839422518, -0.9900954695008947]","[[0.9635808286535736, 0.011033086734076549, -0.26718360143226927], [-0.03187443664528955, 0.9967624895224972, -0.0737928112716012], [0.2655048514919168, 0.07962179163984615, 0.9608144271170282]]","[0.01728274017462348, 1.0374949935108166, 0.0602813408197707]",[0.40110004765713386],"[-0.03381556626725389, 0.0016032171265834194, 0.0, -0.9994264817441728]",[0.44813662828111334],"[-3.2002295088161032, -0.704828793395613, 0.14642507414441752]","[692.6208314140089, 1029.5538013479102, 664.5816844530923, 998.1536064237009]"
26,0.5200000000000031,"[0.49837190098112416, 0.283287325859508, 2.2059152097882957]","[0.5703346846432412, 0.26537682716969674, 2.1211045367397627]","[-1.4494962893152492, 0.02556425464447029, -0.08038008546014573]","[-1.1844712386273495, -0.004265302499494491, -0.1654497381409917]","[-0.0386168303601803, 0.12150264021871623, 0.010628861039904656, -0.9917784368538353]","[[0.9702398631281794, 0.011698856684106168, -0.2418283030268645], [-0.030467044066666907, 0.9967831271142831, -0.07401580994400617], [0.2401864913320648, 0.07918154865947122, 0.9674832893280567]]","[-0.010361677104880354, 1.1120291880568636, 0.05653775914976351]",[0.4034618159414391],"[-0.032997644108057264, -0.006613598731466195, 0.0, -0.99943185622847]",[0.44814270481379714],"[-4.248614798625081, -0.42220887417721764, 1.1184956797402101]","[720.4589680313074, 1018.6442847618894, 695.3063135698372, 979.0470555642602]"
27,0.5399999999999991,"[0.46773940814034404, 0.2837683420847517, 2.2042515358695067]","[0.5458033278009986, 0.2651851752050057, 2.11775584386488]","[-1.5334251910769465, 0.005639528162997971, -0.11512297138639752]","[-1.2445306533635678, -0.016077782288117754, -0.16509475424570658]","[-0.0385951435515801, 0.11200939946212687, 0.010431948566074512, -0.9929026069795008]","[[0.9746902409337046, 0.012069780151528766, -0.22323409456916882], [-0.02936185555699703, 0.9968032818579031, -0.07430548471001229], [0.22162360435944745, 0.0789793898864355, 0.9719287218239409]]","[-0.013233133185108374, 1.1348644509863246, 0.05870429782571591]",[0.40735418365108755],"[-0.030154697659885734, -0.02107471384361482, 0.0, -0.9993230155648865]",[0.448148781346481],"[-2.564389333952657, -0.27995075551265414, -4.468476738489461]","[711.302096023971, 1048.1485253777626, 694.0823490969498, 1002.313333155733]"
28,0.5600000000000023,"[0.43911226069917464, 0.28396908404847654, 2.202325026818782]","[0.5194874445634953, 0.26471888626331064, 2.114360130998479]","[-1.5704446907825427, -0.005242412765885249, -0.17861124488846786]","[-1.3021864972988748, -0.02775519863778957, -0.16449935312388364]","[-0.03779082232103179, 0.09913027918434818, 0.010388400285487202, -0.9942962136333747]","[[0.980118375585707, 0.013165864604555632, -0.1979148948776107], [-0.028150723673715544, 0.996915707584641, -0.07309093304662885], [0.19634455012005628, 0.07721015312894529, 0.9774779208032904]]","[-0.059406943865832076, 1.118467416389508, 0.03889688876571945]",[0.4179945860276241],"[-0.028874955136913766, -0.02561048868904323, 0.0, -0.9992540851245912]",[0.44815485787916487],"[-2.3355642483506864, -0.23070333897496553, -1.8021654964733251]","[718.7880574439912, 1057.5737366334465, 726.8028391157302, 978.7874849281279]"
29,0.5799999999999983,"[0.40769893479618224, 0.2838641605445035, 2.1995181682956213]","[0.49204309223681225, 0.2640309570744734, 2.110970856548197]","[-1.6451181134130823, -0.023919759852500132, -0.17670712104868508]","[-1.3568767182291883, -0.039134711202990474, -0.16370629107069676]","[-0.03721947838314398, 0.09039203941381405, 0.010355385929652867, -0.9951541059763178]","[[0.9834390294054971, 0.013881720539785376, -0.18067886246597606], [-0.02733909876766838, 0.9970098918420475, -0.07220614456436819], [0.17913717421494477, 0.07595032237676194, 0.9808829182987746]]","[-0.08565131843137214, 1.12112231492594, 0.03181161977696395]",[0.41760153653269355],"[-0.026367104770139652, -0.0398766324898012, 0.0, -0.9988483474199468]",[0.4481609344118487],"[-4.362670682971296, 0.2765155928265204, 1.4316842337559983]","[688.5339414648419, 1102.9241578428073, 700.3692777884696, 1017.3447836957241]"
30,0.6000000000000014,"[0.37114653337385956, 0.28343648387576137, 2.1956724728393575]","[0.46592596097265526, 0.2632020382954424, 2.107876889872961]","[-1.6964252981063455, -0.02946458412191063, -0.20156228264193096]","[-1.4040719263992467, -0.049251590301510495, -0.1627980564941668]","[-0.036360426525397706, 0.07836251133192346, 0.010430122423732128, -0.9962037977720006]","[[0.9874946166764461, 0.0150824664682376, -0.1568885501837052], [-0.026479643810757795, 0.9971318218067201, -0.07081012881317585], [0.15537157538354915, 0.07407945115966809, 0.9850680303497765]]","[-0.06228255924662962, 1.107649162093873, 0.03333502390501655]",[0.4226224610868281],"[-0.026227952360153624, -0.050465259806607585, 0.0, -0.9983787815069668]",[0.4481670109445326],"[-2.786333488018632, -0.3435768780713171, -1.6974184503641823]","[762.4989211815163, 1076.3470653547733, 722.5678126573176, 1033.1011268436046]"
31,0.6199999999999974,"[0.3400768256260472, 0.2828299536010755, 2.1919087547987908]","[0.4374469935418258, 0.26210717903037495, 2.1046471379314893]","[-1.7488800245080443, -0.05482762944442177, -0.22620445805876027]","[-1.4500279073331996, -0.05947472625417569, -0.16163323480187905]","[-0.035421719123765884, 0.06530353697819598, 0.010392706314592794, -0.9971770396078345]","[[0.9912441862203237, 0.016100409143338348, -0.13097463040769902], [-0.025353063321858816, 0.9972638937326831, -0.06928608906507708], [0.12950212031165387, 0.07200081098955124, 0.9889508065380406]]","[-0.06616710794771757, 1.155891999713761, 0.04231518910674458]",[0.42780651934108793],"[-0.021830235667573694, -0.06121007789911295, 0.0, -0.9978819455840758]",[0.44817308747721646],"[-3.6403099015238465, -0.7837318891202902, -2.0119930396633485]","[775.851475345362, 1058.094557585511, 754.3981301057129, 1002.3432130050127]"
